feature,coef,abs_coef
kf_slope_filter_pct_per_day,-1.9092569882760564,1.9092569882760564
kf_innovation_pct,1.3177474047572157,1.3177474047572157
kf_level_filter_pct,-1.0305027999835803,1.0305027999835803
kf_innovation_z,0.5971823581183856,0.5971823581183856
observed_soh_pct,-0.41833778115400033,0.41833778115400033
kf_level_std_pct,0.40001198509056635,0.40001198509056635
event_duration_s,-0.3239824816242597,0.3239824816242597
p95_abs_current_a,0.3005080570447198,0.3005080570447198
avg_cell_temp_mean_c,-0.24738970864767756,0.24738970864767756
soc_span_pct,0.19194938003300674,0.19194938003300674
event_type_flight,-0.19138218634127133,0.19138218634127133
soc_mean_pct,0.1740808023371368,0.1740808023371368
kf_slope_std_pct_per_day,-0.15340185309595214,0.15340185309595214
current_abs_mean_a,0.12381592957527354,0.12381592957527354
event_type_charge,0.12356520436359443,0.12356520436359443
avg_cell_temp_span_c,-0.11579795038559541,0.11579795038559541
battery_2,0.09879843941636161,0.09879843941636161
battery_1,-0.09879843941636156,0.09879843941636156
event_type_other,0.07829674755038209,0.07829674755038209
measurement_sigma_pct,0.07060111867241682,0.07060111867241682
condition_multiplier,0.0706011186724165,0.0706011186724165
kf_pred_std_pct,0.05579828469323362,0.05579828469323362
kf_kalman_gain_slope,0.054288046491631776,0.054288046491631776
kf_kalman_gain_level,-0.053365377341953985,0.053365377341953985
