feature,importance_mean,importance_std
rolling_soc_span_mean_5,0.028660475947043462,0.006212786023757699
rolling_latent_filter_delta_mean_5,0.01980731299977547,0.005867106516160602
battery_id,0.007653955951348124,0.0012492636533464987
rolling_observed_soh_mean_3,0.006604574960467335,0.0007860081008315839
rolling_latent_filter_mean_3,0.0041151642586604534,0.00039823294806592556
kalman_coulomb_gap_span_pct,0.004005103654480191,0.0004761295684558972
score_gap,0.003938389572555767,0.000398312788344476
_filterpy_pred_state_pct,0.0037580476717272047,0.0004623673605444994
observed_soh_pct,0.0031328067653237034,0.001060135632028105
voltage_sag_proxy_v,0.0023810889958205904,0.000520575365937491
coulomb_gap_abs_pct,0.0016736776005977561,0.0016246645292307949
rolling_latent_filter_delta_std_5,0.0015970793911631808,0.0010260638492891872
soc_stress_index,0.001303367537543565,0.00012473794940762598
kalman_coulomb_gap_mean_pct,0.0011685730857450948,0.0004122309177890588
rolling_stress_index_mean_5,0.0009111178637000172,0.00018353106841636908
score_soc_edge,0.0008466249018893812,0.00029912173437349383
rolling_observed_delta_mean_5,0.000748731081607712,0.00019114586570177544
current_abs_mean_a,0.0006697908942135733,7.286333963399852e-05
prev2_observed_soh_pct,0.0006356637129563581,0.00023272988686306152
throughput_stress_proxy,0.0005809831592795689,0.00040066540080217327
soc_span_pct,0.0005392257935111112,0.00022181344862678957
duration_stress_index,0.0005149713642340181,0.0003764401042510126
rolling_current_abs_max_5,0.0005115671927897302,0.0006546028295689281
latent_filter_delta_1,0.0003947425087486245,0.00044057997904801597
degradation_stress_proxy,0.0003766641534332926,0.00011077069202820956
storage_stress_proxy,0.00032824603258232445,0.00015677789735525839
flight_event_flag,0.00014521517427770191,0.00015597478216355823
avg_cell_temp_max_c,0.00013590439258504006,0.00015163531973468484
measurement_sigma_pct,0.00010752014743706795,0.0004786207217929434
instant_stress_index,6.391122804556559e-05,8.67809084335869e-05
cap_est_span_raw,5.535303280277404e-05,3.315374719273012e-05
rolling_soc_mean_5,5.528952536435483e-05,0.0007005036578692805
score_current,4.909723479151751e-05,0.00015533288736148688
rolling_observed_soh_std_3,2.7435301792255727e-05,0.00043857711316598765
flag_new_est_batt_cap_any,0.0,0.0
estimation_reset_risk,0.0,0.0
prev_latent_filter_pct,0.0,0.0
flag_rst_coulomb_any,0.0,0.0
_filterpy_pred_var_pct2,0.0,0.0
time_since_prev_event_days,0.0,0.0
avg_cell_temp_min_c,0.0,0.0
rolling_condition_mean_5,0.0,0.0
event_type_charge,0.0,0.0
event_type_flight,0.0,0.0
battery_2,0.0,0.0
time_above_40c_proxy_min,0.0,0.0
cumulative_flight_count,0.0,0.0
cumulative_event_count,0.0,0.0
score_switch,0.0,0.0
p95_abs_dtemp_c_per_min,0.0,0.0
event_efc,0.0,0.0
cumulative_efc,0.0,0.0
cumulative_ah,0.0,0.0
observed_soh_iqr_pct,0.0,0.0
charge_event_flag,0.0,0.0
cap_est_delta_raw,0.0,0.0
score_didt,0.0,0.0
score_dtemp,0.0,0.0
score_observation_instability,0.0,0.0
plane_166,0.0,0.0
latent_soh_filterpy_filter_pct,0.0,0.0
condition_multiplier,0.0,0.0
score_event_type,0.0,0.0
soc_max_pct,-8.881784197001253e-17,2.664535259100376e-16
delta_days,-1.0604230833877181e-06,0.0003702442478456797
thermal_severity_proxy,-2.5368286472371437e-06,0.00010993281731623005
rolling_sigma_mean_5,-5.509198711628471e-06,3.019837590831924e-05
p95_abs_current_a,-5.950506542617973e-06,0.00011159301400963693
observed_soh_delta_2,-1.2558197346024258e-05,2.5116394692048516e-05
event_type_other,-1.2767500980448432e-05,1.56369313462913e-05
arrhenius_temp_proxy,-7.535365702757702e-05,0.0008037783413787893
voltage_mean_v,-7.71420456544547e-05,3.819945936937444e-05
voltage_max_v,-7.820842344399281e-05,3.297556670575401e-05
current_span_a,-8.015399019880575e-05,0.0003670560093356244
avg_cell_temp_span_c,-9.864208504479776e-05,6.810693316679124e-05
battery_1,-0.00013802361431363152,0.00021842312565346062
soc_edge_stress_proxy,-0.00016020533449996323,0.00012203021326137915
internal_resistance_proxy_ohm,-0.0001621312137944919,0.00045780636209965294
rolling_flight_frac_5,-0.00016377228417319145,0.0001832910318166679
