epoch,train_loss,valid_mae
1,7288.898132324219,72.0189437866211
2,7137.6037190755205,71.14714050292969
3,6774.722269694011,68.93260192871094
4,5916.304341634114,59.8770751953125
5,4740.293273925781,51.194889068603516
6,3569.988077799479,41.53959655761719
7,2497.1176961263022,31.405237197875977
8,1607.1808522542317,21.292753219604492
9,943.1130065917969,12.050384521484375
10,517.7339375813802,4.117708683013916
11,278.7352066040039,2.235645055770874
12,162.68597316741943,6.431978702545166
13,116.84168593088786,9.074419975280762
14,102.58333619435628,10.730836868286133
15,98.02358404795329,11.565704345703125
16,94.8719580968221,11.93588924407959
17,84.28433624903361,10.741250038146973
18,72.05252567927043,9.377151489257812
19,49.2196589310964,1.6784460544586182
20,29.18532705307007,1.6562594175338745
21,20.632537921269734,1.4793586730957031
22,15.999647378921509,1.5616841316223145
23,12.979016661643982,1.888593316078186
24,10.682745595773062,1.67689847946167
25,8.888354341189066,1.807845115661621
26,7.544423222541809,1.8999247550964355
27,6.512157181898753,1.7355530261993408
28,6.27480153242747,1.7494994401931763
29,5.44123700261116,1.7960517406463623
