epoch,train_loss,valid_mae
1,7236.0015055338545,71.97920227050781
2,7104.044779459636,70.3259048461914
3,6517.040059407552,64.63896942138672
4,5408.283915201823,56.14891815185547
5,4253.418731689453,47.573856353759766
6,3179.9773763020835,38.37788772583008
7,2218.1783752441406,28.854873657226562
8,1443.1680806477864,19.567344665527344
9,867.3542633056641,11.048354148864746
10,488.5202178955078,3.7531540393829346
11,272.98906262715656,2.1918795108795166
12,164.7225866317749,6.140483856201172
13,120.03215948740642,8.880232810974121
14,104.01011530558269,10.47153377532959
15,98.13631375630696,11.413514137268066
16,95.98752943674724,11.807780265808105
17,95.50890477498372,12.059871673583984
18,94.42177327473958,12.061111450195312
19,85.86738220850627,10.545805931091309
