epoch,train_loss,valid_mae
1,6362.675944010417,67.3441162109375
2,6223.596659342448,66.6250228881836
3,5684.656840006511,60.134605407714844
4,4662.6230061848955,51.755977630615234
5,3639.776865641276,43.48759841918945
6,2680.068074544271,34.588531494140625
7,1833.875208536784,25.4388427734375
8,1148.5746358235676,16.54685401916504
9,655.2163251241049,9.440074920654297
10,343.70814005533856,6.428027153015137
11,170.50170167287192,5.015153884887695
12,89.33473904927571,7.187952995300293
13,57.56087032953898,9.48122501373291
14,46.85472345352173,10.763386726379395
15,43.83123826980591,11.476096153259277
16,43.13010001182556,11.80752182006836
17,42.74764394760132,11.911619186401367
18,42.6751614411672,12.078208923339844
19,42.85432513554891,11.93532657623291
