feature,importance_mean,importance_std
observed_soh_pct,0.0,0.0
current_abs_mean_a,0.0,0.0
latent_filter_delta_2,0.0,0.0
latent_filter_delta_1,0.0,0.0
observed_soh_delta_2,0.0,0.0
observed_soh_delta_1,0.0,0.0
time_since_prev_event_days,0.0,0.0
prev_delta_days,0.0,0.0
prev2_latent_filter_pct,0.0,0.0
prev_latent_filter_pct,0.0,0.0
prev2_observed_soh_pct,0.0,0.0
prev_observed_soh_pct,0.0,0.0
flag_rst_coulomb_any,0.0,0.0
flag_new_est_batt_cap_any,0.0,0.0
battery_id,0.0,0.0
duration_stress_index,0.0,0.0
soc_stress_index,0.0,0.0
current_temp_stress_index,0.0,0.0
instant_stress_index,0.0,0.0
degradation_stress_proxy,0.0,0.0
estimation_reset_risk,0.0,0.0
coulomb_gap_abs_pct,0.0,0.0
storage_stress_proxy,0.0,0.0
soc_edge_stress_proxy,0.0,0.0
internal_resistance_proxy_ohm,0.0,0.0
observed_soh_slope_pct_per_day_1,0.0,0.0
rolling_observed_soh_mean_3,0.0,0.0
rolling_observed_soh_std_3,0.0,0.0
rolling_sigma_mean_5,0.0,0.0
battery_2,0.0,0.0
battery_1,0.0,0.0
event_type_other,0.0,0.0
event_type_flight,0.0,0.0
event_type_charge,0.0,0.0
rolling_stress_index_max_5,0.0,0.0
rolling_stress_index_mean_5,0.0,0.0
rolling_flight_frac_5,0.0,0.0
rolling_gap_days_mean_5,0.0,0.0
rolling_condition_mean_5,0.0,0.0
rolling_duration_mean_5,0.0,0.0
rolling_observed_delta_mean_5,0.0,0.0
rolling_soc_span_mean_5,0.0,0.0
rolling_soc_mean_5,0.0,0.0
rolling_temp_span_mean_5,0.0,0.0
rolling_temp_mean_5,0.0,0.0
rolling_current_abs_max_5,0.0,0.0
rolling_current_abs_mean_5,0.0,0.0
rolling_latent_filter_delta_std_5,0.0,0.0
rolling_latent_filter_delta_mean_5,0.0,0.0
rolling_latent_filter_mean_3,0.0,0.0
rolling_observed_delta_std_5,0.0,0.0
voltage_sag_proxy_v,0.0,0.0
throughput_stress_proxy,0.0,0.0
current_rms_proxy_a,0.0,0.0
n_rows,0.0,0.0
voltage_mean_v,0.0,0.0
p95_abs_dtemp_c_per_min,0.0,0.0
p95_abs_dcurrent_a_per_s,0.0,0.0
cumulative_flight_count,0.0,0.0
cumulative_event_count,0.0,0.0
charge_event_flag,0.0,0.0
flight_event_flag,0.0,0.0
delta_days,0.0,0.0
condition_multiplier,0.0,0.0
measurement_sigma_pct,0.0,0.0
event_duration_s,0.0,0.0
event_efc,0.0,0.0
soc_span_pct,0.0,0.0
soc_max_pct,0.0,0.0
soc_min_pct,0.0,0.0
soc_mean_pct,0.0,0.0
avg_cell_temp_span_c,0.0,0.0
avg_cell_temp_max_c,0.0,0.0
avg_cell_temp_min_c,0.0,0.0
avg_cell_temp_mean_c,0.0,0.0
current_span_a,0.0,0.0
p95_abs_current_a,0.0,0.0
voltage_max_v,0.0,0.0
event_ah,0.0,0.0
thermal_severity_proxy,0.0,0.0
score_observation_instability,0.0,0.0
time_above_40c_proxy_min,0.0,0.0
arrhenius_temp_proxy,0.0,0.0
latent_soh_smooth_std_pct,0.0,0.0
_filterpy_pred_var_pct2,0.0,0.0
_filterpy_pred_state_pct,0.0,0.0
latent_soh_filterpy_filter_pct,0.0,0.0
latent_soh_filter_pct,0.0,0.0
score_event_type,0.0,0.0
score_switch,0.0,0.0
score_gap,0.0,0.0
score_soc_edge,0.0,0.0
cumulative_efc,0.0,0.0
score_dtemp,0.0,0.0
score_didt,0.0,0.0
score_current,0.0,0.0
cap_est_span_raw,0.0,0.0
cap_est_delta_raw,0.0,0.0
kalman_coulomb_gap_span_pct,0.0,0.0
kalman_coulomb_gap_mean_pct,0.0,0.0
observed_soh_span_pct,0.0,0.0
observed_soh_iqr_pct,0.0,0.0
cumulative_ah,0.0,0.0
plane_166,0.0,0.0
