epoch,train_loss,valid_mae
1,6315.202860514323,66.40715789794922
2,6164.157857259114,64.7889404296875
3,5823.5266520182295,62.219791412353516
4,5305.3534749348955,59.2034912109375
5,4671.621805826823,55.9406623840332
6,3966.500935872396,52.418922424316406
7,3255.606719970703,48.37103271484375
8,2581.4461059570312,44.126930236816406
9,1961.905237833659,39.081207275390625
10,1431.0018208821614,33.928070068359375
11,1002.8753102620443,28.757221221923828
12,679.7971585591634,23.554950714111328
13,445.33784739176434,18.51091766357422
14,286.6929181416829,13.59548282623291
15,179.65353775024414,9.829639434814453
16,114.54383023579915,7.817457675933838
17,75.53605508804321,6.591668128967285
18,53.073662519454956,5.659170150756836
19,41.037691593170166,4.975180625915527
20,34.6090079943339,5.1267571449279785
21,32.13093948364258,5.467896461486816
22,30.25313671429952,5.761124610900879
23,29.787952343622845,6.107717037200928
24,29.676172216733296,6.413328647613525
25,28.88015079498291,6.5997233390808105
26,28.45263608296712,6.7194719314575195
27,25.98500355084737,6.764435291290283
