epoch,train_loss,valid_mae
1,7181.770528157552,72.68109893798828
2,6960.246846516927,69.57135772705078
3,6163.982767740886,62.63032913208008
4,4804.335805257161,52.62504577636719
5,3513.7422383626304,42.319583892822266
6,2397.140853881836,31.707590103149414
7,1483.7747853597004,21.339702606201172
8,833.8703091939291,11.834168434143066
9,422.8426373799642,3.9469127655029297
10,204.71721426645914,2.145237445831299
11,106.91962099075317,6.135533332824707
12,72.80487585067749,8.562849998474121
13,62.245597998301186,9.764201164245605
14,59.590601444244385,10.427855491638184
15,59.028932094573975,10.739692687988281
16,58.613397439320885,10.529595375061035
17,60.94615904490153,10.857427597045898
18,58.31914520263672,10.840873718261719
