epoch,train_loss,train_data_loss,train_degradation_loss,train_residual_loss,train_smoothness_loss,valid_mae,mean_calendar_sensitivity,mean_cycle_sensitivity,mean_thermal_sensitivity,mean_resistance_sensitivity,mean_history_sensitivity
1,6.4702247106111965,5.7038463812607985,2.1895797894551206,0.0012646114471583413,3.0053345199121395e-06,0.7711546105074595,0.016886770725250244,0.020697124302387238,0.015907829627394676,0.017477627843618393,0.01625325344502926
2,6.412309628266555,5.641068073419424,2.2034986156683702,0.0008571907797326836,1.0214148460363504e-05,0.6895488141530968,0.016562316566705704,0.019132545217871666,0.014599865302443504,0.015553486533463001,0.01436926145106554
3,6.130529273014802,5.4135261074854775,2.048556700348854,0.00041250136788361345,5.689873069059104e-05,0.5627082457025367,0.015797175467014313,0.018852777779102325,0.013312306255102158,0.01482301764190197,0.012560946866869926
4,5.8750438415087185,5.2083781980551205,1.9047493401628275,0.00017242997254330615,0.0002049048780463636,0.4871586719191218,0.014675450511276722,0.01984868198633194,0.012041873298585415,0.01522725448012352,0.011054339818656445
5,6.055044522652259,5.48052008335407,1.6414799919495215,0.00031847324878351804,0.001687965472228825,0.44978833485798664,0.013512090779840946,0.029421767219901085,0.011989060789346695,0.020909277722239494,0.010583239607512951
6,5.378457261965825,4.882154079583975,1.4179908365297775,0.000313251881951697,0.0015401047421619296,0.4244678451354245,0.012873540632426739,0.024971777573227882,0.010168002918362617,0.01790735125541687,0.00896217580884695
7,5.060555027081416,4.576230736879202,1.383758008480072,0.0004505021577712726,0.0019760343711823225,0.4179168609251459,0.012057912535965443,0.024165060371160507,0.009115269407629967,0.017281563952565193,0.008027859032154083
8,4.996054085401388,4.5221014481324415,1.3541100495136702,0.000707707351991233,0.0019665174186229706,0.4191225350621235,0.011608285829424858,0.022972196340560913,0.008487890474498272,0.016553394496440887,0.007548233028501272
9,4.823653574173267,4.393329968819251,1.2294563330136812,0.0006964652401437049,0.0022306416649371386,0.4108917052487293,0.01086784340441227,0.02221900224685669,0.007840283215045929,0.01586637645959854,0.0069993543438613415
10,4.832669725784888,4.405374526977539,1.220672417145509,0.0029928764380560305,0.0018428658368065953,0.4074560877788498,0.010215957649052143,0.021031886339187622,0.007566609885543585,0.01519567146897316,0.006837674416601658
11,4.746235333956205,4.331002978178171,1.1862488572414105,0.002258941899176884,0.0019463729113340378,0.3995882516883942,0.009591145440936089,0.02174694463610649,0.007652623113244772,0.015772754326462746,0.006980945821851492
