feature,family,non_null_rows,missing_frac,n_unique,pearson_next_level,spearman_next_level,pearson_next_delta,spearman_next_delta,combined_score
internal_resistance_proxy_ohm_pct_change3,physics,723,0.06468305304010347,722,0.016475631999605594,0.028969673991464072,-0.1389407240767579,-0.07772900411471062,0.08265328337332732
avg_cell_temp_mean_c_diff5,history,729,0.056921086675291055,729,-0.012495668453350438,0.00014973923499758668,0.1352030767580322,0.09017421995763658,0.0824113497389308
measurement_sigma_pct_rollmean_8,history,771,0.002587322121604174,767,-0.06722131014616309,-0.069197901508767,0.07591839563597905,0.09367881207503105,0.08203280036548904
condition_multiplier_rollmean_8,history,771,0.002587322121604174,769,-0.06722131014616309,-0.06919790060286382,0.07591839563597902,0.09367359159698974,0.08203045101448499
internal_resistance_proxy_ohm_ewmmean_5,physics,771,0.002587322121604174,746,-0.2169561842266466,-0.1749007874415101,-0.019202737016435573,0.06275025405343104,0.08192917196786581
arrhenius_temp_proxy,physics,754,0.02457956015523932,732,-0.04069758211964122,-0.038518158522519,-0.12859345244120868,-0.07440270371206512,0.08190673439313387
thermal_severity_proxy_rollmax_8,history,771,0.002587322121604174,199,-0.13006157733222154,-0.2054296780576785,-0.037150595608047336,-0.05929483250560425,0.08164846275181005
avg_cell_temp_mean_c_rollmax_13,history,771,0.002587322121604174,162,0.09748236243518466,0.14637725939111904,-0.036912905032869474,-0.08603206355378289,0.08149312526124945
condition_multiplier_lag1,history,771,0.002587322121604174,736,-0.043039126055287674,-0.046450341371580994,0.061364098834870366,0.11513024359464283,0.08148930307931632
measurement_sigma_pct_lag1,history,771,0.002587322121604174,736,-0.04303912605528766,-0.046450341371580994,0.06136409883487033,0.11513024359464283,0.08148930307931629
internal_resistance_proxy_ohm_rollmean_8,physics,771,0.002587322121604174,761,-0.22872116652690533,-0.18495050630982546,0.0059927661922178285,0.06420470922465868,0.08130464160792611
duration_stress_index_rollmax_2,physics,766,0.009055627425614499,479,-0.17324479424575384,-0.1497321457892797,0.002801856251880099,0.0896136150500323,0.08095098494104591
current_abs_mean_a_ewmmean_3,history,771,0.002587322121604174,752,0.2973124418585077,0.28105303267849585,0.006656022344416261,-0.015360212884194426,0.08079810158883752
duration_stress_index_rollstd_2,physics,773,0.0,720,-0.1505255580219237,-0.12347569665439088,-0.01359276150062752,0.0955714801981353,0.08065890483970015
avg_cell_temp_mean_c_rollmin_8,history,771,0.002587322121604174,212,0.1792823346057877,0.22170398347371584,0.003401366998369331,-0.06318090943212488,0.08063565032560314
event_duration_s_rollmax_3,history,769,0.005174644243208237,374,-0.2489910703890099,-0.15712855401026804,0.005630571844907253,0.06737504532706462,0.08047633209109245
soc_span_pct_rollmax_3,history,769,0.005174644243208237,72,-0.14580141205493827,-0.10949152393314313,0.03683823941117399,0.08513609419558614,0.08036658400683125
observed_soh_pct_diff1,history,771,0.002587322121604174,25,0.08924044906787763,0.018614485394957983,-0.11751475040824712,-0.07347426986014874,0.08003406427557253
observed_soh_delta_1,operating,771,0.002587322121604174,25,0.08924044906787763,0.018614485394957983,-0.11751475040824712,-0.07347426986014874,0.08003406427557253
current_temp_stress_index_rollmin_13,physics,771,0.002587322121604174,111,0.21765963002580804,0.19099584466836314,0.004585430543727246,-0.062480434439467526,0.07990716436371384
current_abs_mean_a_ewmstd_5,history,773,0.0,753,0.2984318744688266,0.26840997384154186,0.0004050387671548968,0.02150827124499543,0.07990491721350836
thermal_severity_proxy_ewmmean_13,history,771,0.002587322121604174,752,-0.20093083607667958,-0.2604709888652299,-0.016159102378091376,-0.03528275713196261,0.07988870336026303
kalman_coulomb_gap_span_pct,operating,754,0.02457956015523932,549,0.15105981695566872,-0.1814725953116716,-0.004805812091993419,-0.0801022772748376,0.07981463939359255
internal_resistance_proxy_ohm_ewmstd_5,physics,773,0.0,747,-0.22537386853963778,-0.1960051052922361,-0.007539837866295935,0.05650413518718601,0.07962696484192168
p95_abs_current_a_rollmean_5,history,771,0.002587322121604174,711,0.2689781393948117,0.1930632659339487,0.03756582003777827,0.027688957006504204,0.07958708049383384
condition_multiplier_rollmean_3,history,771,0.002587322121604174,770,-0.07281937833126387,-0.09609815336020855,0.05012399003830895,0.09504204353468375,0.07950277743925804
measurement_sigma_pct_rollmean_3,history,771,0.002587322121604174,771,-0.07281937833126347,-0.09609815273117486,0.050123990038308995,0.09503740002005476,0.07950068776331991
soc_span_pct_rollmax_5,history,771,0.002587322121604174,61,-0.1818356576080606,-0.1406668459928565,0.04465132907905376,0.05911603199725216,0.07928120578221413
p95_abs_current_a,operating,754,0.02457956015523932,330,0.11908628025380638,0.09106286546259207,0.108767664720113,0.046528989722578816,0.0791364026359638
event_duration_s_rollstd_13,history,773,0.0,768,-0.2465455226407918,-0.07227300982099075,0.005275206966831555,0.09346202211635511,0.07913597577963706
condition_multiplier_ewmstd_8,history,773,0.0,770,-0.192846294625707,-0.18725456542772018,0.022818175479055312,0.05474196313341135,0.07885215033048043
measurement_sigma_pct_ewmstd_8,history,773,0.0,770,-0.19284629462570696,-0.18725456542772018,0.02281817547905529,0.05474196313341135,0.07885215033048042
measurement_sigma_pct_rollmean_13,history,771,0.002587322121604174,771,-0.053360502025250195,-0.06996090973435332,0.08149316840136844,0.08552597042745701,0.0787648238754442
condition_multiplier_rollmean_13,history,771,0.002587322121604174,771,-0.05336050202525019,-0.06996090973435332,0.08149316840136839,0.08552597042745701,0.07876482387544419
event_duration_s_rollstd_8,history,773,0.0,763,-0.23603059323182488,-0.07664089816354015,0.029809859380854873,0.07629681243638636,0.07837571745834385
current_temp_stress_index_ewmmean_3,physics,771,0.002587322121604174,752,0.29177160136213187,0.2524917494632272,0.013394084579861963,-0.01587123536669741,0.0782112038446697
soc_stress_index_rollmax_3,physics,769,0.005174644243208237,413,-0.16700023576112305,-0.11659071871171499,0.03327362192770938,0.07562565836280755,0.07820226422444576
current_abs_mean_a_rollstd_8,history,773,0.0,762,0.28350471555572915,0.2404199287075689,0.00552742458846444,0.026815149751105157,0.07813850562624491
current_abs_mean_a_rollmax_3,history,769,0.005174644243208237,382,0.29135353888733445,0.19920860178745517,0.01977144805080126,0.02923277726827719,0.07810282834281684
event_duration_s_ewmstd_8,history,773,0.0,753,-0.22859525642314607,-0.04364433092096724,0.01581782254613313,0.09765619841991958,0.07809681133326346
duration_stress_index_diff5,physics,729,0.056921086675291055,729,-0.014637769181922387,-0.02299456090599911,-0.13591491710283887,-0.07196841977847217,0.07807322508525624
instant_stress_index_rollmax_8,physics,771,0.002587322121604174,193,-0.11499758467860974,-0.07961551403458561,0.06514318230105243,0.07792024753110051,0.07804915165235977
internal_resistance_proxy_ohm_rollmax_8,physics,771,0.002587322121604174,167,-0.20655749726321795,-0.18250892413421954,0.01061320744119548,0.05947665582714201,0.07798054570102728
current_temp_stress_index_lag13,physics,728,0.05821474773609314,703,0.19370870740283117,0.12472888356580171,0.007857795897900016,-0.08335808245718425,0.0779486791502563
internal_resistance_proxy_ohm_rollstd_2,physics,773,0.0,708,-0.15545037753084717,-0.17966200981462171,0.014533636615143768,0.06885505920543467,0.0778392068522667
degradation_stress_proxy_rollmax_8,physics,771,0.002587322121604174,215,-0.12142095336517372,-0.19077093264321085,-0.037475938557596976,-0.05738074148845888,0.0778218504700846
avg_cell_temp_mean_c_lag5,history,744,0.03751617076325997,715,0.09922237790382009,0.11352061429423312,-0.06569567248796838,-0.06922045636469186,0.07780823704501882
cap_est_span_raw,operating,754,0.02457956015523932,235,-0.08694966664827339,0.21226867417131579,-0.009697515091878757,-0.07616964195373536,0.07772086119726924
observed_soh_pct_pct_change1,history,771,0.002587322121604174,150,0.0921333070539105,0.022367114864850626,-0.10926621091851475,-0.07143760877956849,0.07749518516147888
duration_stress_index_rollmean_2,physics,766,0.009055627425614499,754,-0.17483555241335733,-0.1538017043490933,0.013258125327912743,0.07223710987766732,0.07703794793702384
measurement_sigma_pct_rollmax_13,history,771,0.002587322121604174,117,-0.2053725946745267,-0.277645497747661,0.006360463840528648,0.02850059260397015,0.07691748995354698
condition_multiplier_rollmax_13,history,771,0.002587322121604174,117,-0.20537259467452665,-0.277645497747661,0.006360463840528638,0.02850059260397015,0.07691748995354697
duration_stress_index_rate_per_day1,physics,738,0.04527813712807249,722,-0.04465593388266994,0.016586859719108275,-0.019386096397563245,-0.14216878522632706,0.0767454046172494
arrhenius_temp_proxy_rollmean_21,physics,771,0.002587322121604174,771,-0.17818933535938092,-0.1474079754728421,-0.026661562563889345,-0.06395296250711702,0.07670743175423386
p95_abs_current_a_ewmmean_13,history,771,0.002587322121604174,752,0.30428021495846724,0.21252149581102436,0.0016279996663780285,-0.03079572069414504,0.07665272007977905
p95_abs_current_a_rollmin_5,history,771,0.002587322121604174,94,0.21255523149976158,0.18939671284913476,0.021077498409257035,-0.045917409185492156,0.07665111373359496
score_gap,operating,754,0.02457956015523932,718,-0.09341203565223845,-0.16545358785942424,-0.019039250467922413,-0.08169419297718812,0.07663340372424886
event_duration_s_ewmstd_5,history,773,0.0,755,-0.2247728050002882,-0.06364687790898199,0.015175602586153383,0.088786962010155,0.07653112586679188
internal_resistance_proxy_ohm_ewmmean_3,physics,771,0.002587322121604174,746,-0.18408587453766673,-0.13944446106356645,-0.023001369319852076,0.06722894946869518,0.0764786946701701
internal_resistance_proxy_ohm_lag13,physics,722,0.06597671410090555,697,-0.18399072767081454,-0.07938543195660551,-0.047549858092471926,0.07084037815031426,0.07645001515595527
arrhenius_temp_proxy_rollmean_13,physics,771,0.002587322121604174,769,-0.14943720295361196,-0.1320156439120019,-0.03134758662829373,-0.0712716669708939,0.07622259300755187
observed_soh_pct_ewmstd_8,history,773,0.0,766,-0.13466757009341268,-0.32303187980427694,-0.024822600313538053,0.015018541529031528,0.07612666276210842
current_abs_mean_a,operating,754,0.02457956015523932,728,0.19722626665454399,0.17347219961103458,0.05293769854046066,0.032176134248198054,0.0761040265809369
latent_soh_filter_pct_rollstd_8,history,773,0.0,770,-0.2409620579833597,-0.24283591642052987,-0.010397758794759852,-0.027367380313185186,0.07595624204077675
avg_cell_temp_span_c_ewmmean_13,history,771,0.002587322121604174,752,-0.28073755020926755,-0.26137221454540616,0.0038644023103484916,-0.016329969261592556,0.07578739406355887
arrhenius_temp_proxy_rollmax_13,physics,771,0.002587322121604174,131,-0.1425644633562985,-0.149042758861515,-0.06524328410576652,-0.04344676606175414,0.07573689012437641
degradation_stress_proxy_ewmstd_5,physics,773,0.0,770,-0.15181638580725404,-0.20038764705265424,-0.04512733998277588,-0.03759784993341032,0.07569702010349096
cumulative_flight_count_pct_change1,history,717,0.07244501940491588,125,0.21848534640567652,0.22458684780396865,0.003739081792327011,-0.04167490478256227,0.07541199350101407
p95_abs_current_a_rollmin_13,history,771,0.002587322121604174,51,0.16930721702845533,0.1770957881495035,0.001328489712413714,-0.06978677064882932,0.07529768363096837
_filterpy_pred_var_pct2,latent,773,0.0,772,0.08102818853959667,0.3918090227806956,0.0004983626102652534,0.01767706588856129,0.07497836070399616
latent_soh_filter_pct_ewmstd_3,history,773,0.0,770,-0.24026952546058872,-0.25355783683890404,-0.01579207559241759,-0.01797974711291976,0.07488913695043364
soc_stress_index_rollmax_5,physics,771,0.002587322121604174,293,-0.19172127698930627,-0.132759012118153,0.04774858181788262,0.04753049580764597,0.07479927717545905
observed_soh_iqr_pct,operating,773,0.0,11,-0.1204933954661678,-0.05888161675814314,-0.1207113486042972,-0.03911220215188815,0.07469547760997708
avg_cell_temp_mean_c_rollmin_5,history,771,0.002587322121604174,332,0.1519120622206846,0.19199544302761246,-0.005374585822138446,-0.06454618114164043,0.07464867993659005
cumulative_event_count_rollstd_5,history,773,0.0,5,-0.1304545131137299,-0.1602400919855091,0.03992923098689773,0.05673412647172826,0.07459059131754639
duration_stress_index_diff3,physics,736,0.047865459249676556,736,-0.006444942543785018,0.00950258412088761,-0.1709673914314036,-0.047152920409490845,0.0745789134862036
soc_span_pct_ewmmean_13,history,771,0.002587322121604174,749,-0.11719236109500711,-0.11960530751438685,0.05309601774911025,0.06430258030251701,0.07452499869752446
avg_cell_temp_span_c_rollmax_13,history,771,0.002587322121604174,20,-0.12219202962130025,-0.0338269428735747,-0.03523066158725087,-0.10368557465572932,0.07452095146441969
cap_est_delta_raw,operating,751,0.028460543337645583,255,-0.08097345933584087,0.23980509300135475,-0.008586693627795749,-0.061809334482628306,0.07445831848930877
current_abs_mean_a_rollmean_3,history,769,0.005174644243208237,760,0.2929407728838376,0.26062037457547815,0.01768039900544716,-0.0017022501001034002,0.07445726572138617
observed_soh_pct_pct_change5,history,763,0.012936610608020649,214,0.2271309989623517,0.16578631236201885,-0.04770574237537843,-0.02783650727629164,0.07441919773748276
thermal_severity_proxy_ewmstd_5,history,773,0.0,753,-0.13521781990423026,-0.19792828795095946,-0.05038260114963892,-0.0357076355672992,0.07439424153324327
thermal_severity_proxy_rollmean_13,history,771,0.002587322121604174,769,-0.18200025458943486,-0.20628156626973757,-0.01566651566789922,-0.04526969147661902,0.07421357626425244
p95_abs_current_a_lag5,history,744,0.03751617076325997,328,0.1470893326853543,0.11131075960949895,0.09075834569555245,0.034458987792319054,0.07413959542516957
observed_soh_pct_diff5,history,763,0.012936610608020649,29,0.2276640294128434,0.1488914187679475,-0.05037816570002666,-0.03082751942352761,0.07408594920707189
event_duration_s_rollmax_2,history,766,0.009055627425614499,486,-0.19828331274321123,-0.10911461151319386,-0.020170080157373017,0.07068301646758157,0.07405390445892382
avg_cell_temp_mean_c_ewmmean_13,history,771,0.002587322121604174,752,0.1327123396396784,0.16633319792085877,-0.008434728290021844,-0.07359519443941373,0.0738694696368394
p95_abs_current_a_rollmin_21,history,771,0.002587322121604174,38,0.15723788768748967,0.14228923457485013,-0.00307602184014707,-0.07900617362084915,0.07354275863640272
cumulative_event_count_rollslope_5,history,771,0.002587322121604174,4,0.11464045959100308,0.13606107517846275,-0.04133946551582089,-0.06494278205499346,0.07349929881536305
measurement_sigma_pct_ewmstd_5,history,773,0.0,770,-0.15196585252415287,-0.14857711184996644,0.02972120664780854,0.05925523212051157,0.07306436847848302
condition_multiplier_ewmstd_5,history,773,0.0,770,-0.15196585252415282,-0.14857711184996644,0.02972120664780851,0.05925523212051157,0.07306436847848301
current_temp_stress_index_rollmean_3,physics,769,0.005174644243208237,760,0.2864190836850737,0.23511165141134208,0.021779198662609106,-0.005399626849737395,0.07287224776137324
event_duration_s_rollmean_3,history,769,0.005174644243208237,760,-0.2150157036970264,-0.16962860134239285,0.003248064270087272,0.05542902856104634,0.0728633427045586
event_duration_s_rollstd_3,history,773,0.0,748,-0.21820031118520228,-0.131766596671857,0.012391637472225795,0.06083879731532238,0.07267997065286158
current_temp_stress_index_rollstd_2,physics,773,0.0,721,0.12319510254251088,-0.0016562319473361138,0.0722531376402027,0.08500904547420006,0.07249795680180235
internal_resistance_proxy_ohm_rollstd_5,physics,773,0.0,758,-0.21298652651704778,-0.19999394311585653,-0.004646349606943653,0.044010727752912586,0.07249647648997701
internal_resistance_proxy_ohm_rollstd_8,physics,773,0.0,759,-0.21955072003085144,-0.19536314636300278,0.003778594795179168,0.0441112059818273,0.0722431650879116
measurement_sigma_pct_rollmax_8,history,771,0.002587322121604174,173,-0.16516422797433095,-0.19243108022369124,0.036724992256893095,0.03493111454791936,0.07211758405461842
condition_multiplier_rollmax_8,history,771,0.002587322121604174,173,-0.16516422797433086,-0.19243108022369124,0.0367249922568931,0.03493111454791936,0.0721175840546184
event_duration_s_lag1,history,752,0.027166882276843496,730,-0.11672723876468555,-0.03916618502346334,0.021388986240094016,0.10688264780653717,0.07206153901495799
current_abs_mean_a_rollmean_2,history,766,0.009055627425614499,756,0.2720700754582757,0.24842293749472236,0.013433514123588492,0.007787178214960205,0.07200473260384456
event_duration_s_ewmstd_3,history,773,0.0,751,-0.2131768775028933,-0.07973572567345465,0.010037849815485599,0.07884637128778808,0.07177026862545785
avg_cell_temp_span_c_lag8,history,738,0.04527813712807249,34,-0.09257455106768389,-0.11094345824584567,-0.06139565529565633,-0.06092432020764704,0.07173361452578329
condition_multiplier_rollmin_3,history,771,0.002587322121604174,365,-0.05507346745158224,-0.10929859008207299,0.036717081827891636,0.08622734228565798,0.07171956383438276
measurement_sigma_pct_rollmin_3,history,771,0.002587322121604174,365,-0.05507346745158228,-0.10929859008207299,0.0367170818278916,0.08622734228565798,0.07171956383438274
current_temp_stress_index_rollmean_2,physics,766,0.009055627425614499,757,0.26701642891269506,0.22257628760633544,0.018172277318939955,-0.013695733851465455,0.07170284946106126
degradation_stress_proxy_ewmmean_13,physics,771,0.002587322121604174,771,-0.1945942603364946,-0.2257105532043924,-0.006919138127319706,-0.0358855085660509,0.07154022930722713
soc_stress_index_ewmmean_13,physics,771,0.002587322121604174,752,-0.13341225908457993,-0.1573645439500254,0.053205176449333536,0.04096783622112205,0.07134298673526679
storage_stress_proxy_rollmin_13,physics,771,0.002587322121604174,108,0.17177121038944979,0.12770899690655974,0.004016996550370724,-0.07504325224482379,0.07130803305021086
internal_resistance_proxy_ohm_rollmean_5,physics,771,0.002587322121604174,762,-0.2119400141746423,-0.161178605004739,-0.01481023780401155,0.04758532227827968,0.0712272585346044
soc_span_pct_ewmmean_8,history,771,0.002587322121604174,749,-0.11298923889465391,-0.0998070917132077,0.044719573809659866,0.07002800464825117,0.07119846188105754
current_abs_mean_a_ewmstd_3,history,773,0.0,751,0.24569474830253168,0.2079415274650481,0.0058100554275690814,0.03042525690770684,0.07119508618674918
condition_multiplier_rollmin_2,history,771,0.002587322121604174,456,-0.043578814987736685,-0.09797575353288272,0.06547501935742428,0.07203032877119307,0.07111039828297025
measurement_sigma_pct_rollmin_2,history,771,0.002587322121604174,456,-0.04357881498773669,-0.09797575353288272,0.06547501935742425,0.07203032877119307,0.07111039828297024
instant_stress_index_rollmax_3,physics,769,0.005174644243208237,424,-0.11766879664124055,-0.08217402151305869,0.038577001084410555,0.0783261544223053,0.0709128527064434
observed_soh_pct_diff3,history,767,0.0077619663648124115,27,0.16834735214129445,0.08554082687596272,-0.08886340305320158,-0.03214550194207945,0.07079035603542008
current_abs_mean_a_rollmin_2,history,766,0.009055627425614499,464,0.2384576733536623,0.24352587419672758,0.011066810317168142,0.015621398894829046,0.07072432106269888
event_duration_s_rollstd_2,history,773,0.0,720,-0.1512575291942938,-0.11813065836183155,-0.019288702115430295,0.07129890338727729,0.07071646883260799
avg_cell_temp_mean_c_rollstd_13,history,773,0.0,768,-0.11371422007239422,-0.12085009287065399,-0.0689758787973436,-0.04549807857308453,0.07066583493492865
internal_resistance_proxy_ohm_rollstd_3,physics,773,0.0,745,-0.19569865368409795,-0.20600989795917088,0.002538783264966892,0.04307648774463109,0.07061740452685948
soc_span_pct_ewmmean_3,history,771,0.002587322121604174,749,-0.10322807566096763,-0.07271506343003419,0.024734963112301087,0.09268668657286408,0.07035956497208105
soc_span_pct_ewmmean_5,history,771,0.002587322121604174,749,-0.11008521071401338,-0.08720418217693332,0.03515871942117878,0.0791427573781076,0.07025100504444338
p95_abs_current_a_rollmean_8,history,771,0.002587322121604174,716,0.2900252895829521,0.21256102394021503,-0.000513657214328567,-0.02036766565616145,0.07020622925889869
internal_resistance_proxy_ohm_ewmstd_3,physics,773,0.0,745,-0.20423299865608188,-0.1957252393282156,0.002000603582567533,0.04323477718073399,0.06983791657094109
observed_soh_pct_pct_change3,history,767,0.0077619663648124115,194,0.17033199901645946,0.10474838383593496,-0.08050910930672872,-0.028574954471550517,0.06975691978125254
soc_stress_index_rollmax_2,physics,766,0.009055627425614499,526,-0.13873718718483857,-0.09760354646450375,-0.02806268367638894,0.07273341670600002,0.06966309330877611
delta_days_rollmin_21,history,771,0.002587322121604174,12,0.1764720111022542,0.09072069394603509,-0.04942510382510201,-0.05237377201682031,0.06965103375723043
internal_resistance_proxy_ohm_rollmean_3,physics,769,0.005174644243208237,755,-0.1790051877438124,-0.12588487332725748,-0.028272017523668633,0.05362346187996254,0.0693954128765536
degradation_stress_proxy_lag8,physics,757,0.02069857697283317,739,-0.09539943843038655,-0.11783772317263096,-0.062138389173000935,-0.052127434708054664,0.06931446468945818
cumulative_event_count_rollstd_2,history,773,0.0,2,-0.09778632473830992,-0.11206426486126346,0.04271032782748722,0.06626208473103705,0.06921930868023335
current_abs_mean_a_rollmin_21,history,771,0.002587322121604174,67,0.12554819708028653,0.12083320580691363,0.013498950132499984,-0.07640159944662668,0.0691102053697977
event_duration_s_rollmean_2,history,766,0.009055627425614499,754,-0.18790059566249126,-0.13719299120960252,-0.016375698884977356,0.054609352317974105,0.06885592645627106
avg_cell_temp_span_c_pct_change5,history,718,0.07115135834411379,250,-0.039488621364571735,-0.004477821186812479,-0.07716802252318343,-0.09115240528767635,0.06878952445088843
cumulative_event_count_rollstd_8,history,773,0.0,8,-0.16013090215237588,-0.20326070448195693,0.032911667834351004,0.027444035402619072,0.06872551216901501
current_abs_mean_a_rollmax_13,history,771,0.002587322121604174,105,0.33220474704977826,0.19793593848046231,-0.01813449890564453,-0.0005770988757225932,0.0686109096428157
throughput_stress_proxy_rollmin_21,physics,771,0.002587322121604174,101,0.08469866451808473,-0.13661568738937177,-0.012598472919620256,-0.07878888618418839,0.06819676021898509
current_abs_mean_a_rollmin_8,history,771,0.002587322121604174,166,0.1935178852361272,0.16555218941412625,0.027875136659825862,0.03475618088757481,0.06818743933308809
thermal_severity_proxy_rollmean_8,history,771,0.002587322121604174,764,-0.1445310534991935,-0.20511212328558848,-0.028038103510327126,-0.03215340895135019,0.06810038892396335
arrhenius_temp_proxy_rollmin_21,physics,771,0.002587322121604174,87,-0.08134344218966472,-0.09099808024675268,-0.03853170240156857,-0.07723075111758407,0.06809740497936277
avg_cell_temp_mean_c_rollmax_21,history,771,0.002587322121604174,119,0.06315308065483093,0.10867420393770118,-0.03235526021916904,-0.07937868294647439,0.06804342404780246
instant_stress_index_rollmax_5,physics,771,0.002587322121604174,296,-0.14920247055397087,-0.0981362017488001,0.04991069780524535,0.051872539839083964,0.06795652958687849
rolling_stress_index_max_5,physics,771,0.002587322121604174,296,-0.14920247055397087,-0.0981362017488001,0.04991069780524535,0.051872539839083964,0.06795652958687849
condition_multiplier_rollstd_13,history,773,0.0,770,-0.20681194361844168,-0.2156493938201704,-0.0009771991236980871,0.032324629005830684,0.06786784622460296
measurement_sigma_pct_rollstd_13,history,773,0.0,770,-0.20681194361844138,-0.2156493938201704,-0.000977199123698028,0.032324629005830684,0.06786784622460292
soc_stress_index_rollstd_2,physics,773,0.0,720,-0.088583598454677,-0.170309130546399,-0.04864782287978582,0.040168737389690644,0.0670750081167241
arrhenius_temp_proxy_lag13,physics,728,0.05821474773609314,706,-0.09617035356550403,-0.08833453382594135,-0.03425021000303105,-0.07533760056663526,0.06704419868633679
condition_multiplier_rollmax_3,history,771,0.002587322121604174,377,-0.08422281354020256,-0.09768736897170231,0.04121122321187099,0.07020660472224105,0.06703172578834538
measurement_sigma_pct_rollmax_3,history,771,0.002587322121604174,377,-0.08422281354020261,-0.09768736897170231,0.04121122321187101,0.07020660472224105,0.06703172578834538
latent_soh_filter_pct_rollstd_2,history,773,0.0,770,-0.17495591545228906,-0.20179220546330337,-0.024459690389214063,-0.026099818571844912,0.06684724783881883
internal_resistance_proxy_ohm_rollmax_2,physics,766,0.009055627425614499,480,-0.16345483940870495,-0.11302839659040885,-0.012435095526031252,0.06623551676936179,0.06683625463345401
soc_span_pct_rollmean_3,history,769,0.005174644243208237,192,-0.09778756614113478,-0.06875069198188871,0.03466903371833696,0.0807587364593813,0.06683350193361945
internal_resistance_proxy_ohm_rollmax_3,physics,769,0.005174644243208237,380,-0.19090138211328733,-0.14727061799706825,-0.010764106330471646,0.04975578236284383,0.0668000648733102
cumulative_event_count_rollstd_3,history,773,0.0,3,-0.1082885101206267,-0.1327885438686604,0.041551749307403345,0.05238257509225186,0.06678481617609607
soc_stress_index_ewmmean_8,physics,771,0.002587322121604174,752,-0.13532778507077434,-0.13678832083938502,0.04475986670738358,0.04289993635618088,0.06678395800548166
condition_multiplier_pct_change1,history,771,0.002587322121604174,753,-0.01983671640665928,0.00036652260829543603,-0.07185068671713578,-0.09575267801782461,0.06668256115507205
measurement_sigma_pct_pct_change1,history,771,0.002587322121604174,753,-0.019836716406659283,0.00036652260829543603,-0.07185068671713576,-0.09575267801782461,0.06668256115507205
current_temp_stress_index,physics,754,0.02457956015523932,729,0.19812625892327929,0.1477861143750369,0.060319326832337004,0.014661075807896913,0.06667382521183818
soc_span_pct_rollmax_2,history,766,0.009055627425614499,78,-0.1243091763524413,-0.09162115727075787,-0.025760379197660832,0.07262723477956756,0.06658446063596146
p95_abs_current_a_ewmmean_8,history,771,0.002587322121604174,752,0.2896015686222637,0.209968881735259,0.005312195071392955,-0.009712356993500459,0.06641970829100832
current_temp_stress_index_lag8,physics,738,0.04527813712807249,713,0.2056407576156046,0.14299990878633664,-0.024081996880426237,-0.038156537611528374,0.06640910306882661
storage_stress_proxy_rollmin_8,physics,771,0.002587322121604174,160,0.14937292119026713,0.0892554072867592,-0.0214994616829412,-0.07024996780726098,0.0663879272301904
soc_stress_index_rollmean_3,physics,769,0.005174644243208237,755,-0.12328939200186088,-0.11057057163180299,0.032971052831536306,0.06119944430501778,0.06634559073167544
internal_resistance_proxy_ohm_rollmean_2,physics,766,0.009055627425614499,751,-0.1543155857337202,-0.09047548470955102,-0.02615344368585292,0.06553913289811486,0.06634152418971223
avg_cell_temp_span_c_rollmean_13,history,771,0.002587322121604174,243,-0.24793626958600706,-0.20619575320548275,0.02154917247360607,-0.008997927199108564,0.0662368089211038
avg_cell_temp_span_c_rollstd_13,history,773,0.0,707,-0.0674792717652915,0.031080853880300876,-0.022084076758876806,-0.10700376239302892,0.06618697136310032
avg_cell_temp_span_c_rollmean_8,history,771,0.002587322121604174,177,-0.22500730271238373,-0.19825097232745978,-0.017495777366474008,-0.019207874134427344,0.06613065269079185
soc_mean_pct_rollmean_21,history,771,0.002587322121604174,771,0.062033175316347625,-0.09528664995936906,-0.010175909245720666,-0.0941988776230733,0.0659385827296393
measurement_sigma_pct_diff1,history,771,0.002587322121604174,753,-0.009310630822482392,-0.0009552031721017976,-0.07928063418971958,-0.09085528074732344,0.06574341015127494
condition_multiplier_diff1,history,771,0.002587322121604174,753,-0.009310630822482385,-0.0009552031721017976,-0.07928063418971959,-0.09085528074732344,0.06574341015127493
soc_stress_index_ewmmean_5,physics,771,0.002587322121604174,752,-0.13508051041501332,-0.12340632885772446,0.034519807057229235,0.05190407597018944,0.06573177667391401
internal_resistance_proxy_ohm_rate_per_day5,physics,717,0.07244501940491588,716,-0.06824300257868188,0.06643638552216151,-0.04373485721637751,-0.0794581097049021,0.0656663646183116
current_temp_stress_index_lag2,physics,750,0.02975420439844756,725,0.2059760346830635,0.15663835727564604,0.026255633950883327,-0.030222999962121782,0.06557039722787306
avg_cell_temp_mean_c_rollmean_8,history,771,0.002587322121604174,762,0.13668197775712093,0.16109717318858852,-0.011714328504562298,-0.05371341045875136,0.06551810701180717
latent_soh_filter_pct_rollstd_5,history,773,0.0,770,-0.21216969599897467,-0.2198655145676138,-0.019792205344261203,-0.011826834552751348,0.065456533937056
observed_soh_pct_rate_per_day1,history,771,0.002587322121604174,160,0.02169031168610343,0.01167812612805352,-0.09707572233986854,-0.07192012431616746,0.06540752273205429
observed_soh_slope_pct_per_day_1,operating,771,0.002587322121604174,160,0.02169031168610343,0.01167812612805352,-0.09707572233986854,-0.07192012431616746,0.06540752273205429
degradation_stress_proxy_rollmean_13,physics,771,0.002587322121604174,769,-0.16001775517742883,-0.1757418275850193,-0.0036396294902073687,-0.04872502818641065,0.06538120118644278
