feature,family,non_null_rows,missing_frac,n_unique,pearson_next_level,spearman_next_level,pearson_next_delta,spearman_next_delta,combined_score
cumulative_event_count_lag3,history,767,0.0077619663648124115,384,-0.7159618811594685,-0.7176711951087578,0.0001314833748777979,-0.036491758339602866,0.19570760364754514
cumulative_flight_count_rollmin_21,history,771,0.002587322121604174,117,-0.7350472545117834,-0.7224577746809613,0.004146014076441587,-0.02745839304278842,0.1954734727455098
cumulative_flight_count_rollmin_13,history,771,0.002587322121604174,120,-0.7306662495261163,-0.7218710286115071,0.0018432048328420904,-0.02961520906203508,0.1952270847721061
cumulative_event_count,operating,773,0.0,387,-0.7204113485389534,-0.7227325172522422,0.005307785185119433,-0.028067523002860466,0.1946737333485547
cumulative_flight_count_rollmean_21,history,771,0.002587322121604174,354,-0.728887384415797,-0.7207924994944166,0.001994916418926588,-0.028871462092387404,0.1945982462329945
cumulative_flight_count_rollmin_5,history,771,0.002587322121604174,124,-0.723548929964977,-0.7196641309175998,0.0013327871486746464,-0.03079679663774065,0.19456290726572337
cumulative_flight_count_rollmin_8,history,771,0.002587322121604174,123,-0.7265795607752152,-0.7206213034591982,0.0017538806491886598,-0.02942772231396625,0.19451979083244264
cumulative_event_count_rollmin_21,history,771,0.002587322121604174,366,-0.7185327126098103,-0.7207766356130358,0.004974637034504677,-0.0285227322533158,0.19429738722727993
cumulative_event_count_rollmin_13,history,771,0.002587322121604174,374,-0.7185894025934939,-0.7205740865366528,0.0051025129213794025,-0.028236888514267647,0.19418240694768157
cumulative_event_count_rollmin_5,history,771,0.002587322121604174,382,-0.7185634780348796,-0.7206920460183539,0.005342152680426842,-0.02800602752003987,0.19416551289438705
cumulative_event_count_rollmin_2,history,771,0.002587322121604174,385,-0.718557139369115,-0.7206948423651174,0.0054305680657893585,-0.02790007739363985,0.19414414553855386
cumulative_event_count_rollmax_13,history,771,0.002587322121604174,386,-0.7185565003079382,-0.7206948046250691,0.005458594042365799,-0.02787714959183518,0.19414216625358977
cumulative_event_count_rollmax_5,history,771,0.002587322121604174,386,-0.7185565003079382,-0.7206948046250691,0.005458594042365799,-0.02787714959183518,0.19414216625358977
cumulative_event_count_rollmax_21,history,771,0.002587322121604174,386,-0.7185565003079382,-0.7206948046250691,0.005458594042365799,-0.02787714959183518,0.19414216625358977
cumulative_event_count_rollmax_2,history,771,0.002587322121604174,386,-0.7185565003079382,-0.7206948046250691,0.005458594042365799,-0.02787714959183518,0.19414216625358977
cumulative_event_count_rollmax_3,history,771,0.002587322121604174,386,-0.7185565003079382,-0.7206948046250691,0.005458594042365799,-0.02787714959183518,0.19414216625358977
cumulative_event_count_rollmax_8,history,771,0.002587322121604174,386,-0.7185565003079382,-0.7206948046250691,0.005458594042365799,-0.02787714959183518,0.19414216625358977
cumulative_event_count_lag1,history,771,0.002587322121604174,386,-0.7185565003079382,-0.7206948046250691,0.005458594042365799,-0.02787714959183518,0.19414216625358977
cumulative_flight_count_rollmean_13,history,771,0.002587322121604174,336,-0.7255265340241653,-0.7205088809220608,0.0014886642882482536,-0.029033376449102602,0.1941406042292963
cumulative_event_count_rollmean_2,history,771,0.002587322121604174,386,-0.7185568384530046,-0.7206948046250691,0.00544458147659587,-0.02787714959183518,0.19413799629836542
cumulative_event_count_rollmin_3,history,771,0.002587322121604174,384,-0.7185581212009057,-0.7206914421794328,0.005403429870038786,-0.02790376408081359,0.19413725124438325
cumulative_event_count_rollmean_3,history,771,0.002587322121604174,386,-0.7185574030517424,-0.7206948046250691,0.005431014310361159,-0.02787714959183518,0.19413398260836878
cumulative_event_count_ewmmean_3,history,771,0.002587322121604174,386,-0.7185580092125008,-0.7206948046250691,0.005430475248018651,-0.02787714959183518,0.19413388150574187
cumulative_event_count_ewmmean_5,history,771,0.002587322121604174,386,-0.7185610649668638,-0.7206948046250691,0.005402536446981709,-0.02787714959183518,0.19412580544086708
cumulative_event_count_rollmean_5,history,771,0.002587322121604174,386,-0.7185605340363803,-0.7206948046250691,0.005400389037052861,-0.02787714959183518,0.19412510812484007
cumulative_event_count_rollmean_8,history,771,0.002587322121604174,386,-0.7185650841411264,-0.7206948046250691,0.005364983571572605,-0.02787714959183518,0.1941149414956706
cumulative_flight_count_ewmmean_13,history,771,0.002587322121604174,360,-0.7252499445318903,-0.7207973363420073,0.001578015711333764,-0.0288809053495483,0.194114407025187
cumulative_event_count_ewmmean_8,history,771,0.002587322121604174,386,-0.7185676141681723,-0.7206948046250691,0.005361935528548559,-0.02787714959183518,0.194114280085468
cumulative_event_count_rollmin_8,history,771,0.002587322121604174,379,-0.7185686959337368,-0.7206804077068795,0.005271232638120546,-0.02794120048670704,0.19411384075985993
cumulative_event_count_ewmmean_13,history,771,0.002587322121604174,386,-0.7185748291728131,-0.7206948046250691,0.005301449217554604,-0.02787714959183518,0.1940968556926339
cumulative_event_count_rollmean_13,history,771,0.002587322121604174,386,-0.7185840740261479,-0.7206948046250691,0.005280904584158932,-0.02787714959183518,0.19409161678794867
cumulative_event_count_rollmean_21,history,771,0.002587322121604174,386,-0.7185912340938587,-0.7206948046250691,0.005217915906686562,-0.02787714959183518,0.19407343619147804
cumulative_flight_count,operating,773,0.0,126,-0.7203093495512454,-0.7205165693842569,0.0014911083595005544,-0.02989764220703509,0.19400969186377903
cumulative_event_count_lag8,history,757,0.02069857697283317,379,-0.7093678629860385,-0.7101885911171942,0.0007199773371341318,-0.03609857875173793,0.1939254286056053
cumulative_flight_count_rollmin_3,history,771,0.002587322121604174,124,-0.7215238503488852,-0.7190849522653041,0.0011269834365903034,-0.029975941044427766,0.19384239637565373
cumulative_flight_count_ewmmean_8,history,771,0.002587322121604174,360,-0.7230504229537081,-0.7207973363420073,0.0013688192086159742,-0.0288809053495483,0.19383169591655341
cumulative_flight_count_rollmax_2,history,771,0.002587322121604174,125,-0.719418792480414,-0.7187944713706318,0.0015151215195975544,-0.030046119688562235,0.19373634026936842
cumulative_flight_count_rollmax_13,history,771,0.002587322121604174,125,-0.719418792480414,-0.7187944713706318,0.0015151215195975544,-0.030046119688562235,0.19373634026936842
cumulative_flight_count_rollmax_8,history,771,0.002587322121604174,125,-0.719418792480414,-0.7187944713706318,0.0015151215195975544,-0.030046119688562235,0.19373634026936842
