plane_id,battery_id,flight_id,event_datetime,event_type,observed_soh_pct,observed_soh_iqr_pct,observed_soh_span_pct,flag_new_est_batt_cap_any,flag_rst_coulomb_any,n_rows,event_duration_s,avg_cell_temp_mean_c,avg_cell_temp_min_c,avg_cell_temp_max_c,avg_cell_temp_span_c,current_abs_mean_a,p95_abs_current_a,current_span_a,voltage_mean_v,voltage_max_v,soc_mean_pct,soc_min_pct,soc_max_pct,soc_span_pct,kalman_coulomb_gap_mean_pct,kalman_coulomb_gap_span_pct,cap_est_delta_raw,cap_est_span_raw,p95_abs_dtemp_c_per_min,p95_abs_dcurrent_a_per_s,score_current,score_didt,score_dtemp,score_soc_edge,score_observation_instability,score_gap,score_switch,score_event_type,score_missing,sigma_base_pct,rt_profile,condition_multiplier,measurement_sigma_pct_raw,measurement_sigma_pct,measurement_var_pct2,delta_days,process_var_pct2,latent_soh_filterpy_filter_pct,latent_soh_filterpy_filter_var_pct2,latent_soh_filterpy_filter_std_pct,latent_soh_filterpy_smooth_pct,latent_soh_filterpy_smooth_var_pct2,latent_soh_filterpy_smooth_std_pct,latent_soh_filter_pct,latent_soh_filter_var_pct2,latent_soh_filter_std_pct,latent_soh_causal_pct,latent_soh_causal_std_pct,latent_soh_smooth_pct,latent_soh_smooth_var_pct2,latent_soh_smooth_std_pct,_filterpy_pred_var_pct2,_filterpy_pred_state_pct,latent_soh_monotone_pct,residual_pct,standardized_residual,resid_abs_mean_last_5_events,resid_std_last_5_events,resid_max_pos_last_5_events,resid_max_neg_last_5_events,resid_outlier_count_last_5_events,resid_abs_mean_last_30d,resid_std_last_30d,resid_outlier_count_last_30d,condition_multiplier_last_5_events_mean,score_switch_last_5_events_sum,score_observation_instability_last_5_events_mean,flight_index,current_soh_pct,target_next_soh_pct,target_delta_soh_pct,duration_h,dod_frac,temp_mean_c,temp_max_c,temp_span_c,gap_h,time_since_prev_event_days,event_efc,event_ah,cumulative_efc,cumulative_ah,cumulative_flight_count,cumulative_equiv_cycles,split
166,1,4620,2023-06-03 10:11:00,flight,97.0,0.0,97.0,0,1,15713,3144.7794609999996,24.629987908101572,0.0,27.0,27.0,22.174142429835168,85.2,100.7,370.3624578374595,399.7,69.98370775790747,33.0,100.0,67.0,-0.4264971679501051,0.7900000000000063,9503.0,9503.0,0.0,7.984932435650589,0.7100000000000001,0.7211472555828026,0.0,1.0,0.0,0.4802994335900241,0.5,0.0,0.0,0.75,current,3.61108501687962,2.708313762659715,2.708313762659715,7.334963437012022,0.0,0.0263263888888888,96.79056452285823,0.2902789134853876,0.5387753831471772,96.2060933753526,0.1798953518476755,0.424140721751255,96.79056452285823,0.2902789134853876,0.5387753831471772,96.79056452285823,0.5387753831471772,96.2060933753526,0.1798953518476755,0.424140721751255,0.302239966862988,96.7819346541186,96.2060933753526,0.7939066246474056,0.293136871950813,0.4609520080062452,0.5019254440503068,0.7939066246474056,-0.2574448046438249,0.0,0.8995216743638653,1.2062590927802748,2.0,3.1935837676268184,3.0,0.0,0,96.79056452285823,96.80155931103552,0.010994788177285386,0.8735498502777777,0.67,24.629987908101572,27.0,27.0,0.0,0.0,0.67,19.370218799620627,0.67,19.370218799620627,0,0.67,train
166,1,4622,2023-06-04 10:25:00,flight,97.0,0.0,0.0,0,1,14438,2887.378012,18.38017730987671,0.0,21.0,21.0,23.565750103892505,83.1,100.0,366.9254813686106,398.6,67.99903033661172,34.0,100.0,66.0,-0.8886861061088795,1.8200000000000072,9513.0,9513.0,0.0,7.968564271193222,0.6925,0.7205483451609801,0.0,1.0,0.0,1.0877372212217795,0.5,0.0,0.0,0.75,current,4.04871417478707,3.0365356310903024,3.0365356310903024,9.22054863888098,1.0097222222222222,0.0097569444444444,96.80155931103552,0.2848180381530543,0.5336834625066195,96.18515444445504,0.1824572069528217,0.4271500988561535,96.80155931103552,0.2848180381530543,0.5336834625066195,96.80155931103552,0.5336834625066195,96.18515444445504,0.1824572069528217,0.4271500988561535,0.2938963461820303,96.79523420005737,96.18515444445504,0.814845555544963,0.268347108198557,0.5832742509083403,0.5181845869176218,0.814845555544963,-0.2567757025183823,0.0,0.8932014735101172,1.169925415481918,2.0,3.767739889901688,4.5,0.0,1,96.80155931103552,96.80796142539351,0.006402114357996425,0.8020494477777778,0.66,18.38017730987671,21.0,21.0,24.233333333333334,1.0097222222222222,0.66,18.900896857296093,1.33,38.27111565691672,1,1.33,train
166,1,4633,2023-06-09 14:37:00,flight,97.0,0.0,0.0,0,1,8430,1686.184171,15.889205219454327,14.0,18.0,4.0,16.773606168446026,69.2,98.8,383.9000711743772,401.4,88.26986951364175,73.0,100.0,27.0,-1.204092526690392,2.6200000000000045,0.0,0.0,0.0,6.511114748978763,0.5766666666666667,0.6622989093658473,0.0,1.0,0.0,1.5508185053380807,0.5,0.0,0.0,0.75,current,4.236504727694613,3.17737854577096,3.17737854577096,10.09573442312558,5.175,0.05175,96.80796142539351,0.3257096447421417,0.5707097727760948,96.07315679131342,0.1936310703251996,0.4400353057712525,96.80796142539351,0.3257096447421417,0.5707097727760948,96.80796142539351,0.5707097727760948,96.07315679131342,0.1936310703251996,0.4400353057712525,0.3365680381530543,96.80155931103552,96.07315679131342,0.9268432086865772,0.291700593849666,0.7172877521419793,0.4382976950689246,0.9268432086865772,-0.2562516042606262,0.0,0.894286690773874,1.1546113578646704,2.0,4.112056729631867,4.5,0.0,2,96.80796142539351,96.82680287656414,0.018841451170629853,0.4683844919444445,0.27,15.889205219454327,18.0,4.0,124.2,5.175,0.27,7.856497003283792,1.6,46.12761266020051,2,1.6,train
166,1,4636,2023-06-11 10:12:00,flight,97.0,0.0,0.0,0,1,16876,3374.9752209999997,23.0770324721498,20.0,26.0,6.0,21.986104527139133,78.42500000000001,103.9,369.9518784072055,401.8,68.90809433515051,29.0,100.0,71.0,-0.4254687129651572,0.9000000000000128,0.0,0.0,0.0,8.502074507795674,0.6535416666666668,0.7395281821909139,0.0,1.0,0.0,0.5350937425930379,0.5,0.0,0.0,0.75,current,3.6095081102546303,2.7071310826909727,2.7071310826909727,7.328558698871598,1.8159722222222223,0.0172361111111111,96.82680287656414,0.3110996995391197,0.5577631213509188,96.02913446117466,0.1979396640674132,0.4449041065976051,96.82680287656414,0.3110996995391197,0.5577631213509188,96.82680287656414,0.5577631213509188,96.02913446117466,0.1979396640674132,0.4449041065976051,0.3248914471022386,96.81912465955324,96.02913446117466,0.9708655388253362,0.3586326295881711,0.9138835804057266,0.0522441860138277,0.9708655388253362,0.814845555544963,0.0,0.8985475456407996,1.112441017212655,2.0,4.171389886290676,2.5,0.0,3,96.82680287656414,96.8485303005568,0.021727423992658146,0.9374931169444444,0.71,23.0770324721498,26.0,6.0,43.583333333333336,1.8159722222222223,0.71,20.611821662614027,2.31,66.73943432281453,3,2.31,train
166,1,4669,2023-06-21 10:38:00,flight,97.0,0.0,0.0,0,1,14939,2987.579619,22.28422250485307,18.0,25.0,7.0,21.254909967199943,71.4,92.1,370.43745230604463,398.3,70.47325791552312,38.0,100.0,62.0,-0.6765472923221099,1.4300000000000068,0.0,0.0,0.0,7.520016518425341,0.5950000000000001,0.7036960060060126,0.0,1.0,0.0,0.8503094584644254,0.5,0.0,0.0,0.75,current,3.7605040983528286,2.820378073764622,2.820378073764622,7.954532478972236,10.018055555555556,0.0997430555555555,96.8485303005568,0.3675942390157115,0.6062955046969353,95.7440531174434,0.2259600036447286,0.4753525046160256,96.8485303005568,0.3675942390157115,0.6062955046969353,96.8485303005568,0.6062955046969353,95.7440531174434,0.2259600036447286,0.4753525046160256,0.3854045229911237,96.8411914522441,95.7440531174434,1.2559468825566,0.4453115326060419,1.0198632145672175,0.1191853680737474,1.2559468825566,0.9289550516229496,0.0,0.773867283137876,0.4967175111090953,0.0,3.6628282096646103,3.0,0.0,4,96.8485303005568,96.60040196256284,-0.24812833799396117,0.8298832275,0.62,22.28422250485307,25.0,7.0,240.43333333333334,10.018055555555556,0.62,17.639093283801806,2.93,84.37852760661633,4,2.93,train
166,1,4766,2023-07-20 09:54:00,flight,96.0,0.0,0.0,0,1,10,512.5978249999997,24.9,24.0,25.0,1.0,55.55,118.515,174.0,366.08,384.0,57.2,48.0,68.0,20.0,263.93600000000004,222.72000000000008,0.0,0.0,0.3025213846484446,124.4538518487098,0.987625,1.5870922535255036,0.381307058701866,0.0,0.0,4.0,0.5,0.0,0.0,0.75,current,6.86859771949506,5.151448289621295,5.151448289621295,26.537419480642168,28.969444444444445,0.00475,96.60040196256284,0.460335258632021,0.6784801092383042,94.81794444820176,0.2302916479178408,0.4798871199749383,96.60040196256284,0.460335258632021,0.6784801092383042,96.60040196256284,0.6784801092383042,94.81794444820176,0.2302916479178408,0.4798871199749383,0.4684614950062915,96.6110007776131,94.81794444820176,1.1820555517982427,0.2294608205967531,1.0540411535697074,0.1412779999824844,1.1820555517982427,0.8806784925274513,0.0,1.1291017513454906,0.2886104083482306,0.0,4.662469543899013,3.5,0.0,5,96.60040196256284,96.53627816098472,-0.06412380157811981,0.14238828472222215,0.2,24.9,25.0,1.0,695.2666666666667,28.969444444444445,0.2,7.90966921631944,3.1300000000000003,92.28819682293577,5,3.1300000000000003,train
166,1,4780,2023-07-22 10:00:00,flight,96.0,0.0,0.0,0,1,41,1462.592264,23.853658536585368,22.0,25.0,3.0,87.84634146341463,125.4,256.0,365.89268292682925,384.0,45.78048780487805,32.0,79.0,47.0,-8.616585365853673,291.84,0.0,0.0,0.0058846942475528,463.61412589998565,1.0450000000000002,2.0,0.008464936782222,0.0,0.0,3.7233170731707346,0.5,0.0,0.0,0.75,current,6.841720273269162,5.131290204951872,5.131290204951872,26.33013916743503,2.004166666666667,0.0016666666666666,96.53627816098472,0.4300215247690188,0.6557602647073234,94.73760629284138,0.2309270864686479,0.4805487347487744,96.53627816098472,0.4300215247690188,0.6557602647073234,96.53627816098472,0.6557602647073234,94.73760629284138,0.2309270864686479,0.4805487347487744,0.4371612032182029,96.54518202604312,94.73760629284138,1.2623937071586226,0.2460187704722623,1.2094506533197973,0.0410575673094371,1.2623937071586226,1.163874724439978,0.0,1.1350990276500257,0.2729333795105999,0.0,4.979563598552845,4.5,0.0,6,96.53627816098472,96.52640054823384,-0.009877612750884168,0.40627562888888885,0.47,23.853658536585368,25.0,3.0,48.1,2.004166666666667,0.47,35.68982762363685,3.6000000000000005,127.97802444657262,6,3.6000000000000005,train
166,1,4783,2023-07-30 10:01:00,flight,96.0,0.0,0.0,0,1,35,1294.791844,19.34285714285714,19.0,21.0,2.0,59.102857142857154,114.15999999999998,238.1,383.2685714285714,384.0,76.71428571428571,48.0,81.0,33.0,96.6217142857143,212.48000000000005,0.0,0.0,0.0,563.6840323489483,0.9513333333333333,2.0,0.0,0.0,0.0,4.0,0.5,0.0,0.0,0.75,current,6.951333333333333,5.2135,5.2135,27.180582249999997,8.000694444444445,0.0800069444444444,96.52640054823384,0.5006343449001366,0.7075551885896509,94.40295736961453,0.2299578343572579,0.4795391895948213,96.52640054823384,0.5006343449001366,0.7075551885896509,96.52640054823384,0.7075551885896509,94.40295736961453,0.2299578343572579,0.4795391895948213,0.5100284692134633,96.53627816098472,94.40295736961453,1.597042630385488,0.3063283073531194,1.2960842345088992,0.1543062588562329,1.597042630385488,1.1820555517982427,0.0,1.1770939006259766,0.2940112746220771,0.0,5.757330265219511,4.5,0.0,7,96.52640054823384,96.50806171414196,-0.018338834091878198,0.35966440111111114,0.33,19.34285714285714,21.0,2.0,192.01666666666668,8.000694444444445,0.33,21.257193718241275,3.9300000000000006,149.2352181648139,7,3.9300000000000006,train
166,1,4785,2023-08-01 10:10:00,flight,97.0,0.0,0.0,0,1,14,1182.192749,21.571428571428573,20.0,23.0,3.0,56.12857142857143,100.71,197.1,367.5428571428571,384.0,53.357142857142854,33.0,74.0,41.0,-86.85714285714285,647.6800000000001,0.0,0.0,0.9665039181479492,166.2125821497869,0.8392499999999999,1.6814676372493158,0.975633060772044,0.0,0.0,4.0,0.5,0.0,0.0,0.75,current,7.088167258323009,5.316125443742257,5.316125443742257,28.261189733603807,2.00625,0.0196527777777777,96.50806171414196,0.4865172701153711,0.6975078996795456,94.31447760146432,0.2288624734233634,0.4783957288933121,96.50806171414196,0.4865172701153711,0.6975078996795456,96.50806171414196,0.6975078996795456,94.31447760146432,0.2288624734233634,0.4783957288933121,0.4950393887625548,96.49944463783925,94.31447760146432,2.6855223985356815,0.5051653552865041,1.6798483146330994,0.5251946252289852,2.6855223985356815,1.2555023677629435,1.0,1.3255642903649374,0.5025797992520091,1.0,5.8012441729851005,4.5,0.0,8,96.50806171414196,96.54048831646227,0.03242660232031369,0.3283868747222222,0.41,21.571428571428573,23.0,3.0,48.15,2.00625,0.41,18.43188615405159,4.340000000000001,167.66710431886548,8,4.340000000000001,train
166,1,4790,2023-08-02 10:55:00,flight,97.0,0.0,0.0,0,1,75,173.5993829999999,20.96,20.0,21.0,1.0,62.70666666666668,118.54999999999998,253.4,363.52,384.0,55.266666666666666,53.0,56.0,3.0,-116.77013333333332,788.48,0.0,0.0,0.0,691.9457998589187,0.9879166666666666,2.0,0.0,0.0,0.0,4.0,0.5,0.0,0.0,0.75,current,6.987916666666667,5.2409375,5.2409375,27.46742587890625,1.03125,0.0098125,96.54048831646227,0.4645615808502225,0.6815875445239756,94.26514018041296,0.228619789399481,0.4781420180233913,96.54048831646227,0.4645615808502225,0.6815875445239756,96.54048831646227,0.6815875445239756,94.26514018041296,0.228619789399481,0.4781420180233913,0.4725539723246927,96.53258280422598,94.26514018041296,2.7348598195870295,0.5218264517726131,2.260796418144051,0.5415301833883834,2.7348598195870295,1.597042630385488,3.0,1.510331491148034,0.6740437890791511,3.0,5.830483451664603,4.5,0.0,9,96.54048831646227,96.61005022979002,0.06956191332774608,0.04822205083333331,0.03,20.96,21.0,1.0,24.75,1.03125,0.03,3.023844067588888,4.370000000000001,170.69094838645438,9,4.370000000000001,train
