file_id,protocol,current_soh_pct,latent_soh_filter_pct,target_next_soh_pct,target_delta_soh_pct,duration_h,dod_frac,temp_mean_c,temp_max_c,temp_span_c,cumulative_equiv_cycles,gap_h,current_abs_mean_a,p95_abs_current_a,current_span_a,avg_cell_temp_mean_c,avg_cell_temp_max_c,avg_cell_temp_span_c,soc_span_pct,event_duration_s,delta_days,event_efc,event_ah,cumulative_efc,cumulative_ah,cumulative_flight_count,time_since_prev_event_days,capacity_test_start_cycle_id,capacity_test_end_cycle_id,capacity_test_start_cycle_index,capacity_test_end_cycle_index,interval_cycle_count,split
VAH01,Baseline,100.0,100.0,100.0,0.0,81.12696354686402,28.16146395449506,30.91966928566741,45.540569,25.168314,1.0,81.54640802679403,3.676758079559727,16.4039063,17.962842000000002,30.91966928566741,45.540569,23.751834359999997,2816.146395449506,292057.06876871054,3.3977670011164176,28.16146395449506,87.00029230345949,1.0,3.0893384109590203,0,3.3977670011164176,0,51,0,51,50,train
VAH01,Baseline,100.0,100.0,97.10192842868169,-2.898071571318312,82.49679471619619,28.31687309012783,30.91170159546886,46.66338,26.472986999999996,30.161463954495062,82.91623920439224,3.709823193227949,16.489805199999996,18.099176,30.91170159546886,46.66338,24.694203560000002,2831.6873090127833,296988.4609783063,3.45484330018301,28.31687309012783,87.48040371558376,30.161463954495062,93.1789691253775,50,3.45484330018301,51,102,51,102,50,train
VAH01,Baseline,97.10192842868169,97.10192842868169,95.02744564321871,-2.0744827854629695,85.05086887149463,28.434810491764242,31.475868998567098,47.865257,27.382303,59.4493563289097,85.47031335969109,3.575451474160874,16.495322249999997,18.2495,31.475868998567098,47.865257,25.34290156,2843.481049176424,306183.1279373807,3.5612630566537957,28.434810491764242,87.84475226054782,59.4493563289097,183.65918001369056,100,3.5612630566537957,102,153,102,153,50,train
VAH01,Baseline,95.02744564321871,95.02744564321871,93.64301263749849,-1.3844330057202334,87.36213688203053,28.585341090206644,31.74175064642918,48.655972,28.022782,88.83444127710611,87.78158137550002,3.5457360694016633,16.57001049999999,18.509563,31.74175064642918,48.655972,26.454640799999996,2858.5341090206643,314503.6927753099,3.657565890645834,28.585341090206644,88.30979222034058,88.83444127710611,274.4396516534475,150,3.657565890645834,153,204,153,204,50,train
VAH01,Baseline,93.64301263749849,93.64301263749849,91.30637035733076,-2.33664228016773,89.46204399802497,28.772031396296985,31.63651216446445,49.383419,29.248377000000005,118.35621249368772,89.88148849246667,3.630242199563836,16.701835149999997,18.720171999999998,31.63651216446445,49.383419,27.9332696,2877.2031396296984,322063.35839288984,3.7450620205194447,28.772031396296985,88.88654175389917,118.35621249368772,365.64239343237756,200,3.7450620205194447,204,255,204,255,50,train
VAH01,Baseline,91.30637035733076,91.30637035733076,90.42263854998613,-0.8837318073446274,92.0202475896697,28.86340088379638,32.24590413660857,50.601116,30.371187,148.04130759355803,92.43135873490279,3.4822546126262477,16.67919719999999,18.851188999999998,32.24590413660857,50.601116,28.561093219999997,2886.3400883796385,331272.8913228109,3.8513066139542826,28.86340088379638,89.16881302122069,148.04130759355803,457.3496979573782,250,3.8513066139542826,255,306,255,306,50,train
VAH01,Baseline,90.42263854998613,90.42263854998613,90.42263854998613,0.0,94.34867428577479,28.971802272108192,31.817944713922927,51.447174,30.236765,177.80893486285427,94.76811877397225,3.306637743613487,17.488345599999995,18.987328,31.817944713922927,51.447174,29.08311954,2897.18022721082,339655.22742878925,3.9486716155821773,28.971802272108192,89.50370159393366,177.80893486285427,549.3119722835263,300,3.9486716155821773,306,357,306,357,50,train
VAH01,Baseline,90.42263854998613,90.42263854998613,89.43624899879416,-0.9863895511919707,96.89664409933857,29.096442580901112,29.310858286507337,52.380215,30.96422,207.68496352046236,97.3160885879528,3.0189532540516706,15.4207918,19.23084,29.310858286507337,52.380215,29.39513432,2909.644258090111,348827.91875761887,4.054837024498034,29.096442580901112,89.88875768744141,207.68496352046236,641.6091351823876,350,4.054837024498034,357,408,357,408,50,train
VAH01,Baseline,89.43624899879416,89.43624899879416,88.05815594607795,-1.3780930527162198,100.37566363235497,29.14494962736909,30.267024364025453,53.779774,32.537735000000005,237.67576859135133,100.79510812680005,2.9450184060165503,15.44515315,19.224141,30.267024364025453,53.779774,29.63313792,2914.4949627369087,361352.38907647785,4.199796171950002,29.14494962736909,90.03861236929711,237.67576859135133,734.2608812634701,400,4.199796171950002,408,459,408,459,50,train
VAH01,Baseline,88.05815594607795,88.05815594607795,87.80986042371984,-0.24829552235809987,104.05726240457476,29.207394992526755,31.187202534692066,54.989555,32.577266,267.7012997781813,104.47670689901389,2.8673242738555875,15.519753399999999,19.398502,31.187202534692066,54.989555,30.053005059999997,2920.7394992526756,374606.1446564691,4.353196120792245,29.207394992526755,90.23152723446505,267.7012997781813,827.0199080683919,450,4.353196120792245,459,510,459,510,50,train
VAH01,Baseline,87.80986042371984,87.80986042371984,86.22724749726862,-1.582612926451211,102.47363867911382,29.471597119011403,30.355680443199827,56.207256,34.74382,297.7867933749453,102.88474982527498,2.9300271328768046,15.616331200000001,19.676689,30.355680443199827,56.207256,32.5108498,2947.1597119011403,368905.0992448097,4.286864576053125,29.471597119011403,91.04773701207112,297.7867933749453,919.9641790495365,500,4.286864576053125,510,561,510,561,50,train
VAH01,Baseline,86.22724749726862,86.22724749726862,86.22724749726862,0.0,107.16282006684042,29.510770092671695,31.157972437635554,57.638439,35.455456,328.12066296892954,107.58226455503609,2.831486002258207,15.622675,19.682402,31.157972437635554,57.638439,32.764034960000004,2951.077009267169,385786.1522406256,4.482594356459837,29.510770092671695,91.16875558427135,328.12066296892954,1013.6757675392531,550,4.482594356459837,561,612,561,612,50,train
VAH01,Baseline,86.22724749726862,86.22724749726862,85.57213509456338,-0.6551124027052545,108.2791708020923,29.658652615046215,31.465095618284327,59.21986,36.601986,358.4937055365738,108.69861529256967,2.821987231496125,15.69557,19.937342,31.465095618284327,59.21986,34.0644383,2965.8652615046212,389805.0148875322,4.529108970523737,29.658652615046215,91.62561474095246,358.4937055365738,1107.5083746011692,600,4.529108970523737,612,663,612,663,50,train
VAH01,Baseline,85.57213509456338,85.57213509456338,84.8125956100727,-0.7595394844906617,108.8023124146583,29.858252906428877,31.57784757917737,61.678967,39.163886000000005,389.0080795025658,109.2217569091109,2.831044362748349,15.8072004,20.279561,31.57784757917737,61.678967,36.02872078,2985.8252906428875,391688.3246927699,4.55090653787962,29.858252906428877,92.24224758795953,389.0080795025658,1201.7776021806756,650,4.55090653787962,663,714,663,714,50,train
VAH01,Baseline,84.8125956100727,84.8125956100727,83.8306796124351,-0.9819159976376087,114.10431582450971,29.95870646716055,31.916266540747596,62.888756,39.915062000000006,419.7144583650956,114.52376031893616,2.7341655800248823,15.816204699999998,20.341227,31.916266540747596,62.888756,37.039881460000004,2995.870646716055,410775.5369682349,4.77182334662234,29.95870646716055,92.55258263164549,419.7144583650956,1296.6399978621478,700,4.77182334662234,714,765,714,765,50,train
VAH01,Baseline,83.8306796124351,83.8306796124351,82.4515438747765,-1.379135737658593,110.3142489414,30.313484114798943,31.849509382431552,66.067413,43.789545000000004,450.5114716283804,110.72536008756116,2.8415976050991336,15.959672,21.180912,31.849509382431552,66.067413,40.748471339999995,3031.3484114798944,397131.29618903995,4.613556670315049,30.313484114798943,93.64861084584446,450.5114716283804,1391.782393879229,750,4.613556670315049,765,816,765,816,50,train
VAH01,Baseline,82.4515438747765,82.4515438747765,82.4515438747765,0.0,74.51585610593824,17.60001137871146,31.536941343221876,67.949303,45.924462000000005,481.649471181927,74.76030057588618,2.675753835181325,15.9773842,21.622623,31.536941343221876,67.949303,42.274378758620685,1760.001137871146,268257.0819813777,3.1150125239952575,17.60001137871146,54.37239118556914,481.649471181927,1487.9782119404251,800,3.1150125239952575,816,846,816,846,29,train
VAH02,Extended cruise (1000 sec),100.0,100.0,100.0,0.0,88.05249149069476,32.08741453223803,30.601974852517937,47.227421,26.958386,1.0,88.47193597109786,3.701014245088763,16.3353125,18.464248,30.601974852517937,47.227421,24.88594136,3208.741453223803,316988.9693665012,3.686330665462411,32.08741453223803,99.62564747261843,1.0,3.10482003380251,0,3.686330665462411,0,51,0,51,50,train
VAH02,Extended cruise (1000 sec),100.0,100.0,96.75532197529817,-3.2446780247018276,89.78880436570056,32.27501898775395,30.718035855390685,48.839237,28.680815999999997,34.08741453223802,90.20824885389666,3.690687050994201,16.378473649999997,18.66218,30.718035855390685,48.839237,26.192775299999997,3227.5018987753956,323239.69571652194,3.7586770355790273,32.27501898775395,100.20812554453488,34.08741453223802,105.83528754022345,50,3.7586770355790273,51,102,51,102,50,train
VAH02,Extended cruise (1000 sec),96.75532197529817,96.75532197529817,94.66100541147777,-2.0943165638203904,93.0200508514427,32.430953713693754,31.31737331980149,50.269329,29.67635,67.32998673974494,93.4394953397978,3.572680737114912,16.378019799999997,18.943418,31.31737331980149,50.269329,27.35454638,3243.0953713693757,334872.1830651937,3.8933123058249084,32.430953713693754,100.69227480559829,67.32998673974494,209.04749170521757,100,3.8933123058249084,102,153,102,153,50,train
VAH02,Extended cruise (1000 sec),94.66100541147777,94.66100541147777,92.98804768111376,-1.6729577303640273,95.64594140185555,32.64694537214183,31.5926300914497,51.723122,31.501493999999997,100.70755050755346,96.06538589630554,3.5662795513756267,16.331521599999988,19.323721000000003,31.5926300914497,51.723122,29.199599019999997,3264.694537214183,344325.38904667995,4.002724412346065,32.64694537214183,101.3628900338821,100.70755050755346,312.67882037103027,150,4.002724412346065,153,204,153,204,50,train
VAH02,Extended cruise (1000 sec),92.98804768111376,92.98804768111376,90.2316611041234,-2.7563865769903613,98.21333393015011,32.87557256381805,31.595495681426897,53.208515,33.484651,134.2843763565065,98.63277842458615,3.6171807268385474,16.555055,19.547254000000002,31.595495681426897,53.208515,31.204253759999997,3287.5572563818046,353568.00214854046,4.1096991010244235,32.87557256381805,102.0727363188704,134.2843763565065,416.9288219383575,200,4.1096991010244235,204,255,204,255,50,train
VAH02,Extended cruise (1000 sec),90.2316611041234,90.2316611041234,88.64778768253241,-1.5838734215909838,100.81452572876148,32.97715286609605,32.50523309154661,55.302296,34.733019,168.0622655313657,101.22563687443895,3.4210087485185694,15.1559313,19.733169999999998,32.50523309154661,55.302296,32.03496954,3297.715286609605,362932.2926235413,4.2177348697682895,32.97715286609605,102.38812487642286,168.0622655313657,521.8030889480212,250,4.2177348697682895,255,306,255,306,50,train
VAH02,Extended cruise (1000 sec),88.64778768253241,88.64778768253241,88.64778768253241,0.0,103.9916986249536,33.13845260154398,29.497054092317924,55.752659,34.456486,201.925896274287,104.41114311315275,3.170595584033326,15.2148773,19.884425999999998,29.497054092317924,55.752659,32.436342859999996,3313.845260154398,374370.11504983297,4.3504642963813644,33.13845260154398,102.88893152648866,201.925896274287,626.9435680959341,300,4.3504642963813644,306,357,306,357,50,train
VAH02,Extended cruise (1000 sec),88.64778768253241,88.64778768253241,88.05528675154254,-0.5925009309898732,107.336467285866,33.29357614030382,29.590588016250372,57.111637,35.681147,235.95082675265638,107.75591177609724,3.058461654641875,15.250869299999996,20.003578,29.590588016250372,57.111637,33.641728379999996,3329.357614030382,386411.2822291176,4.489829657337385,33.29357614030382,103.37056219734454,235.95082675265638,732.5848538939131,350,4.489829657337385,357,408,357,408,50,train
VAH02,Extended cruise (1000 sec),88.05528675154254,88.05528675154254,86.98215613932685,-1.0731306122156827,112.78344344480831,33.3290220512835,31.0623334438951,60.003422,37.300862,270.1249557604758,113.20288793925558,2.9477797433146,15.30162205,20.293680000000002,31.0623334438951,60.003422,33.83324922,3332.90220512835,406020.3964013099,4.716786997468983,33.3290220512835,103.48061537187063,270.1249557604758,838.6893742751414,400,4.716786997468983,408,459,408,459,50,train
VAH02,Extended cruise (1000 sec),86.98215613932685,86.98215613932685,86.1948436897804,-0.7873124495464621,113.89670468864719,33.699591913345635,30.345899601610704,63.092735,41.369905,304.3237993731526,114.31614918307504,2.9579670382067245,15.4539691,21.013123,30.345899601610704,63.092735,37.61880094,3369.9591913345635,410028.1368791298,4.763172882628127,33.699591913345635,104.63116810352459,304.3237993731526,944.8706290566593,450,4.763172882628127,459,510,459,510,50,train
VAH02,Extended cruise (1000 sec),86.1948436897804,86.1948436897804,84.30152973068833,-1.8933139590920651,117.7953480541419,33.82437630663608,31.094689011145203,64.388504,42.262722,338.8853397233961,118.20645920123052,2.8941255126645284,15.47837105,20.954236,31.094689011145203,64.388504,38.80885713999999,3382.437630663608,424063.2529949108,4.925269133384605,33.82437630663608,105.01860118771866,338.8853397233961,1052.1779919351684,500,4.925269133384605,510,561,510,561,50,train
