epoch,train_loss,valid_mae
1,7177.210774739583,72.05907440185547
2,6998.671773274739,71.30142211914062
3,6294.959798177083,63.30926513671875
4,5241.650858561198,55.489280700683594
5,4105.96928914388,46.296051025390625
6,2955.8833211263022,36.009159088134766
7,1946.9976806640625,25.314983367919922
8,1152.4424845377605,15.07702922821045
9,615.9561780293783,6.147265911102295
10,312.7948818206787,1.7931873798370361
11,172.8307466506958,5.913809299468994
12,118.00763098398845,8.915620803833008
13,102.10925229390462,10.63166332244873
14,97.60577487945557,11.44992446899414
15,94.33375485738118,10.088425636291504
16,94.25743023554485,9.656855583190918
17,72.28762324651082,7.140863418579102
18,51.297003507614136,2.437591552734375
