flight_id,battery_id,event_datetime,soc_start,soc_end,soc_span,soc_window_used,delivered_ah,capacity_est_ah,cap_est_raw_median,v_max,v_p99,rows_used,monotonic_soc_frac
6265,1,2024-06-03 09:55:00,50.0,100.0,50.0,50-90,9.83234092047221,24.580852301180524,9089.0,403.8,403.7,12142,1.0
6262,1,2024-06-04 08:20:00,29.0,99.0,70.0,40-90,12.24384165458341,24.48768330916682,9086.0,403.8,403.6,14940,1.0
6262,2,2024-06-04 08:20:00,30.0,99.0,69.0,40-90,12.392890525611135,24.78578105122227,9106.0,404.2,404.0,14938,1.0
6277,1,2024-06-05 12:40:00,49.0,100.0,51.0,50-90,9.872484860722208,24.681212151805518,9055.0,403.8,403.7,14561,1.0
6277,2,2024-06-05 12:40:00,50.0,100.0,50.0,50-90,9.96348444500002,24.90871111250005,9077.0,404.2,404.1,14560,1.0
6283,1,2024-06-05 18:25:00,47.0,93.0,46.0,50-90,9.848822873638923,24.622057184097308,9077.0,401.5,401.2,9424,1.0
6283,2,2024-06-05 18:25:00,48.0,93.0,45.0,50-90,9.986274919388855,24.965687298472137,9097.0,401.9,401.5,9423,1.0
6348,1,2024-06-07 10:05:00,46.0,99.0,53.0,50-90,9.786163858333344,24.465409645833358,9072.0,404.1,403.9,14294,1.0
6348,2,2024-06-07 10:05:00,47.0,99.0,52.0,50-90,9.92632220902779,24.815805522569473,9095.0,404.5,404.2,14292,1.0
6352,1,2024-06-08 10:10:00,48.0,99.0,51.0,50-90,9.827520095555595,24.568800238888986,9038.0,404.2,403.9,13249,1.0
6352,2,2024-06-08 10:10:00,49.0,99.0,50.0,50-90,9.95118159308329,24.87795398270822,9063.0,404.5,404.2,13248,1.0
6361,1,2024-06-10 15:35:00,47.0,100.0,53.0,50-90,9.768142684694507,24.420356711736265,8996.0,404.1,403.9,16043,1.0
6361,2,2024-06-10 15:35:00,48.0,100.0,52.0,50-90,9.908236734083333,24.770591835208332,9024.0,404.5,404.3,16039,1.0
6363,1,2024-06-10 19:00:00,46.0,100.0,54.0,50-90,10.83897562122217,27.097439053055425,9435.0,403.9,403.7,14950,1.0
6363,2,2024-06-10 19:00:00,46.0,100.0,54.0,50-90,10.94899186936109,27.372479673402722,9440.0,404.2,404.1,14948,1.0
6370,1,2024-06-11 10:00:00,41.0,99.0,58.0,50-90,9.617093407583258,24.042733518958144,8991.0,404.3,403.9,16954,1.0
6370,2,2024-06-11 10:00:00,42.0,99.0,57.0,50-90,9.839389888111096,24.59847472027774,9039.0,404.6,404.2,16951,1.0
6378,1,2024-06-11 16:40:00,32.0,100.0,68.0,40-90,12.137830415194419,24.275660830388837,8910.0,405.0,403.7,18581,1.0
6378,2,2024-06-11 16:40:00,33.0,100.0,67.0,40-90,12.316340977250041,24.632681954500082,8952.0,405.4,404.1,18579,1.0
6374,1,2024-06-11 19:05:00,27.0,99.0,72.0,40-90,12.17562249233339,24.35124498466678,8941.0,403.9,403.7,16166,1.0
6374,2,2024-06-11 19:05:00,28.0,99.0,71.0,40-90,12.346936254777772,24.693872509555543,8979.0,404.2,404.1,16165,1.0
6376,1,2024-06-11 20:45:00,43.0,100.0,57.0,50-90,9.78019302577775,24.450482564444375,8940.0,403.8,403.7,13922,1.0
6376,2,2024-06-11 20:45:00,45.0,100.0,55.0,50-90,9.929168824722202,24.822922061805503,8976.0,404.2,404.1,13922,1.0
10534,1,2025-05-07 21:29:00,40.0,99.0,59.0,40-90,12.111635402527735,24.22327080505547,8974.0,404.2,403.7,24937,1.0
10534,2,2025-05-07 21:29:00,41.0,100.0,59.0,50-90,9.792079120333325,24.48019780083331,9009.0,404.6,404.1,24936,1.0
10939,1,2025-05-28 11:00:00,31.0,96.0,65.0,40-90,11.983952929999969,23.967905859999938,8980.0,405.5,404.6,16830,1.0
10939,2,2025-05-28 11:00:00,32.0,97.0,65.0,40-90,11.899508855777801,23.799017711555603,9027.0,405.9,405.0,16829,1.0
10774,1,2025-05-28 11:05:00,31.0,96.0,65.0,40-90,11.983952929999969,23.967905859999938,8980.0,405.5,404.6,16830,1.0
10774,2,2025-05-28 11:05:00,32.0,97.0,65.0,40-90,11.899508855777801,23.799017711555603,9027.0,405.9,405.0,16829,1.0
10863,1,2025-06-03 16:30:00,30.0,82.0,52.0,30-80,11.590059170472227,23.180118340944453,8957.0,398.2,398.0,8834,1.0
