model,eval_split,n,level_mae,level_rmse,level_r2,delta_mae,delta_rmse,delta_r2
naive_zero_delta,train,774,2.6000090665316495,4.847373165380067,0.7375548389084627,2.6000090665316495,4.847373165380067,-0.18239580461291882
naive_zero_delta,valid,111,0.48603554821112566,0.5185790998312255,0.8738082884741145,0.48603554821112566,0.5185790998312255,-7.225561715647732
naive_zero_delta,test,191,1.8640813106269798,2.9084585862871433,0.6427044949569789,1.8640813106269798,2.9084585862871433,-0.6971443680680207
naive_zero_delta,holdout,70,0.6526706368527024,0.6738708541455466,-0.26377549643559584,0.6526706368527024,0.6738708541455466,-15.147013017035373
ridge_raw_only,train,774,2.4520511838551338,3.6427794119912535,0.8517852561029624,2.4520511838551338,3.6427794119912535,0.3322471992367535
ridge_raw_only,valid,111,1.0634728414339276,1.3007763081452413,0.20602642565694695,1.0634728414339276,1.3007763081452413,-50.75362595040593
ridge_raw_only,test,191,1.6429947971938996,1.9945206931171944,0.8319730759806269,1.6429947971938996,1.9945206931171944,0.2018764754710919
ridge_raw_only,holdout,70,1.7116895669108203,1.9692122043615086,-9.791992180740667,1.7116895669108203,1.9692122043615086,-136.8871791023399
ridge_raw_plus_latent,train,774,2.2520412167728154,3.3230611437790185,0.8766604596137575,2.2520412167728154,3.3230611437790185,0.44431760719446767
ridge_raw_plus_latent,valid,111,1.7575149163549815,2.010453853812034,-0.8966580119211867,1.7575149163549815,2.010453853812034,-122.62997016119584
ridge_raw_plus_latent,test,191,2.469249899347725,2.82989031328222,0.6617475201361847,2.469249899347725,2.82989031328222,-0.6066904931165986
ridge_raw_plus_latent,holdout,70,1.7770233856805453,1.989334615329272,-10.013675178196545,1.7770233856805453,1.989334615329272,-139.71957952129983
ridge_raw_only_no_latent,train,774,2.4520511838551338,3.6427794119912535,0.8517852561029624,2.4520511838551338,3.6427794119912535,0.3322471992367535
ridge_raw_only_no_latent,valid,111,1.0634728414339276,1.3007763081452413,0.20602642565694695,1.0634728414339276,1.3007763081452413,-50.75362595040593
ridge_raw_only_no_latent,test,191,1.6429947971938996,1.9945206931171944,0.8319730759806269,1.6429947971938996,1.9945206931171944,0.2018764754710919
ridge_raw_only_no_latent,holdout,70,1.7116895669108203,1.9692122043615086,-9.791992180740667,1.7116895669108203,1.9692122043615086,-136.8871791023399
elastic_with_latent,train,774,2.608407467282183,3.9374562556788715,0.8268361851265488,2.608407467282183,3.9374562556788715,0.21984399573012692
elastic_with_latent,valid,111,0.39831948284013025,0.48607782152396234,0.8891304146631095,0.39831948284013025,0.48607782152396234,-6.226818667799717
elastic_with_latent,test,191,1.6048223102576886,2.278713092697815,0.7806785646728273,1.6048223102576886,2.278713092697815,-0.041771120846560095
elastic_with_latent,holdout,70,0.545772506400798,0.6669179274140016,-0.23783103827436713,0.545772506400798,0.6669179274140016,-14.815525735606952
elastic_no_latent,train,774,2.6083961741266863,3.9375888535052694,0.8268245219965522,2.6083961741266863,3.9375888535052694,0.2197914497585446
elastic_no_latent,valid,111,0.39833783548329693,0.48604231388106584,0.8891466119619069,0.39833783548329693,0.48604231388106584,-6.22576287832453
elastic_no_latent,test,191,1.604650598769429,2.2785405971790142,0.7807117680918777,1.604650598769429,2.2785405971790142,-0.04161340546854175
elastic_no_latent,holdout,70,0.545788229976638,0.6669792003229112,-0.23805849952403224,0.545788229976638,0.6669792003229112,-14.818431963627335
ridge_with_latent,train,774,1.7355893582330053,2.3495651716741692,0.9383404071176082,1.7355893582330053,2.3495651716741692,0.7222046554980984
ridge_with_latent,valid,111,1.1544062276940132,1.4545253279882944,0.007242017291717584,1.1544062276940132,1.4545253279882944,-63.711001671404134
ridge_with_latent,test,191,3.1282403437841197,4.085521198341102,0.2949876567630795,3.1282403437841197,4.085521198341102,-2.3487903174122193
ridge_with_latent,holdout,70,11.635137108566239,12.031401287119872,-401.8552326412621,11.635137108566239,12.031401287119872,-5146.202730062407
ridge_no_latent,train,774,1.9835830595229902,2.7351990118399967,0.9164390203491917,1.9835830595229902,2.7351990118399967,0.623532202470289
ridge_no_latent,valid,111,1.2897789753293956,1.5724954364462136,-0.1603248654146563,1.2897789753293956,1.5724954364462136,-74.6335235908984
ridge_no_latent,test,191,2.61505436257717,2.96087529918467,0.6297099707571314,2.61505436257717,2.96087529918467,-0.7588680204795988
ridge_no_latent,holdout,70,1.1916333814171693,1.3891515920576218,-4.370514167550955,1.1916333814171693,1.3891515920576218,-67.61801199358628
gbdt_with_latent,train,774,0.09604398303380725,0.13441591618448614,0.9997981972620313,0.09604398303380725,0.13441591618448614,0.9990908168786914
gbdt_with_latent,valid,111,1.3705035694969863,1.7555326657805839,-0.44616764718026314,1.3705035694969863,1.7555326657805839,-93.2656303588863
gbdt_with_latent,test,191,4.514121913601568,5.222355604679447,-0.15195274969174277,4.514121913601568,5.222355604679447,-4.471745638625963
gbdt_with_latent,holdout,70,0.42889578754486407,0.6600328149757247,-0.21240478180333344,0.42889578754486407,0.6600328149757247,-14.490659416098293
gbdt_no_latent,train,774,0.10194959173976402,0.14342051150009116,0.9997702538749352,0.10194959173976402,0.14342051150009116,0.9989649233642837
gbdt_no_latent,valid,111,1.3813190575916408,1.7989387032344286,-0.5185655478065887,1.3813190575916408,1.7989387032344286,-97.9847469512864
gbdt_no_latent,test,191,4.495306128237826,5.2189766109481255,-0.15046254788952185,4.495306128237826,5.2189766109481255,-4.464667218773972
gbdt_no_latent,holdout,70,0.49274550372891823,0.6782844847236336,-0.2803843307113141,0.49274550372891823,0.6782844847236336,-15.359220853003233
random_forest_with_latent,train,774,0.32683173062969906,0.5177038328069264,0.9970064368667899,0.32683173062969906,0.5177038328069264,0.986513081533567
random_forest_with_latent,valid,111,0.5193000655321424,0.666652768187559,0.7914548062759025,0.5193000655321424,0.666652768187559,-12.593613564131743
random_forest_with_latent,test,191,2.538178923869494,3.5153625875321057,0.47803421363939524,2.538178923869494,3.5153625875321057,-1.479323926953497
random_forest_with_latent,holdout,70,0.3971720775435689,0.5151197558093569,0.2615297618637572,0.3971720775435689,0.5151197558093569,-8.43529019316351
random_forest_no_latent,train,774,0.2848469308816546,0.48657253165408515,0.9973556384270928,0.2848469308816546,0.48657253165408515,0.9880863414791843
random_forest_no_latent,valid,111,0.5323621762844404,0.669138766965445,0.7898965445290098,0.5323621762844404,0.669138766965445,-12.695185830750606
random_forest_no_latent,test,191,2.3665745840400825,3.2671656947375762,0.5491375104206798,2.3665745840400825,3.2671656947375762,-1.141585114177511
random_forest_no_latent,holdout,70,0.31587289512526573,0.4406819168744808,0.4595356600225232,0.31587289512526573,0.4406819168744808,-5.905407453676236
gam_spline_with_latent,train,774,0.44247367824350564,0.6010908052345864,0.9959644212126147,0.44247367824350564,0.6010908052345864,0.9818184819733641
gam_spline_with_latent,valid,111,1.5105413630569577,1.8236043465281182,-0.5604938052680908,1.5105413630569577,1.8236043465281182,-100.71775901054835
gam_spline_with_latent,test,191,6.6145034450763776,8.3742655251093,-1.962069458819189,6.6145034450763776,8.3742655251093,-13.069752988512912
gam_spline_with_latent,holdout,70,5.1433816391137706,5.295652595816291,-77.04688215370294,5.1433816391137706,5.295652595816291,-996.1897901401431
gam_spline_no_latent,train,774,0.4645665531305586,0.6300969866654482,0.995565542811094,0.4645665531305586,0.6300969866654482,0.9800214126483006
gam_spline_no_latent,valid,111,1.4512822502306466,1.7589671798591526,-0.4518317306029491,1.4512822502306466,1.7589671798591526,-93.63483264002282
gam_spline_no_latent,test,191,6.466398803228065,8.248941225665654,-1.8740756987088223,6.466398803228065,8.248941225665654,-12.651784913659979
gam_spline_no_latent,holdout,70,2.5396502330308715,2.794948186488305,-20.7402286335768,2.5396502330308715,2.794948186488305,-276.7706607936114
lstm_sequence_with_latent,train,736,10.52973930236732,13.130512230488266,-1.0110006455431617,10.52973930236732,13.130512230488266,-7.291274637721417
lstm_sequence_with_latent,valid,111,1.1906297143667646,1.2976781366217323,0.20980407268941437,1.1906297143667646,1.2976781366217323,-50.50738736286511
lstm_sequence_with_latent,test,191,4.114255810710598,5.704547298493565,-0.37449813492708883,4.114255810710598,5.704547298493565,-5.528830437793024
lstm_sequence_with_latent,holdout,32,4.072220843264896,4.0761455819232415,-280.7142964321164,4.072220843264896,4.0761455819232415,-1137.080897476403
gru_sequence_with_latent,train,736,10.677092273734333,13.239487091878651,-1.0445192027889831,10.677092273734333,13.239487091878651,-7.4294702987726495
gru_sequence_with_latent,valid,111,1.1038523545912522,1.2571171381145765,0.25842973766687805,1.1038523545912522,1.2571171381145765,-47.33781779763663
gru_sequence_with_latent,test,191,3.3054788595703326,4.7039953246426895,0.06537897417298988,3.3054788595703326,4.7039953246426895,-3.439425595542483
gru_sequence_with_latent,holdout,32,3.184783738086063,3.1968290913961126,-172.27996480989975,3.184783738086063,3.1968290913961126,-699.0234647766637
lstm_sequence_no_latent,train,736,10.25404011437755,12.70318783956348,-0.8822370283428247,10.25404011437755,12.70318783956348,-6.760387431931353
lstm_sequence_no_latent,valid,111,0.18414263856446808,0.2381170988197199,0.9733938535834495,0.18414263856446808,0.2381170988197199,-0.7342699985490206
lstm_sequence_no_latent,test,191,1.5473361456585824,2.6698161733674213,0.69893206528362,1.5473361456585824,2.6698161733674213,-0.4300648695489522
lstm_sequence_no_latent,holdout,32,0.18610443310194036,0.21432141325744927,0.22117363933282463,0.18610443310194036,0.21432141325744927,-2.146334476993659
gru_sequence_no_latent,train,736,10.184637829329734,12.629467917873368,-0.8604541904391025,10.184637829329734,12.629467917873368,-6.670577668891745
gru_sequence_no_latent,valid,111,0.1776980454604454,0.21403453309422818,0.9785034625881958,0.1776980454604454,0.21403453309422818,-0.4012100558383782
gru_sequence_no_latent,test,191,1.490231186393494,2.430666252125271,0.750452946401547,1.490231186393494,2.430666252125271,-0.18534202251323673
gru_sequence_no_latent,holdout,32,0.6394953318144498,0.6542974394953605,-6.258718514184557,0.6394953318144498,0.6542974394953605,-28.32406692090746
physics_hybrid_with_latent,train,774,2.139648463532023,3.2069819531649726,0.8851268069158773,2.139648463532023,3.2069819531649726,0.48246109396628467
physics_hybrid_with_latent,valid,111,0.1605417622952371,0.20610041997966505,0.9800676472162508,0.1605417622952371,0.20610041997966505,-0.29925171771015724
physics_hybrid_with_latent,test,191,1.1958421613103485,1.9601916359268452,0.8377073515280012,1.1958421613103485,1.9601916359268452,0.22911413537113656
physics_hybrid_with_latent,holdout,70,0.22233304167775308,0.26354551592683867,0.8067017833366213,0.22233304167775308,0.26354551592683867,-1.4697336112596169
physics_hybrid_no_latent,train,774,2.184580086184718,3.3598878323884485,0.8739115752173829,2.184580086184718,3.3598878323884485,0.43193304135175614
physics_hybrid_no_latent,valid,111,0.20709696881787087,0.2735526281928326,0.964885814830295,0.20709696881787087,0.2735526281928326,-1.2888499863863294
physics_hybrid_no_latent,test,191,1.2287045621507096,1.9511440269534375,0.8392020744499802,1.2287045621507096,1.9511440269534375,0.23621403042454114
physics_hybrid_no_latent,holdout,70,0.18901174447598157,0.2639209636763473,0.8061506445755996,0.18901174447598157,0.2639209636763473,-1.4767754037089165
physics_informed_with_latent,train,774,2.616966820397081,4.695409441969684,0.7537520639990314,2.616966820397081,4.695409441969684,-0.10942234641004611
physics_informed_with_latent,valid,111,0.45799711837425394,0.5520794527181366,0.856977627031009,0.45799711837425394,0.5520794527181366,-8.32263570522619
physics_informed_with_latent,test,191,1.646773724032998,2.55061635032126,0.7252156067182944,1.646773724032998,2.55061635032126,-0.30521873045921133
physics_informed_with_latent,holdout,70,0.8226027382552238,0.948560965526522,-1.5040735591326837,0.8226027382552238,0.948560965526522,-30.99405944249536
physics_informed_no_latent,train,774,2.5094082812464853,4.49505533203287,0.7743186114371691,2.5094082812464853,4.49505533203287,-0.01676375325829471
physics_informed_no_latent,valid,111,0.4778729843485963,0.5517646453453757,0.8571406892869895,0.4778729843485963,0.5517646453453757,-8.312006808654127
physics_informed_no_latent,test,191,1.901420457106063,2.8730595266074705,0.6513489058222032,1.901420457106063,2.8730595266074705,-0.6560836410000579
physics_informed_no_latent,holdout,70,0.608929227251137,0.7174202292202124,-0.43239838077934123,0.608929227251137,0.7174202292202124,-17.30147472020012
