feature,coef,abs_coef
cumulative_flight_count,-3.876560233862165,3.876560233862165
cumulative_event_count,-2.4429871322241707,2.4429871322241707
cumulative_ah,-2.411011515131045,2.411011515131045
cumulative_efc,-2.1869970041702405,2.1869970041702405
observed_soh_pct,-1.6543786658697495,1.6543786658697495
latent_soh_smooth_std_pct,-1.5574905036186284,1.5574905036186284
latent_soh_filter_pct,-1.4106830271731083,1.4106830271731083
latent_soh_filterpy_filter_pct,-1.4106830271731072,1.4106830271731072
_filterpy_pred_state_pct,-1.387709585671899,1.387709585671899
observed_soh_delta_1,-1.3791570559507933,1.3791570559507933
prev_latent_filter_pct,-1.3709548605592667,1.3709548605592667
rolling_latent_filter_delta_std_5,-1.3678069394804686,1.3678069394804686
prev2_latent_filter_pct,-1.3636549521893877,1.3636549521893877
rolling_latent_filter_mean_3,-1.3573035017144282,1.3573035017144282
prev_observed_soh_pct,-1.2963966097311785,1.2963966097311785
rolling_observed_soh_mean_3,-1.2016813227285799,1.2016813227285799
rolling_stress_index_mean_5,1.1942566619441448,1.1942566619441448
prev2_observed_soh_pct,-1.1909822241854167,1.1909822241854167
rolling_current_abs_mean_5,0.9687796277338295,0.9687796277338295
rolling_observed_delta_mean_5,-0.7736854319155729,0.7736854319155729
internal_resistance_proxy_ohm,-0.6861330338269032,0.6861330338269032
current_span_a,-0.6568882662777006,0.6568882662777006
rolling_current_abs_max_5,-0.6266473032507549,0.6266473032507549
rolling_gap_days_mean_5,0.5647746225263346,0.5647746225263346
soc_edge_stress_proxy,0.5407129647098775,0.5407129647098775
voltage_sag_proxy_v,0.5345629153165207,0.5345629153165207
current_abs_mean_a,0.5076369137775173,0.5076369137775173
latent_filter_delta_1,-0.5041063335544166,0.5041063335544166
battery_2,0.4739366302226232,0.4739366302226232
battery_1,-0.4739366302226231,0.4739366302226231
battery_id,0.473936630222604,0.473936630222604
score_soc_edge,0.467648662148024,0.467648662148024
rolling_temp_mean_5,0.45514608883212243,0.45514608883212243
current_temp_stress_index,0.4530394112056441,0.4530394112056441
observed_soh_delta_2,-0.44233552797227504,0.44233552797227504
rolling_soc_mean_5,-0.4242741857979115,0.4242741857979115
event_efc,-0.4139707934999568,0.4139707934999568
event_type_other,-0.395671584937592,0.395671584937592
rolling_duration_mean_5,-0.36834545609889086,0.36834545609889086
_filterpy_pred_var_pct2,-0.3528966177905946,0.3528966177905946
soc_mean_pct,-0.35039928148386773,0.35039928148386773
soc_min_pct,0.33812288812677366,0.33812288812677366
delta_days,0.33654362599076365,0.33654362599076365
voltage_mean_v,-0.33590635961143045,0.33590635961143045
soc_span_pct,-0.31944956710111905,0.31944956710111905
score_gap,0.3155328687682363,0.3155328687682363
event_ah,0.2934218437489532,0.2934218437489532
latent_filter_delta_2,-0.2857834532891106,0.2857834532891106
rolling_temp_span_mean_5,0.2823974864699835,0.2823974864699835
observed_soh_slope_pct_per_day_1,0.27111541771389386,0.27111541771389386
rolling_condition_mean_5,-0.2697977554759309,0.2697977554759309
rolling_sigma_mean_5,-0.2697977554759242,0.2697977554759242
arrhenius_temp_proxy,-0.24068442556665096,0.24068442556665096
prev_delta_days,0.20393570984416082,0.20393570984416082
duration_stress_index,0.20226597567523455,0.20226597567523455
rolling_observed_delta_std_5,-0.18050607436442864,0.18050607436442864
observed_soh_span_pct,0.17318560498708735,0.17318560498708735
p95_abs_dtemp_c_per_min,0.1700476246298668,0.1700476246298668
event_type_charge,0.16365963612940643,0.16365963612940643
charge_event_flag,0.16365963612939546,0.16365963612939546
avg_cell_temp_min_c,-0.1568984148633647,0.1568984148633647
voltage_max_v,0.15462705118699965,0.15462705118699965
score_observation_instability,-0.151194872081343,0.151194872081343
rolling_soc_span_mean_5,-0.15114626533610614,0.15114626533610614
score_dtemp,-0.14629219245332925,0.14629219245332925
throughput_stress_proxy,0.1392651761637518,0.1392651761637518
flag_rst_coulomb_any,0.13518453099701605,0.13518453099701605
rolling_latent_filter_delta_mean_5,-0.1318140862876196,0.1318140862876196
observed_soh_iqr_pct,-0.12889366220470366,0.12889366220470366
event_type_flight,0.12729013867397657,0.12729013867397657
flight_event_flag,0.1272901386739738,0.1272901386739738
score_didt,-0.12691079603505775,0.12691079603505775
p95_abs_dcurrent_a_per_s,-0.12268127628327907,0.12268127628327907
rolling_flight_frac_5,-0.12140112795866621,0.12140112795866621
avg_cell_temp_mean_c,0.11417052883386578,0.11417052883386578
kalman_coulomb_gap_mean_pct,-0.10974646159579106,0.10974646159579106
avg_cell_temp_span_c,0.10665357119647259,0.10665357119647259
cap_est_delta_raw,-0.10500841001887863,0.10500841001887863
p95_abs_current_a,-0.10058760196739853,0.10058760196739853
score_current,0.0929716583867996,0.0929716583867996
degradation_stress_proxy,-0.08426864425260262,0.08426864425260262
thermal_severity_proxy,-0.08173555277513489,0.08173555277513489
estimation_reset_risk,0.08161967201378363,0.08161967201378363
instant_stress_index,0.0806645236898159,0.0806645236898159
score_event_type,0.07543732477350953,0.07543732477350953
score_switch,0.06921414504353668,0.06921414504353668
cap_est_span_raw,-0.06394616491391308,0.06394616491391308
avg_cell_temp_max_c,-0.0634823801869931,0.0634823801869931
current_rms_proxy_a,0.05767408468566846,0.05767408468566846
kalman_coulomb_gap_span_pct,0.04057768821600895,0.04057768821600895
n_rows,-0.036399051917095776,0.036399051917095776
flag_new_est_batt_cap_any,0.03599727001832496,0.03599727001832496
soc_max_pct,-0.02907390758695494,0.02907390758695494
time_since_prev_event_days,-0.027181095427104347,0.027181095427104347
coulomb_gap_abs_pct,-0.02251467496235525,0.02251467496235525
rolling_stress_index_max_5,0.018766007740111973,0.018766007740111973
condition_multiplier,-0.015646774442858735,0.015646774442858735
measurement_sigma_pct,-0.01564677444285843,0.01564677444285843
soc_stress_index,0.014818146709719118,0.014818146709719118
storage_stress_proxy,-0.010584897492927906,0.010584897492927906
event_duration_s,0.007853626330845125,0.007853626330845125
rolling_observed_soh_std_3,0.0006214187018536863,0.0006214187018536863
time_above_40c_proxy_min,0.0,0.0
plane_166,0.0,0.0
