model,eval_split,coverage_rows,n,level_mae,level_rmse,level_r2,delta_mae,delta_rmse,delta_r2
naive_zero_delta,train,752,752,7.329787234042553,10.14010890033427,-0.030947149719037892,7.329787234042553,10.14010890033427,-0.026093551208763666
ridge_raw_only,train,752,752,5.241987891306747,7.176822729533214,0.48356507795868753,5.241987891306747,7.176822729533214,0.4859964031424824
ridge_raw_plus_latent,train,752,752,4.877135311680215,6.406735105494274,0.5884480158937129,4.877135311680215,6.406735105494274,0.5903855624473875
elastic_raw_plus_latent_plus_history,train,752,752,5.792764929129257,7.725915103493866,0.4015180908921845,5.792764929129257,7.725915103493866,0.4043356852793104
ridge_raw_plus_latent_plus_history,train,752,752,4.158698351833861,5.62749766621251,0.6824721585396739,4.158698351833861,5.62749766621251,0.6839670486111024
gbdt_raw_plus_latent_plus_history,train,752,752,0.3585359882656657,0.4770279216961312,0.9977184039079174,0.3585359882656657,0.4770279216961312,0.9977291454395242
random_forest_raw_plus_latent_plus_history,train,752,752,0.7476718379716737,1.5269589182645806,0.9766220799199709,0.7476718379716737,1.5269589182645806,0.9767321408848852
gam_spline_raw_plus_latent_plus_history,train,752,752,1.6950279177522587,2.4072730068316255,0.9418965585829591,1.6950279177522587,2.4072730068316255,0.9421701039114275
lstm_sequence,train,752,752,10.979396170758186,14.066384128054244,-0.983883247187989,10.979396170758186,14.066384128054244,-0.9745433185837595
gru_sequence,train,752,752,12.29175979533094,15.461250049453064,-1.3968473287358791,12.29175979533094,15.461250049453064,-1.3855632055611093
physics_hybrid_nn,train,752,752,6.994118406417522,9.868385665485823,0.02356488010217228,6.994118406417522,9.868385665485823,0.02816184129907473
physics_informed_pinn,train,752,752,7.116767771700595,9.694522423501251,0.05766786180414829,7.116767771700595,9.694522423501251,0.06210426949330816
naive_zero_delta,valid,166,166,1.4698795180722892,1.8136032163916187,0.09069384806773928,1.4698795180722892,1.8136032163916187,-0.02836525369882903
