epoch,train_loss,valid_mae
1,7314.637532552083,74.76284790039062
2,7097.448059082031,73.6304931640625
3,6596.1489664713545,70.87714385986328
4,5626.0968831380205,59.98309326171875
5,4182.233530680339,47.967708587646484
6,2771.7966817220054,35.3068962097168
7,1616.061284383138,22.673542022705078
8,815.8365936279297,11.417356491088867
9,365.1304295857747,2.5003156661987305
10,166.6977106730143,3.630443811416626
11,101.66587082544963,7.225072860717773
12,84.1512041091919,8.71340274810791
13,81.8398650487264,9.413932800292969
14,80.98090012868245,9.596816062927246
15,80.52891858418782,9.72509765625
16,79.17409674326579,9.647099494934082
17,72.65015395482381,6.782708168029785
