,corr_with_next_latent_delta_flight_1_pct,abs_corr
rolling_temp_mean_5,0.3559263431403367,0.3559263431403367
avg_cell_temp_mean_c,0.34323804043806894,0.34323804043806894
rolling_soc_mean_5,0.337745277258234,0.337745277258234
soc_mean_pct,0.31745824177806187,0.31745824177806187
voltage_max_v,0.3104334355369835,0.3104334355369835
soc_max_pct,0.3018378189993532,0.3018378189993532
avg_cell_temp_max_c,0.30092305736328145,0.30092305736328145
rolling_flight_frac_5,0.2902256297243013,0.2902256297243013
voltage_mean_v,0.25093128151577854,0.25093128151577854
internal_resistance_proxy_ohm,-0.2128436848307693,0.2128436848307693
rolling_latent_filter_delta_std_5,-0.20852422646040777,0.20852422646040777
latent_filter_delta_1,0.20478787304336596,0.20478787304336596
rolling_current_abs_max_5,-0.1924087933121364,0.1924087933121364
flag_rst_coulomb_any,0.18873581557350386,0.18873581557350386
soc_min_pct,0.18229278001912466,0.18229278001912466
rolling_duration_mean_5,-0.17838586855301958,0.17838586855301958
latent_soh_filter_std_pct,-0.17650189415828102,0.17650189415828102
next_latent_soh_causal_flight_1_pct,0.17458343305174906,0.17458343305174906
score_soc_edge,0.1696861319406596,0.1696861319406596
current_temp_stress_index,0.16654154135224492,0.16654154135224492
observed_soh_iqr_pct,-0.16012793431448102,0.16012793431448102
latent_filter_delta_2,0.15877515213057125,0.15877515213057125
n_rows,-0.15849963850898818,0.15849963850898818
prev_delta_days,-0.15686763500278458,0.15686763500278458
rolling_temp_span_mean_5,0.15524633735448307,0.15524633735448307
event_duration_s,-0.1536281092171795,0.1536281092171795
soc_edge_stress_proxy,0.1512774698086195,0.1512774698086195
delta_days,-0.1492771540352344,0.1492771540352344
duration_stress_index,-0.14333814436097495,0.14333814436097495
score_current,0.138563231970132,0.138563231970132
rolling_stress_index_mean_5,0.13533059024468697,0.13533059024468697
flight_event_flag,0.1296160067326527,0.1296160067326527
rolling_gap_days_mean_5,-0.11989678602595812,0.11989678602595812
rolling_observed_delta_mean_5,0.11644026737866935,0.11644026737866935
storage_stress_proxy,-0.11462436276779402,0.11462436276779402
rolling_observed_delta_std_5,-0.1104996161323544,0.1104996161323544
thermal_severity_proxy,0.10413276741035402,0.10413276741035402
avg_cell_temp_span_c,0.10235762720091185,0.10235762720091185
rolling_observed_soh_std_3,-0.09743765363467051,0.09743765363467051
arrhenius_temp_proxy,0.09599749513981379,0.09599749513981379
degradation_stress_proxy,0.09163640629490817,0.09163640629490817
observed_soh_delta_1,0.09057324053254692,0.09057324053254692
score_observation_instability,-0.08995653759853588,0.08995653759853588
time_since_prev_event_days,-0.0874477672574173,0.0874477672574173
rolling_latent_filter_delta_mean_5,0.08454212720519061,0.08454212720519061
estimation_reset_risk,0.08251541252947722,0.08251541252947722
instant_stress_index,0.0816294470417389,0.0816294470417389
observed_soh_delta_2,0.08154000932496189,0.08154000932496189
voltage_sag_proxy_v,-0.0712734330017041,0.0712734330017041
soc_stress_index,0.06317666452364344,0.06317666452364344
