,corr_with_next_latent_delta_flight_1_pct,abs_corr
score_switch,0.06175435868432737,0.06175435868432737
score_event_type,-0.05772232474819095,0.05772232474819095
observed_soh_pct,0.05559550615244823,0.05559550615244823
rolling_current_abs_mean_5,0.0507536475142728,0.0507536475142728
current_rms_proxy_a,0.043986010845563125,0.043986010845563125
avg_cell_temp_min_c,0.042934792004967096,0.042934792004967096
current_span_a,0.042118964498687315,0.042118964498687315
p95_abs_current_a,0.04138383095392949,0.04138383095392949
score_didt,0.04087698750663792,0.04087698750663792
prev_observed_soh_pct,0.04007534138093352,0.04007534138093352
_filterpy_pred_var_pct2,-0.03687874770832232,0.03687874770832232
cap_est_delta_raw,0.036252173476837166,0.036252173476837166
cap_est_span_raw,0.034779462523042204,0.034779462523042204
current_abs_mean_a,0.028062272332835096,0.028062272332835096
kalman_coulomb_gap_span_pct,0.027649909073832173,0.027649909073832173
p95_abs_dcurrent_a_per_s,0.02756442315481315,0.02756442315481315
coulomb_gap_abs_pct,0.027181899736759683,0.027181899736759683
score_gap,0.02693799998253643,0.02693799998253643
prev2_observed_soh_pct,0.026871535700135993,0.026871535700135993
rolling_soc_span_mean_5,0.02588217718558503,0.02588217718558503
rolling_observed_soh_mean_3,0.025310055449099304,0.025310055449099304
throughput_stress_proxy,0.019806543694678377,0.019806543694678377
charge_event_flag,-0.01964524177852141,0.01964524177852141
rolling_stress_index_max_5,0.014958099489154945,0.014958099489154945
cumulative_event_count,0.014078708326016338,0.014078708326016338
rolling_latent_filter_mean_3,-0.013761180307804311,0.013761180307804311
observed_soh_span_pct,-0.013128424375446208,0.013128424375446208
_filterpy_pred_state_pct,-0.012392323114500383,0.012392323114500383
event_efc,-0.011933973894215326,0.011933973894215326
prev2_latent_filter_pct,-0.011088399434677149,0.011088399434677149
cumulative_efc,0.010849624691203364,0.010849624691203364
event_ah,-0.010773436433619166,0.010773436433619166
prev_latent_filter_pct,-0.01058134343740091,0.01058134343740091
cumulative_flight_count,0.010072620835261713,0.010072620835261713
measurement_sigma_pct,-0.009335403301613641,0.009335403301613641
score_dtemp,0.009317655669400514,0.009317655669400514
battery_id,-0.00893656420062422,0.00893656420062422
latent_soh_filterpy_filter_pct,-0.008190957906438909,0.008190957906438909
latent_soh_filter_pct,-0.008190957906438909,0.008190957906438909
observed_soh_slope_pct_per_day_1,0.00741705510819735,0.00741705510819735
flag_new_est_batt_cap_any,0.007145510579550711,0.007145510579550711
rolling_condition_mean_5,0.0066744081797530394,0.0066744081797530394
p95_abs_dtemp_c_per_min,0.006267975028613292,0.006267975028613292
cumulative_ah,0.0056635099209872385,0.0056635099209872385
rolling_sigma_mean_5,-0.004209314496922661,0.004209314496922661
soc_span_pct,-0.002838407243698118,0.002838407243698118
condition_multiplier,-0.00209742447188445,0.00209742447188445
kalman_coulomb_gap_mean_pct,0.0020905619603696236,0.0020905619603696236
