epoch,train_loss,valid_mae
1,7364.8889567057295,74.75802612304688
2,7141.513732910156,71.71077728271484
3,6340.217183430989,64.77964782714844
4,4958.288513183594,54.7103385925293
5,3644.643788655599,44.36458206176758
6,2508.264165242513,33.724891662597656
7,1570.2043914794922,23.284080505371094
8,898.3979543050131,13.694650650024414
9,469.97847112019855,5.665153980255127
10,238.65446090698242,1.3997246026992798
11,133.85226154327393,4.708948135375977
12,96.02690696716309,7.2606353759765625
13,84.61861769358318,8.533644676208496
14,80.73120101292928,9.221866607666016
15,80.71048672993977,9.52970027923584
16,80.08077907562256,9.694093704223633
17,79.76639747619629,9.705580711364746
18,79.42689482371013,9.704244613647461
