epoch,train_loss,train_data_loss,train_degradation_loss,train_residual_loss,train_smoothness_loss,valid_mae,mean_calendar_sensitivity,mean_cycle_sensitivity,mean_thermal_sensitivity,mean_resistance_sensitivity,mean_history_sensitivity
1,7.001101507590367,5.230290152705633,5.059388770506932,0.0012625811549906547,1.6525391401955858e-06,0.5072245903420544,0.018462033942341805,0.015876077115535736,0.01874857023358345,0.019031427800655365,0.017842749133706093
2,6.843853987180269,5.1133793592453,4.944099481289204,0.001989978105904391,8.487167178827804e-06,0.4766058997594113,0.018574370071291924,0.01619366742670536,0.021457456052303314,0.019689004868268967,0.019145872443914413
3,6.279820919036865,4.695743487431453,4.525059755031879,0.015326010779692577,0.00017029361333698034,0.4879996704388573,0.019831236451864243,0.018313085660338402,0.039811450988054276,0.022632980719208717,0.026171859353780746
4,4.280853885870713,3.212382041490995,3.05083599457374,0.0339646115182684,0.00039206744986586273,0.3115956879609889,0.020200414583086967,0.01899048127233982,0.05050132796168327,0.022707033902406693,0.02857888676226139
5,2.8898164675785947,2.1834772550142727,2.0173200919077945,0.013860707941393439,0.00047389251994900405,0.24707560424825684,0.01935739256441593,0.018681691959500313,0.05372767522931099,0.020982595160603523,0.02707773819565773
6,1.7048648229012122,1.2993341649954135,1.1582304136111186,0.007501087895294544,0.0006852218066342175,0.24147621801398378,0.01739550195634365,0.01750038005411625,0.057017289102077484,0.018974322825670242,0.025879133492708206
7,1.297209204102938,0.995016948821453,0.8631720110200919,0.004103904439839075,0.0008409142028540373,0.19829645940132362,0.01563948579132557,0.01606125943362713,0.058525845408439636,0.017372416332364082,0.024450277909636497
8,1.1364880341749926,0.8742563816217276,0.7490345423038189,0.0034774452489308226,0.0009311037720181048,0.15802873422458863,0.01492513157427311,0.01553435530513525,0.06440575420856476,0.016510412096977234,0.02487594075500965
9,1.1695571083288927,0.8974972458986136,0.7769603912646954,0.0061865635843087845,0.0005299575859680772,0.10863670306587302,0.013569594360888004,0.012629712000489235,0.047995127737522125,0.01411864347755909,0.019551461562514305
10,0.8364054314219035,0.6497888547869829,0.5326863212081102,0.008818771144925327,0.0005919495015405118,0.10696912797927886,0.013528904877603054,0.012904983013868332,0.054250042885541916,0.014131568372249603,0.020919494330883026
11,0.7079965976568369,0.5532623346035297,0.4416665194126276,0.007549411124693086,0.0006975142168812454,0.09876259181687355,0.013170283287763596,0.012781871482729912,0.05640961229801178,0.01374388113617897,0.02133089303970337
12,0.603254612821799,0.474282222871597,0.36803304060147357,0.008040897899963265,0.0006953196134418249,0.09001370018281434,0.012617165222764015,0.012039626017212868,0.054808106273412704,0.012824615463614464,0.0202903114259243
13,0.5687567270719088,0.45095203816890717,0.33607371609944564,0.008944327997806586,0.0006768485181964934,0.0913590601710718,0.01236722432076931,0.011679054237902164,0.054493099451065063,0.012302455492317677,0.019713226705789566
14,0.5731228945346979,0.4679234463434953,0.299958022741171,0.010706822540966571,0.0006851931684650481,0.09351234002812943,0.012165089137852192,0.011382206343114376,0.05557246133685112,0.011800534091889858,0.019521070644259453
15,0.43045967989242995,0.34574803939232457,0.24134558961332703,0.012034563025142556,0.000703743367921561,0.09245563981208345,0.011910160072147846,0.01139908842742443,0.057813022285699844,0.011568333022296429,0.019718537107110023
16,0.4118909136607097,0.3319839680424103,0.22762009931298402,0.011995521301042363,0.0006735194474458694,0.08666964854122902,0.011468208394944668,0.010963894426822662,0.05573992431163788,0.011016021482646465,0.018914395943284035
17,0.37496604283268636,0.30311082676053047,0.20452137749928695,0.013636794866968671,0.0006431172369047999,0.08666349315090843,0.011525142006576061,0.011187712661921978,0.05738373100757599,0.010992899537086487,0.019151296466588974
18,0.43180351761671215,0.3622694519849924,0.19765269813629296,0.017781185720545743,0.0005489315371960402,0.08407068376419978,0.011234874837100506,0.010752295143902302,0.05446743965148926,0.0105631984770298,0.01822074130177498
19,0.6169091474551421,0.4895234669630344,0.36267907459002274,0.022400178731634066,0.0005139649147167802,0.07808446785200196,0.010888642631471157,0.010096936486661434,0.048193223774433136,0.010007252916693687,0.016627483069896698
20,0.8144520408688829,0.627508852774134,0.532725829201249,0.024457072812087796,0.0007788579096086323,0.0922766263691026,0.012341713532805443,0.012540834955871105,0.0664450079202652,0.012094511650502682,0.022008361294865608
21,0.9410420461342885,0.7242951393127441,0.6164840580179141,0.04887306022171218,0.0003917892463505268,0.07576907341859081,0.01093264389783144,0.009310191497206688,0.03989828750491142,0.00968199037015438,0.015225529670715332
22,0.42485470697283745,0.33942255879250854,0.2405832176311658,0.06140104208313565,0.0005359115311875939,0.08217377437701077,0.011149505153298378,0.010029375553131104,0.049879658967256546,0.010138106532394886,0.017520392313599586
23,0.34791886004117817,0.2818527608536757,0.1853981424982731,0.058837604977620334,0.0003934093692805618,0.07764712345100362,0.010701078921556473,0.009369408711791039,0.044802624732255936,0.009608065709471703,0.016121696680784225
24,0.39711905672000003,0.3355928831375562,0.17231242186748064,0.06084135489968153,0.000384352111723274,0.07610392344787202,0.010955540463328362,0.009497326798737049,0.044380154460668564,0.009625657461583614,0.015949003398418427
25,0.3141756080664121,0.25582177994342953,0.16261035347214112,0.07201034851515523,0.00043038075091317296,0.07952891599759097,0.011382866650819778,0.010388198308646679,0.04840551316738129,0.010257793590426445,0.01726287230849266
26,0.344809322976149,0.27889006986067844,0.18460488462677369,0.06537700906539193,0.0003323776472825557,0.07599326563471542,0.011350663378834724,0.0101192407310009,0.043755918741226196,0.010053236968815327,0.01609199307858944
27,0.3649429621604773,0.29390364484145093,0.19987723345939928,0.054114111211551914,0.00038178052636794746,0.07621355291175326,0.011493693105876446,0.010413323529064655,0.04496380314230919,0.010266583412885666,0.016555309295654297
28,0.263749802341828,0.21958060963795736,0.12297758517357019,0.05635195239805258,0.00039083053707145154,0.07766525606868807,0.01160947885364294,0.010612288489937782,0.04531201720237732,0.010452629998326302,0.016870547086000443
29,0.24729337414296773,0.20602916467648286,0.11402958946732375,0.06769268991998754,0.000403566169552505,0.07813712952442507,0.011769356206059456,0.010994772426784039,0.04636737331748009,0.010668270289897919,0.017310159280896187
30,0.23124571012046474,0.1942913127489961,0.10238975716324952,0.05589918251364277,0.00038491288432851434,0.0774719014735497,0.011929200030863285,0.01099770050495863,0.044910747557878494,0.010666977614164352,0.01713709905743599
31,0.2297673082122436,0.19319049097024477,0.10128086604751073,0.05642580719074575,0.00037401739973574877,0.07684597441264593,0.012204231694340706,0.011188635602593422,0.04408162459731102,0.010849467478692532,0.017271608114242554
