model,eval_split,coverage_rows,n,level_mae,level_rmse,level_r2,delta_mae,delta_rmse,delta_r2
naive_zero_delta,train,752,752,0.856740867398057,2.502314982996654,0.923059166835879,0.856740867398057,2.502314982996654,-0.08461032161806936
ridge_raw_only,train,752,752,1.0747319990257236,1.976960002772192,0.9519748535441055,1.0747319990257236,1.976960002772192,0.32300486749118673
ridge_raw_plus_latent,train,752,752,1.0529394440944586,1.9500884354361097,0.9532715316815268,1.0529394440944586,1.9500884354361097,0.34128372455351674
elastic_raw_plus_latent_plus_history,train,752,752,1.0821935239532792,2.208715334143873,0.9400550745035933,1.0821935239532792,2.208715334143873,0.15497555396439966
ridge_raw_plus_latent_plus_history,train,752,752,0.9668408669999905,1.511104779367489,0.9719416524418837,0.9668408669999905,1.511104779367489,0.6044704467370998
gbdt_raw_plus_latent_plus_history,train,752,752,0.05245511638012595,0.07787671067871586,0.9999254773771639,0.05245511638012595,0.07787671067871586,0.9989494784160999
random_forest_raw_plus_latent_plus_history,train,752,752,0.19214665404566586,0.42998421692755784,0.9977281588518434,0.19214665404566586,0.42998421692755784,0.967974581804811
gam_spline_raw_plus_latent_plus_history,train,752,752,0.3768932682673362,0.5352587993205828,0.9964795306851576,0.3768932682673362,0.5352587993205828,0.9503730698149188
lstm_sequence,train,752,752,10.617085560208926,12.957959318789461,-1.0632229333187038,10.617085560208926,12.957959318789461,-28.084593930808925
gru_sequence,train,752,752,12.425281802431494,15.197374132221293,-1.8379846522063201,12.425281802431494,15.197374132221293,-39.006162135140784
physics_hybrid_nn,train,752,752,0.36571981315754787,0.6901224597092362,0.9941477178621325,0.36571981315754787,0.6901224597092362,0.91750225009635
physics_informed_pinn,train,752,752,1.0210321005261873,2.089763124866618,0.946337975254825,1.0210321005261873,2.089763124866618,0.24354359676102388
naive_zero_delta,valid,166,166,0.08536028091959788,0.10848123139471276,0.9955234336431819,0.08536028091959788,0.10848123139471276,-1.625770348638262
ridge_raw_only,valid,166,166,0.6041770941458445,0.7517726091791478,0.7850146777875722,0.6041770941458445,0.7517726091791478,-125.10157863471827
ridge_raw_plus_latent,valid,166,166,0.7755096982000124,0.9227528604668919,0.6761032322143935,0.7755096982000124,0.9227528604668919,-188.9845687701867
elastic_raw_plus_latent_plus_history,valid,166,166,0.26484803986405814,0.3140583293770112,0.9624805514925976,0.26484803986405814,0.3140583293770112,-21.00737072465107
ridge_raw_plus_latent_plus_history,valid,166,166,0.6728256233899526,0.8643731343713449,0.7157906678977518,0.6728256233899526,0.8643731343713449,-165.7055456251079
gbdt_raw_plus_latent_plus_history,valid,166,166,0.1909153134480389,0.23601783236386517,0.978810268747208,0.1909153134480389,0.23601783236386517,-11.42902787187594
random_forest_raw_plus_latent_plus_history,valid,166,166,0.04536098300969217,0.06796810237353122,0.9982426992128449,0.04536098300969217,0.06796810237353122,-0.03076061712399203
gam_spline_raw_plus_latent_plus_history,valid,166,166,0.9405626807498416,1.300866813800529,0.3562733589403151,0.9405626807498416,1.300866813800529,-376.5836639053975
lstm_sequence,valid,166,166,1.399724479680602,1.68847427859073,-0.08448790351742463,1.399724479680602,1.68847427859073,-635.1161554493219
gru_sequence,valid,166,166,2.500315223533575,2.9482319411931055,-2.3064282882625267,2.500315223533575,2.9482319411931055,-1938.4153168299006
physics_hybrid_nn,valid,166,166,0.0761679161037847,0.11527667465684387,0.9949450287028044,0.0761679161037847,0.11527667465684387,-1.965038980194644
physics_informed_pinn,valid,166,166,0.36297101661785436,0.44779385007178274,0.923723270549142,0.36297101661785436,0.44779385007178274,-43.74080322256749
naive_zero_delta,test,160,160,0.4921312401339087,0.8014795799806876,0.9773000010925789,0.4921312401339087,0.8014795799806876,-0.5805639561094122
ridge_raw_only,test,160,160,0.9696286316285241,1.231638069872451,0.9463947752302996,0.9696286316285241,1.231638069872451,-2.732444502560436
ridge_raw_plus_latent,test,160,160,1.5356097811542608,1.778856676022858,0.888179139881893,1.5356097811542608,1.778856676022858,-6.7859043854866465
elastic_raw_plus_latent_plus_history,test,160,160,0.4383713513782331,0.5880378540964228,0.9877805550105808,0.4383713513782331,0.5880378540964228,0.14917994521912925
ridge_raw_plus_latent_plus_history,test,160,160,1.5936838467373964,1.8626014390015755,0.8774027352685858,1.5936838467373964,1.8626014390015755,-7.53624788892515
gbdt_raw_plus_latent_plus_history,test,160,160,0.9015802446252852,1.1677746125502089,0.951809773078396,0.9015802446252852,1.1677746125502089,-2.355407020928081
random_forest_raw_plus_latent_plus_history,test,160,160,0.47869254355609847,0.7417562266425987,0.9805569983156097,0.47869254355609847,0.7417562266425987,-0.35378454361402323
gam_spline_raw_plus_latent_plus_history,test,160,160,3.636608916173651,4.297131514841638,0.3474734249405308,3.636608916173651,4.297131514841638,-44.4343627569667
lstm_sequence,test,160,160,8.765886554172322,14.360531017587425,-6.287556102846128,8.765886554172322,14.360531017587425,-506.4206633780113
gru_sequence,test,160,160,4.565246685624922,7.034228700358867,-0.7485331921527973,4.565246685624922,7.034228700358867,-120.7475186165819
physics_hybrid_nn,test,160,160,0.4405035575161419,0.7151222462466357,0.9819281967677459,0.4405035575161419,0.7151222462466357,-0.2583102284407719
physics_informed_pinn,test,160,160,0.5201783526377286,0.6612218432024133,0.984549757645291,0.5201783526377286,0.6612218432024133,-0.07577521384922137
naive_zero_delta,holdout,72,72,0.10940058000108029,0.12636011550990178,0.9555802865732538,0.10940058000108029,0.12636011550990178,-2.9933251273287693
ridge_raw_only,holdout,72,72,0.6421315873190441,0.7703235147493508,-0.6508287906267618,0.6421315873190441,0.7703235147493508,-147.4092440487973
ridge_raw_plus_latent,holdout,72,72,0.8023221745123718,0.9330153296588449,-1.4217721615075765,0.8023221745123718,0.9330153296588449,-216.71692969523784
elastic_raw_plus_latent_plus_history,holdout,72,72,0.3522990829039448,0.4039598390178578,0.5460248248947139,0.3522990829039448,0.4039598390178578,-39.812295579553286
ridge_raw_plus_latent_plus_history,holdout,72,72,0.43151147055734046,0.6056290474062674,-0.020396869305784993,0.43151147055734046,0.6056290474062674,-90.73351522778803
gbdt_raw_plus_latent_plus_history,holdout,72,72,0.5367595135710691,0.5712639605323971,0.0921180602714825,0.5367595135710691,0.5712639605323971,-80.6184410677195
random_forest_raw_plus_latent_plus_history,holdout,72,72,0.5047146292059188,0.583043650426011,0.054290255352325456,0.5047146292059188,0.583043650426011,-84.01915467530446
