epoch,train_loss,valid_mae
1,7218.2907307942705,71.97038269042969
2,7071.6275634765625,71.09767150878906
3,6709.527099609375,68.99620056152344
4,5895.8022867838545,60.128787994384766
5,4734.806376139323,51.424591064453125
6,3563.5882873535156,41.74501419067383
7,2485.9925537109375,31.572710037231445
8,1598.1916529337566,21.44786834716797
9,944.6093571980795,12.234221458435059
10,522.3004951477051,4.282316207885742
11,288.01778411865234,2.055048942565918
12,173.0908940633138,6.137429237365723
13,130.0409917831421,8.736400604248047
14,116.83821678161621,10.402259826660156
15,111.82694816589355,11.205413818359375
16,107.61500708262126,11.391660690307617
17,92.44235388437907,9.112859725952148
18,69.60383001963298,6.4020586013793945
19,52.40681687990824,5.077213764190674
