epoch,train_loss,valid_mae
1,7080.5693766276045,72.25691986083984
2,6786.01708984375,69.8365478515625
3,5672.486673990886,57.94285202026367
4,3994.3275451660156,44.96609878540039
5,2540.909434000651,31.741008758544922
6,1388.9364318847656,18.757699966430664
7,643.4400100708008,7.400361061096191
8,258.4891611735026,1.597832202911377
9,108.23433128992717,6.546329498291016
10,66.61959314346313,9.21591854095459
11,58.896819750467934,10.367874145507812
12,57.96229521433512,10.734296798706055
13,57.733929793039955,10.784514427185059
14,57.52312342325846,10.777040481567383
15,57.36508067448934,10.652050971984863
16,56.4776554107666,10.597603797912598
