epoch,train_loss,valid_mae
1,7102.9744059244795,72.87943267822266
2,6905.928629557292,72.33776092529297
3,6470.859313964844,70.94971466064453
4,5558.68701171875,59.43922805786133
5,4514.032847086589,51.96274948120117
6,3546.4095865885415,44.006954193115234
7,2655.5262654622397,35.67986297607422
8,1870.6744232177734,27.279504776000977
9,1236.9473393758137,19.21308708190918
10,761.8457438151041,11.799270629882812
11,441.7555389404297,5.410986423492432
12,247.90144284566244,1.3968652486801147
13,143.63015476862589,3.699833869934082
14,92.25444380442302,6.466283798217773
15,70.79767719904582,8.260737419128418
16,62.88204272588094,9.369043350219727
17,60.12379105885824,10.086249351501465
18,59.22936725616455,10.459440231323242
19,59.00655698776245,10.605527877807617
20,59.350563844045006,10.75333309173584
