,corr_with_next_latent_delta_flight_1_pct,abs_corr
duration_stress_index,-0.0641093351435811,0.0641093351435811
prev2_latent_filter_pct,-0.06403315215919714,0.06403315215919714
rolling_flight_frac_5,-0.06380041722336231,0.06380041722336231
degradation_stress_proxy,0.06300033574603413,0.06300033574603413
_filterpy_pred_state_pct,-0.06035219512637028,0.06035219512637028
prev_observed_soh_pct,0.06014433255605204,0.06014433255605204
prev_latent_filter_pct,-0.05953501795810797,0.05953501795810797
rolling_stress_index_mean_5,0.05647085381007715,0.05647085381007715
cap_est_delta_raw,0.05547107536215484,0.05547107536215484
instant_stress_index,0.05505500212291362,0.05505500212291362
score_soc_edge,0.05469225322263751,0.05469225322263751
cap_est_span_raw,0.05383678525494907,0.05383678525494907
latent_soh_filter_pct,-0.05362105896432964,0.05362105896432964
latent_soh_filterpy_filter_pct,-0.05362105896432964,0.05362105896432964
rolling_soc_mean_5,0.05300478222102944,0.05300478222102944
current_abs_mean_a,0.04753790493183258,0.04753790493183258
estimation_reset_risk,0.04688056023080379,0.04688056023080379
soc_stress_index,0.043684547191175094,0.043684547191175094
score_current,0.04285189975750928,0.04285189975750928
score_switch,0.03889793828300624,0.03889793828300624
score_didt,-0.03751160677916031,0.03751160677916031
battery_id,0.03693858485697847,0.03693858485697847
rolling_observed_soh_mean_3,0.035046802600056375,0.035046802600056375
prev2_observed_soh_pct,0.03493687836463277,0.03493687836463277
rolling_current_abs_mean_5,0.0341844118014132,0.0341844118014132
soc_min_pct,0.03270531586868851,0.03270531586868851
current_span_a,-0.030520210628828908,0.030520210628828908
arrhenius_temp_proxy,0.028694049161671183,0.028694049161671183
rolling_soc_span_mean_5,0.023988188439459466,0.023988188439459466
coulomb_gap_abs_pct,0.023366110866587613,0.023366110866587613
soc_span_pct,0.02173601805908897,0.02173601805908897
score_observation_instability,-0.021186751018779454,0.021186751018779454
rolling_sigma_mean_5,0.019690115995978492,0.019690115995978492
rolling_condition_mean_5,0.019690115995978034,0.019690115995978034
avg_cell_temp_min_c,-0.01943006793009702,0.01943006793009702
kalman_coulomb_gap_span_pct,0.018579911719666595,0.018579911719666595
event_ah,0.017391005753386896,0.017391005753386896
flag_new_est_batt_cap_any,0.01703072263198221,0.01703072263198221
_filterpy_pred_var_pct2,-0.015262459760848042,0.015262459760848042
voltage_sag_proxy_v,-0.014249897887141282,0.014249897887141282
event_efc,0.01291322640495743,0.01291322640495743
flight_event_flag,-0.012525514267295416,0.012525514267295416
rolling_observed_delta_std_5,-0.011872493297675663,0.011872493297675663
observed_soh_slope_pct_per_day_1,0.011853153878907322,0.011853153878907322
rolling_stress_index_max_5,0.009306438510635116,0.009306438510635116
p95_abs_dcurrent_a_per_s,0.009254568959241727,0.009254568959241727
rolling_observed_soh_std_3,-0.009226330028431472,0.009226330028431472
observed_soh_span_pct,0.007968134738110547,0.007968134738110547
score_gap,0.006991060105946962,0.006991060105946962
throughput_stress_proxy,-0.00697125217999956,0.00697125217999956
current_rms_proxy_a,0.006787948540674439,0.006787948540674439
charge_event_flag,-0.006748926277801887,0.006748926277801887
score_dtemp,0.004917391047236728,0.004917391047236728
kalman_coulomb_gap_mean_pct,0.004444556630019128,0.004444556630019128
p95_abs_dtemp_c_per_min,0.0039223196138531025,0.0039223196138531025
condition_multiplier,0.0022933607095488363,0.0022933607095488363
measurement_sigma_pct,0.002293360709548492,0.002293360709548492
p95_abs_current_a,-0.0016503545443463136,0.0016503545443463136
score_event_type,-0.000534607902546802,0.000534607902546802
