,corr_with_next_latent_delta_flight_1_pct,abs_corr
rolling_gap_days_mean_5,-0.3244484219259933,0.3244484219259933
latent_filter_delta_1,0.2774355871105853,0.2774355871105853
latent_soh_smooth_std_pct,-0.2659708055751653,0.2659708055751653
rolling_observed_delta_mean_5,0.254901228160791,0.254901228160791
rolling_current_abs_max_5,-0.24814651283400238,0.24814651283400238
storage_stress_proxy,-0.23837360239883254,0.23837360239883254
delta_days,-0.23032252108183993,0.23032252108183993
prev_delta_days,-0.2245695032374761,0.2245695032374761
latent_filter_delta_2,0.22232315786913617,0.22232315786913617
time_since_prev_event_days,-0.21953589407423316,0.21953589407423316
next_latent_soh_smooth_flight_1_pct,0.21107703916505002,0.21107703916505002
cumulative_flight_count,-0.18511922140883078,0.18511922140883078
cumulative_event_count,-0.15197332718618495,0.15197332718618495
observed_soh_delta_1,0.14538634426758307,0.14538634426758307
rolling_latent_filter_delta_mean_5,0.14286851551634597,0.14286851551634597
cumulative_ah,-0.14134084619006476,0.14134084619006476
rolling_latent_filter_delta_std_5,-0.14118684005695595,0.14118684005695595
avg_cell_temp_mean_c,0.14112866003319988,0.14112866003319988
cumulative_efc,-0.14097048384136424,0.14097048384136424
observed_soh_delta_2,0.13162349659535746,0.13162349659535746
avg_cell_temp_max_c,0.11838715750985573,0.11838715750985573
current_temp_stress_index,0.10145503375791486,0.10145503375791486
soc_max_pct,0.09484591098881061,0.09484591098881061
rolling_temp_span_mean_5,0.09396881125637065,0.09396881125637065
rolling_temp_mean_5,0.09348645241224705,0.09348645241224705
voltage_max_v,0.08948981625333408,0.08948981625333408
soc_mean_pct,0.08901986620346466,0.08901986620346466
observed_soh_pct,0.08766366859926145,0.08766366859926145
flag_rst_coulomb_any,0.081276391189366,0.081276391189366
thermal_severity_proxy,0.07907054212985429,0.07907054212985429
n_rows,-0.07819010399334471,0.07819010399334471
internal_resistance_proxy_ohm,-0.07631792106183653,0.07631792106183653
avg_cell_temp_span_c,0.07550201815964742,0.07550201815964742
event_duration_s,-0.07120466103722484,0.07120466103722484
observed_soh_iqr_pct,-0.06822070304227601,0.06822070304227601
voltage_mean_v,0.0672941495478866,0.0672941495478866
soc_edge_stress_proxy,0.0671302563284083,0.0671302563284083
rolling_latent_filter_mean_3,-0.06455216334294399,0.06455216334294399
rolling_duration_mean_5,-0.06441039646118928,0.06441039646118928
