plane_id,battery_id,flight_id,event_datetime,event_type,observed_soh_pct,observed_soh_iqr_pct,observed_soh_span_pct,flag_new_est_batt_cap_any,flag_rst_coulomb_any,n_rows,event_duration_s,avg_cell_temp_mean_c,avg_cell_temp_min_c,avg_cell_temp_max_c,avg_cell_temp_span_c,current_abs_mean_a,p95_abs_current_a,current_span_a,voltage_mean_v,voltage_max_v,soc_mean_pct,soc_min_pct,soc_max_pct,soc_span_pct,kalman_coulomb_gap_mean_pct,kalman_coulomb_gap_span_pct,cap_est_delta_raw,cap_est_span_raw,p95_abs_dtemp_c_per_min,p95_abs_dcurrent_a_per_s,score_current,score_didt,score_dtemp,score_soc_edge,score_observation_instability,score_gap,score_switch,score_event_type,score_missing,sigma_base_pct,rt_profile,condition_multiplier,measurement_sigma_pct_raw,measurement_sigma_pct,measurement_var_pct2,delta_days,process_var_pct2,latent_soh_filterpy_filter_pct,latent_soh_filterpy_smooth_pct,latent_soh_filterpy_smooth_var_pct2,latent_soh_filterpy_smooth_std_pct,latent_soh_filter_pct,latent_soh_smooth_pct,latent_soh_smooth_var_pct2,latent_soh_smooth_std_pct,_filterpy_pred_var_pct2,_filterpy_pred_state_pct,latent_soh_monotone_pct,residual_pct,standardized_residual,resid_abs_mean_last_5_events,resid_std_last_5_events,resid_max_pos_last_5_events,resid_max_neg_last_5_events,resid_outlier_count_last_5_events,resid_abs_mean_last_30d,resid_std_last_30d,resid_outlier_count_last_30d,condition_multiplier_last_5_events_mean,score_switch_last_5_events_sum,score_observation_instability_last_5_events_mean
166,1,4575,2023-05-16 11:00:00,charge,100.0,0.0,0.0,0,1,15745,3148.7737939999997,19.366211495712925,18.0,21.0,3.0,7.9284852334074305,23.9,24.7,399.97120355668466,404.0,92.91400444585582,77.0,100.0,23.0,-0.16042807240393755,2.5500000000000114,0.0,0.0,0.0,0.5004249859207565,0.5974999999999999,0.1332716050633177,0.0,1.0,0.0,1.3070856144807932,0.5,0.75,0.0,0.5,instability_focused,2.049946443908822,1.024973221954411,1.024973221954411,1.0505701057236063,0.0001,4e-08,99.96881056373432,94.659830404456,0.021042416089910088,0.14506004305083495,99.96881056373432,94.659830404456,0.021042416089910088,0.14506004305083495,100.00000004,97.0,94.659830404456,5.340169595543998,5.210057668981248,5.340169595543998,0.0,5.340169595543998,5.340169595543998,1.0,5.340169595543998,0.0,1.0,2.049946443908822,0.5,0.0
166,1,4576,2023-05-16 12:44:00,other,100.0,0.0,0.0,0,1,9638,1927.385601,21.98153143805769,0.0,25.0,25.0,39.18631458808882,54.1,70.2,362.91128864909734,401.9,68.76488898111641,29.0,100.0,71.0,-0.8754586013695791,1.7600000000000051,9611.0,9611.0,0.0,6.453239826291262,0.45083333333333336,0.6597582560023899,0.0,1.0,0.0,1.0550917202739183,0.5,0.25,0.0,0.5,instability_focused,1.9931783285885953,0.9965891642942977,0.9965891642942977,0.9931899623888066,0.07222222222222222,2.8888888888888888e-05,99.98476189579134,94.65968288283692,0.021014695833586616,0.1449644640371792,99.98476189579134,94.65968288283692,0.021014695833586616,0.1449644640371792,1.039676764827463,99.96881056373432,94.65968288283692,5.340317117163082,5.3585944022827645,5.34024335635354,7.37608095420228e-05,5.340317117163082,5.340169595543998,2.0,5.34024335635354,0.00010431353722594745,2.0,2.021562386248709,1.0,0.0
166,1,4577,2023-05-16 13:00:00,charge,97.0,3.0,3.0,1,1,18774,3754.5833190000003,24.59475870885267,0.0,25.0,25.0,19.859816767870463,27.8,28.700000000000003,384.9566954298498,403.9,70.74986683711516,29.0,100.0,71.0,-1.070711622456589,0.8500000000000014,9519.0,9611.0,0.0,0.5006408202492283,0.6950000000000001,0.13331885005960264,0.0,1.0,3.0,0.6391423244913185,1.5,0.75,0.0,0.5,instability_focused,5.740742234910185,2.8703711174550923,2.8703711174550923,8.239030351920395,0.011111111111111112,4.444444444444445e-06,99.81143066268376,94.6596362897177,0.021010619098604966,0.1449504022022877,99.81143066268376,94.6596362897177,0.021010619098604966,0.1449504022022877,0.5079553657375007,99.98476189579134,94.6596362897177,2.340363710282304,0.8153523062053734,4.3402834743297944,1.4141568282694073,5.340317117163082,2.340363710282304,3.0,4.3402834743297944,1.7319813227663525,3.0,3.261289002469201,2.5,1.0
166,1,4578,2023-05-16 14:35:00,other,97.0,0.0,0.0,0,1,11409,2281.582631,23.50258567797353,23.0,25.0,2.0,31.840792356911212,37.3,70.4,365.0436760452274,400.5,66.6214392146551,29.0,100.0,71.0,-0.2382662810062233,1.0900000000000176,0.0,0.0,0.0,5.486243248166033,0.3108333333333333,0.6141138878094984,0.0,1.0,0.0,0.5926532562012534,0.5,0.25,0.0,0.5,instability_focused,1.8565617621354837,0.9282808810677419,0.9282808810677419,0.8617053941559031,0.06597222222222222,2.6388888888888892e-05,98.80767392704713,94.65935214709339,0.020986546462092803,0.14486734090916698,98.80767392704713,94.65935214709339,0.020986546462092803,0.14486734090916698,0.47848374675144295,99.81143066268376,94.65935214709339,2.3406478529066135,2.5214866541410577,3.840374568973999,1.4998687916507332,5.340317117163082,2.340363710282304,4.0,3.840374568973999,1.7318993012173391,4.0,2.9101071923857713,3.0,0.75
166,1,4579,2023-05-16 15:00:00,charge,96.0,1.0,1.0,1,1,20922,4184.178628,25.281665232769335,24.0,26.0,2.0,17.670700697830032,27.6,28.7,388.0081588758245,404.5,74.65347481120352,29.0,100.0,71.0,-0.42291272344900105,0.3000000000000256,-16.0,16.0,0.0,0.5006909535160364,0.6900000000000001,0.13332982299483814,0.0,1.0,1.0,0.234582544689813,1.5,0.75,0.0,0.5,instability_focused,3.65858247353693,1.829291236768465,1.829291236768465,3.3463064289179005,0.017361111111111112,6.944444444444445e-06,98.57127149631752,94.65925850954434,0.020980549304732754,0.1448466406401362,98.57127149631752,94.65925850954434,0.020980549304732754,0.1448466406401362,0.30765906085578804,98.80767392704713,94.65925850954434,1.340741490455656,0.7329294884854657,3.3404479532703304,1.6731382483494779,5.340317117163082,1.340741490455656,4.0,3.3404479532703304,1.8706254295321787,4.0,3.0598022486160033,4.5,0.8
166,1,4580,2023-05-16 19:11:00,other,96.0,0.0,0.0,0,1,11247,2249.382045,26.68969502978572,25.0,29.0,4.0,33.295874455410335,45.5,71.1,368.05402329510093,401.6,69.46439050413444,27.0,100.0,73.0,0.010462345514359164,0.8500000000000085,0.0,0.0,0.0,6.0085998148342,0.37916666666666665,0.6395544719465969,0.0,1.0,0.0,0.42709246910287607,0.5,0.25,0.0,0.5,instability_focused,1.8456210548765615,0.9228105274382807,0.9228105274382807,0.8515792695509179,0.17430555555555555,6.972222222222223e-05,97.93191689795519,94.65829045343061,0.020921194693534678,0.1446416077535599,97.93191689795519,94.65829045343061,0.020921194693534678,0.1446416077535599,0.2818242971184212,98.57127149631752,94.65829045343061,1.3417095465693905,1.4539382751668126,2.5407559434754092,1.469386947651592,5.340317117163082,1.340741490455656,3.0,3.0073248854868404,1.8615094595050707,4.0,3.018937170809551,4.5,0.8
166,1,4581,2023-05-16 20:00:00,charge,97.0,1.0,1.0,1,1,19540,3907.76897,26.80813715455476,24.0,29.0,5.0,19.09348004094166,27.9,29.1,386.4244472876152,403.9,72.17057318321392,27.0,100.0,73.0,0.3389477993858751,0.960000000000008,25.0,25.0,0.0,0.500748619185453,0.6975,0.1333424441338546,0.0,1.0,1.0,0.547789559877179,1.5,0.75,0.0,0.5,instability_focused,3.7231014008022068,1.8615507004011034,1.8615507004011034,3.4653710101638384,0.034027777777777775,1.3611111111111111e-05,97.87824897736736,94.65808002531728,0.020910272415138792,0.14460384647421656,97.87824897736736,94.65808002531728,0.020910272415138792,0.14460384647421656,0.21176142639906378,97.93191689795519,94.65808002531728,2.3419199746827246,1.258047913590598,1.9410765149793376,0.4897766638180436,2.3419199746827246,1.340741490455656,3.0,2.9122670410862526,1.7178280413544469,5.0,3.3649217852522733,5.5,1.0
166,1,4582,2023-05-16 21:19:00,other,97.0,0.0,97.0,0,1,13917,2783.582473,23.50901774807789,23.0,24.0,1.0,26.285118919307322,40.5,71.2,367.19669468994755,401.8,66.70122871308472,29.0,100.0,71.0,0.05089961917079833,0.8000000000000185,0.0,0.0,0.0,3.9934208398393087,0.3375,0.5282014656910586,0.0,1.0,0.0,0.4101799238341689,0.5,0.25,0.0,0.5,instability_focused,1.8095512779050456,0.9047756389525228,0.9047756389525228,0.8186189568419459,0.05486111111111111,2.1944444444444445e-05,97.70609520705058,94.65772593346874,0.020892924424502496,0.1445438494869377,97.70609520705058,94.65772593346874,0.020892924424502496,0.1445438494869377,0.19958829696890995,97.87824897736736,94.65772593346874,2.3422740665312602,2.58878993387019,1.941458586229129,0.49008864162512744,2.3422740665312602,1.340741490455656,3.0,2.8410179192668785,1.6031165883162763,6.0,2.5786835938512453,4.5,0.4
166,1,4583,2023-05-16 22:00:00,charge,97.0,0.0,97.0,1,1,5727,1145.193014,23.261568011175136,0.0,24.0,24.0,19.64159245678366,27.8,28.9,359.9504277981491,372.7,37.24358302776323,29.0,51.0,22.0,-0.6607263837960539,0.4200000000000088,9528.0,9528.0,0.0,0.5004716946568575,0.6950000000000001,0.13328182993553608,0.0,0.0,0.0,0.3421452767592152,1.5,0.75,0.0,0.5,instability_focused,2.5813354213389506,1.2906677106694753,1.2906677106694753,1.6658231393647844,0.02847222222222222,1.138888888888889e-05,97.64405078683671,94.65750957781518,0.020884500550872848,0.14451470704005473,97.64405078683671,94.65750957781518,0.020884500550872848,0.14451470704005473,0.1604765229281919,97.70609520705058,94.65750957781518,2.3424904221848237,1.8149446234846638,1.941827100084771,0.4903892672269635,2.3424904221848237,1.340741490455656,3.0,2.78562597514665,1.508757552931793,7.0,2.723638325691939,5.5,0.4
166,1,4584,2023-05-17 11:30:00,charge,96.0,1.0,1.0,0,0,17948,3589.3697740000002,19.024570982839315,18.0,21.0,3.0,14.088366391798528,24.6,25.4,395.1971751727212,403.9,83.54880766659238,51.0,100.0,49.0,-0.8120169378203699,1.8500000000000085,-28.0,28.0,0.0,0.5003652666451124,0.615,0.13325853162844958,0.0,1.0,1.0,1.0874033875640783,0.0,0.75,0.0,0.5,instability_focused,2.6103823838385054,1.3051911919192527,1.3051911919192527,1.7035240474635995,0.5625,0.00022500000000000002,97.5137792057693,94.65291883807515,0.020723408951084946,0.14395627444152945,97.5137792057693,94.65291883807515,0.020723408951084946,0.14395627444152945,0.1466004885016788,97.64405078683671,94.65291883807515,1.347081161924848,1.0320948917407242,1.9430950343786093,0.48883922707259203,2.3424904221848237,1.3417095465693905,3.0,2.64177149382447,1.4934399102561273,7.0,2.513998307752254,4.0,0.4
