plane_id,battery_id,flight_id,event_datetime,event_type,observed_soh_pct,observed_soh_iqr_pct,observed_soh_span_pct,flag_new_est_batt_cap_any,flag_rst_coulomb_any,n_rows,event_duration_s,avg_cell_temp_mean_c,avg_cell_temp_min_c,avg_cell_temp_max_c,avg_cell_temp_span_c,current_abs_mean_a,p95_abs_current_a,current_span_a,voltage_mean_v,voltage_max_v,soc_mean_pct,soc_min_pct,soc_max_pct,soc_span_pct,kalman_coulomb_gap_mean_pct,kalman_coulomb_gap_span_pct,cap_est_delta_raw,cap_est_span_raw,p95_abs_dtemp_c_per_min,p95_abs_dcurrent_a_per_s,score_current,score_didt,score_dtemp,score_soc_edge,score_observation_instability,score_gap,score_switch,score_event_type,score_missing,sigma_base_pct,rt_profile,condition_multiplier,measurement_sigma_pct_raw,measurement_sigma_pct,measurement_var_pct2,delta_days,process_var_pct2,latent_soh_filterpy_filter_pct,latent_soh_filterpy_smooth_pct,latent_soh_filterpy_smooth_var_pct2,latent_soh_filterpy_smooth_std_pct,latent_soh_filter_pct,latent_soh_smooth_pct,latent_soh_smooth_var_pct2,latent_soh_smooth_std_pct,_filterpy_pred_var_pct2,_filterpy_pred_state_pct,latent_soh_monotone_pct,residual_pct,standardized_residual,resid_abs_mean_last_5_events,resid_std_last_5_events,resid_max_pos_last_5_events,resid_max_neg_last_5_events,resid_outlier_count_last_5_events,resid_abs_mean_last_30d,resid_std_last_30d,resid_outlier_count_last_30d,condition_multiplier_last_5_events_mean,score_switch_last_5_events_sum,score_observation_instability_last_5_events_mean,battery_id_str,next_latent_soh_smooth_pct,next_observed_soh_pct,next_delta_latent_pct,prev_observed_soh_pct,prev_latent_filter_pct,prev2_latent_filter_pct,prev_delta_days,time_since_prev_event_days,latent_filter_delta_1,latent_filter_delta_2,observed_soh_delta_1,latent_filter_slope_pct_per_day_1,rolling_latent_filter_mean_3,rolling_latent_filter_std_3,rolling_latent_filter_delta_mean_5,rolling_latent_filter_delta_std_5,rolling_current_abs_mean_5,rolling_current_abs_max_5,rolling_temp_mean_5,rolling_temp_span_mean_5,rolling_soc_mean_5,rolling_soc_span_mean_5,rolling_duration_mean_5,rolling_measurement_sigma_mean_5,rolling_condition_multiplier_mean_5,rolling_gap_days_mean_5,current_temp_stress_index,soc_stress_index,rolling_stress_index_mean_5
166,1,4575,2023-05-16 11:00:00,charge,100.0,0.0,0.0,0,1,15745,3148.7737939999997,19.366211495712925,18.0,21.0,3.0,7.9284852334074305,23.9,24.7,399.97120355668466,404.0,92.91400444585582,77.0,100.0,23.0,-0.1604280724039375,2.5500000000000114,0.0,0.0,0.0,0.5004249859207565,0.5974999999999999,0.1332716050633177,0.0,1.0,0.0,1.3070856144807932,0.5,0.75,0.0,0.55,balanced,2.344184326369565,1.2893013795032608,1.2893013795032608,1.6622980471890114,0.0001,2.5000000000000004e-07,99.95094647450335,96.54535914917038,0.0481362103138669,0.2193996588736339,99.95094647450335,96.54535914917038,0.0481362103138669,0.2193996588736339,100.00000025,97.0,96.54535914917038,3.4546408508296196,2.6794672725477233,3.4546408508296196,0.0,3.4546408508296196,3.4546408508296196,1.0,3.4546408508296196,0.0,1.0,2.344184326369565,0.5,0.0,1,96.54498309197342,100.0,-3.405963382529933,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,153.54472187080515,2137.022102254684,
166,1,4576,2023-05-16 12:44:00,other,100.0,0.0,0.0,0,1,9638,1927.385601,21.98153143805769,0.0,25.0,25.0,39.18631458808882,54.1,70.2,362.91128864909734,401.9,68.76488898111641,29.0,100.0,71.0,-0.8754586013695791,1.7600000000000051,9611.0,9611.0,0.0,6.453239826291262,0.4508333333333333,0.6597582560023899,0.0,1.0,0.0,1.0550917202739185,0.5,0.25,0.0,0.55,balanced,2.3058474851497976,1.2682161168323889,1.2682161168323889,1.6083721189934237,0.0722222222222222,0.0001805555555555,99.97567683580652,96.54498309197342,0.0479662661544855,0.2190120228537363,99.97567683580652,96.54498309197342,0.0479662661544855,0.2190120228537363,1.6352980761976397,99.95094647450335,96.54498309197342,3.455016908026579,2.724312411875147,3.4548288794280992,0.0001880285984796,3.455016908026579,3.4546408508296196,2.0,3.4548288794280992,0.0002659125940839,2.0,2.325015905759681,1.0,0.0,1,96.544865566319,97.0,-3.4308112694875206,100.0,99.95094647450335,,0.0001,0.07222222222222222,0.02473036130317041,,0.0,0.3424203872746673,99.95094647450335,0.0,,0.0,7.9284852334074305,23.9,19.366211495712925,3.0,92.91400444585582,23.0,3148.7737939999997,1.2893013795032608,2.344184326369565,,861.375206059693,4882.307117659266,2290.566824125489
166,1,4577,2023-05-16 13:00:00,charge,97.0,3.0,3.0,1,1,18774,3754.583319,24.59475870885267,0.0,25.0,25.0,19.859816767870463,27.8,28.700000000000003,384.9566954298498,403.9,70.74986683711516,29.0,100.0,71.0,-1.070711622456589,0.8500000000000014,9519.0,9611.0,0.0,0.5006408202492283,0.6950000000000001,0.1333188500596026,0.0,1.0,3.0,0.6391423244913185,1.5,0.75,0.0,0.55,balanced,5.192570237371237,2.855913630554181,2.855913630554181,8.156242665185161,0.0111111111111111,2.7777777777777782e-05,99.70658913683496,96.544865566319,0.0479417738527649,0.2189561002867127,99.70658913683496,96.544865566319,0.0479417738527649,0.2189561002867127,0.8108894479621415,99.97567683580652,96.544865566319,0.4551344336810103,0.1593656155465363,2.4549307308457364,1.41406953105097,3.455016908026579,0.4551344336810103,2.0,2.4549307308457364,1.731874405945785,2.0,3.2808673496301997,2.5,1.0,1,96.5441585542954,97.0,-3.162430582539571,100.0,99.97567683580652,99.95094647450335,0.0722222222222222,0.011111111111111112,-0.2690876989715605,0.02473036130317041,-3.0,-24.217892907440444,99.96331165515494,0.017487006178665183,0.02473036130317041,0.0,23.557399910748124,54.1,20.67387146688531,14.0,80.83944671348613,47.0,2538.0796975,1.2787587481678249,2.325015905759681,0.07222222222222222,488.4474014078003,5023.2405454351765,4017.1245739222236
166,1,4578,2023-05-16 14:35:00,other,97.0,0.0,0.0,0,1,11409,2281.582631,23.50258567797353,23.0,25.0,2.0,31.840792356911212,37.3,70.4,365.0436760452274,400.5,66.6214392146551,29.0,100.0,71.0,-0.2382662810062233,1.0900000000000176,0.0,0.0,0.0,5.486243248166033,0.3108333333333333,0.6141138878094984,0.0,1.0,0.0,0.5926532562012534,0.5,0.25,0.0,0.55,balanced,2.078858198650842,1.1433720092579631,1.1433720092579631,1.3072995515545918,0.0659722222222222,0.0001649305555555,98.7302092265022,96.5441585542954,0.0477982499101703,0.2186281086918385,98.7302092265022,96.5441585542954,0.0477982499101703,0.2186281086918385,0.7377263971163434,99.70658913683496,96.5441585542954,0.4558414457046069,0.3986816556760414,1.955158409560454,1.4996704965937255,3.455016908026579,0.4551344336810103,2.0,1.955158409560454,1.7316703298082543,2.0,2.9803650618853603,3.0,0.75,1,96.54395736441283,96.0,-2.186251862089364,97.0,99.70658913683496,99.97567683580652,0.0111111111111111,0.06597222222222222,-0.976379910332767,-0.2690876989715605,0.0,-14.799863903991415,99.87773748238162,0.14873370441854672,-0.12217866883419504,0.20776074285533996,22.324872196455573,54.1,21.980833880874428,17.666666666666668,77.47625342136247,55.0,2943.580904666667,1.8044770422966103,3.2808673496301997,0.041666666666666664,748.3409504228705,4730.122184240512,4515.312364895808
166,1,4579,2023-05-16 15:00:00,charge,96.0,1.0,1.0,1,1,20922,4184.178628,25.281665232769335,24.0,26.0,2.0,17.670700697830032,27.6,28.7,388.0081588758245,404.5,74.65347481120352,29.0,100.0,71.0,-0.422912723449001,0.3000000000000256,-16.0,16.0,0.0,0.5006909535160364,0.6900000000000001,0.1333298229948381,0.0,1.0,1.0,0.234582544689813,1.5,0.75,0.0,0.55,balanced,3.4687066926048793,1.907788680932684,1.907788680932684,3.6396576510948697,0.0173611111111111,4.3402777777777786e-05,98.4170043743929,96.54395736441283,0.0477636416226839,0.2185489455995704,98.4170043743929,96.54395736441283,0.0477636416226839,0.2185489455995704,0.4716410315252097,98.7302092265022,96.54395736441283,-0.5439573644128473,-0.2851245370356827,1.6729182005309329,1.6728723869316766,3.455016908026579,-0.5439573644128473,2.0,1.6729182005309329,1.87032818743078,2.0,3.0780333880292643,4.5,0.8,1,96.5420025441658,96.0,-1.8750018302271059,97.0,98.7302092265022,99.70658913683496,0.0659722222222222,0.017361111111111112,-0.31320485210929405,-0.976379910332767,-1.0,-18.040599481495338,99.47082506638122,0.6553517484101623,-0.4069124160003857,0.5145893347726923,24.70385223656948,54.1,22.361271830149203,13.75,74.76254986968563,59.0,2778.08133625,1.6392007840369485,2.9803650618853603,0.04976851851851852,446.74473947100233,5300.39671159545,4756.100057337701
166,1,4580,2023-05-16 19:11:00,other,96.0,0.0,0.0,0,1,11247,2249.382045,26.68969502978572,25.0,29.0,4.0,33.295874455410335,45.5,71.1,368.05402329510093,401.6,69.46439050413444,27.0,100.0,73.0,0.0104623455143591,0.8500000000000085,0.0,0.0,0.0,6.0085998148342,0.3791666666666666,0.6395544719465969,0.0,1.0,0.0,0.427092469102876,0.5,0.25,0.0,0.55,balanced,2.0735328628428342,1.140443074563559,1.140443074563559,1.3006104063199833,0.1743055555555555,0.0004357638888888,97.82917207688804,96.5420025441658,0.0474271727712435,0.2177778059657218,97.82917207688804,96.5420025441658,0.0474271727712435,0.2177778059657218,0.4179709568968147,98.4170043743929,96.5420025441658,-0.5420025441658112,-0.4752561142722818,1.090390539198171,1.469014216815421,3.455016908026579,-0.5439573644128473,1.0,1.4844322578034124,1.861019900520136,2.0,3.023903095323918,4.5,0.8,1,96.54165637680585,97.0,-1.2875157000821957,96.0,98.4170043743929,98.7302092265022,0.0173611111111111,0.17430555555555555,-0.5878322975048604,-0.31320485210929405,0.0,-3.3724243362828648,98.95126757924335,0.6726123039078198,-0.3834855250276128,0.4227647878633406,23.297221928821592,54.1,22.94535051067323,11.4,74.74073485798921,61.4,3059.3007946,1.6929183634160956,3.0780333880292643,0.041666666666666664,888.6567349649346,5070.900506801814,4954.308336083452
166,1,4581,2023-05-16 20:00:00,charge,97.0,1.0,1.0,1,1,19540,3907.76897,26.80813715455476,24.0,29.0,5.0,19.09348004094166,27.9,29.1,386.4244472876152,403.9,72.17057318321392,27.0,100.0,73.0,0.3389477993858751,0.960000000000008,25.0,25.0,0.0,0.500748619185453,0.6975,0.1333424441338546,0.0,1.0,1.0,0.547789559877179,1.5,0.75,0.0,0.55,balanced,3.5664238456166957,1.9615331150891828,1.9615331150891828,3.847612161591474,0.0340277777777777,8.506944444444446e-05,97.76616745284292,96.54165637680585,0.0473675937106333,0.217640974337631,97.76616745284292,96.54165637680585,0.0473675937106333,0.217640974337631,0.3164025785916335,97.82917207688804,96.54165637680585,0.4583436231941675,0.2336660134199817,0.4910558822316886,0.4896152557969669,0.4583436231941675,-0.5439573644128473,0.0,1.337848167144949,1.7173139064665492,2.0,3.276018367417298,5.5,1.0,1,96.54108193203442,97.0,-1.2250855208085056,96.0,97.82917207688804,98.4170043743929,0.1743055555555555,0.034027777777777775,-0.06300462404512075,-0.5878322975048604,1.0,-1.851564461734161,98.32546189259438,0.45744071279961007,-0.42435487952306233,0.3773580131350402,28.370699773222174,54.1,24.41004721748779,11.6,70.05081206964493,71.4,2879.4224447999995,1.6631467024281552,3.023903095323918,0.06819444444444445,511.86063169531786,5268.451842374616,5688.106419611703
166,1,4582,2023-05-16 21:19:00,other,97.0,0.0,97.0,0,1,13917,2783.582473,23.50901774807789,23.0,24.0,1.0,26.28511891930732,40.5,71.2,367.1966946899475,401.8,66.70122871308472,29.0,100.0,71.0,0.0508996191707983,0.8000000000000185,0.0,0.0,0.0,3.9934208398393087,0.3375,0.5282014656910586,0.0,1.0,0.0,0.4101799238341689,0.5,0.25,0.0,0.55,balanced,2.003084563426674,1.101696509884671,1.101696509884671,1.213735199892065,0.0548611111111111,0.0001371527777777,97.61738413146996,96.54108193203442,0.0472748293522699,0.2174277566279658,97.61738413146996,96.54108193203442,0.0472748293522699,0.2174277566279658,0.2924978876234325,97.76616745284292,96.54108193203442,0.458918067965584,0.4165557972164448,0.4918126090886033,0.4902330505221383,0.458918067965584,-0.5439573644128473,0.0,1.2279819047475282,1.6025849922176276,2.0,2.638121232628385,4.5,0.4,1,96.5407568888206,97.0,-1.0766272426493657,97.0,97.76616745284292,97.82917207688804,0.0340277777777777,0.05486111111111111,-0.14878332137296013,-0.06300462404512075,0.0,-2.711999781988134,98.00411463470795,0.3589580038328207,-0.44190187659272057,0.35247455524622834,24.35213286379274,45.5,25.375368360787203,7.6,70.73194891006442,71.8,3275.4991185999997,1.8018101020795139,3.276018367417298,0.060555555555555564,617.9373271843338,4735.787238629015,5695.432449681899
166,1,4583,2023-05-16 22:00:00,charge,97.0,0.0,97.0,1,1,5727,1145.193014,23.261568011175136,0.0,24.0,24.0,19.64159245678366,27.8,28.9,359.9504277981491,372.7,37.24358302776323,29.0,51.0,22.0,-0.6607263837960539,0.4200000000000088,9528.0,9528.0,0.0,0.5004716946568575,0.6950000000000001,0.133281829935536,0.0,0.0,0.0,0.3421452767592152,1.5,0.75,0.0,0.55,balanced,2.553456315001979,1.4044009732510885,1.4044009732510885,1.9723420936686045,0.0284722222222222,7.118055555555557e-05,97.55146366198852,96.5407568888206,0.047232185604342,0.2173296703267688,97.55146366198852,96.5407568888206,0.047232185604342,0.2173296703267688,0.235768420939661,97.61738413146996,96.5407568888206,0.4592431111794042,0.327002843152614,0.4924929421835628,0.4907875325060502,0.4592431111794042,-0.5439573644128473,0.0,1.142566483239959,1.5082164157825542,2.0,2.7330408558986123,5.5,0.4,1,96.53400787000362,96.0,-1.0174557919849008,97.0,97.61738413146996,97.76616745284292,0.0548611111111111,0.02847222222222222,-0.06592046948144059,-0.14878332137296013,0.0,-2.315255513494499,97.73757455373364,0.10875062696721019,-0.4178410010730005,0.37084780138133167,25.637193294080113,45.5,25.158220168632248,2.8,69.92222128525833,71.8,3081.2989494,1.450966677945612,2.638121232628385,0.06930555555555555,456.8942387812576,819.3588266107911,5663.839773475973
166,1,4584,2023-05-17 11:30:00,charge,96.0,1.0,1.0,0,0,17948,3589.369774,19.024570982839315,18.0,21.0,3.0,14.088366391798528,24.6,25.4,395.1971751727212,403.9,83.54880766659238,51.0,100.0,49.0,-0.8120169378203699,1.8500000000000083,-28.0,28.0,0.0,0.5003652666451124,0.615,0.1332585316284495,0.0,1.0,1.0,1.0874033875640785,0.0,0.75,0.0,0.55,balanced,2.787024428920603,1.5328634359063318,1.5328634359063318,2.349670313138565,0.5625,0.00140625,97.42306642251674,96.53400787000362,0.0464494395010836,0.2155213202935701,97.42306642251674,96.53400787000362,0.0464494395010836,0.2155213202935701,0.2120007731910501,97.55146366198852,96.53400787000362,-0.5340078700036202,-0.3483727626968144,0.4905030433017174,0.4883565690840001,0.4592431111794042,-0.5420025441658112,0.0,1.081710621916325,1.4926368233509866,2.0,2.596704403161757,4.0,0.4,1,96.53313473870264,96.0,-0.8899316838140976,97.0,97.55146366198852,97.61738413146996,0.0284722222222222,0.5625,-0.12839723947178072,-0.06592046948144059,-1.0,-0.2282617590609435,97.64500508210047,0.10998462227587429,-0.2357491129027352,0.22147654270204598,23.197353314054602,45.5,25.11001663527257,7.2,64.04665004787996,62.0,2854.021026,1.503172470744237,2.7330408558986123,0.06180555555555556,268.0251264530189,4093.8915756630267,4823.397759621706
