feature,importance_mean,importance_std
latent_soh_filter_pct,0.020654262857929772,0.0026524416389131483
observed_soh_pct,0.014772959329370217,0.0010171328434662235
prev2_latent_filter_pct,0.011806491733109326,0.003415552798399491
rolling_duration_mean_5,0.005463024086819601,0.0031196979396331498
latent_soh_filter_std_pct,0.004977378347992012,0.0012909749039721411
prev_delta_days,0.0049198260146178,0.0024354873491571516
rolling_latent_filter_mean_3,0.004404891775471498,0.002691002117648706
latent_filter_delta_1,0.004145118705435635,0.0019325607899407004
kalman_coulomb_gap_mean_pct,0.0038617839864400596,0.002740450540425778
latent_filter_delta_2,0.0025558331507835597,0.004769609314228035
instant_stress_index,0.002498823697423802,0.0002303888211251172
duration_stress_index,0.0024634301154556225,0.0009145949266033696
rolling_observed_soh_std_3,0.0021650464235043465,0.0022514966266836854
soc_min_pct,0.0017136300597977439,0.0011972852613922516
soc_edge_stress_proxy,0.0016901651361360237,0.000902308116368751
current_temp_stress_index,0.0016881654821922609,0.00042287944998695875
voltage_max_v,0.0016756603630846633,0.0018536043629035959
rolling_gap_days_mean_5,0.0016508071535784375,0.0020746771624205315
rolling_sigma_mean_5,0.0015084349207655557,0.0006981970253215755
avg_cell_temp_mean_c,0.0014497651733448968,0.00476492852555417
score_current,0.0012727881076712855,0.00023202783857831109
thermal_severity_proxy,0.0012721116378901164,0.0005576466609303113
current_abs_mean_a,0.0012658736630778654,0.000896804969439618
_filterpy_pred_state_pct,0.001226107458775072,0.0008180477428526259
soc_stress_index,0.0010829406525359353,0.0003031005429613239
current_rms_proxy_a,0.0009725268666014308,0.0002870609601146215
measurement_sigma_pct,0.0008856140343318053,0.0004991111113532038
degradation_stress_proxy,0.0008456971566110028,0.000555120246353683
throughput_stress_proxy,0.0006111458793201408,0.0003829137541520526
voltage_sag_proxy_v,0.0006069081822277945,0.00011716589383810815
coulomb_gap_abs_pct,0.0004819624998526173,0.0007335000383842224
arrhenius_temp_proxy,0.0004387912855375653,0.00025759193269253637
current_span_a,0.0003968318171659213,0.0006673448422697525
internal_resistance_proxy_ohm,0.00022527168821140364,0.0007764595548807681
rolling_soc_span_mean_5,0.00019817187449842067,0.00018828499215791208
soc_span_pct,0.00012955436358392803,0.00020504428384118416
avg_cell_temp_min_c,0.00011829828598077796,2.3296402925141536e-05
soc_max_pct,0.00011003413589651955,0.00027433300823721384
avg_cell_temp_max_c,5.356415396464698e-05,0.0003153066229424442
battery_1,3.558193064012727e-05,0.0003750360715805961
rolling_condition_mean_5,0.0,0.0
rolling_flight_frac_5,0.0,0.0
event_type_charge,0.0,0.0
event_type_flight,0.0,0.0
event_type_other,0.0,0.0
prev_latent_filter_pct,0.0,0.0
flag_new_est_batt_cap_any,0.0,0.0
condition_multiplier,0.0,0.0
flight_event_flag,0.0,0.0
charge_event_flag,0.0,0.0
estimation_reset_risk,0.0,0.0
battery_2,0.0,0.0
cumulative_event_count,0.0,0.0
flag_rst_coulomb_any,0.0,0.0
plane_166,0.0,0.0
cumulative_flight_count,0.0,0.0
cumulative_efc,0.0,0.0
score_observation_instability,0.0,0.0
latent_soh_filterpy_filter_pct,0.0,0.0
score_dtemp,0.0,0.0
score_didt,0.0,0.0
event_efc,0.0,0.0
cumulative_ah,0.0,0.0
time_above_40c_proxy_min,0.0,0.0
p95_abs_dtemp_c_per_min,0.0,0.0
score_event_type,0.0,0.0
score_switch,-4.166606788515992e-05,8.539002924673156e-05
score_soc_edge,-4.620382642777088e-05,8.575067273857077e-05
rolling_stress_index_mean_5,-0.00010123241234714087,0.0007404113655338477
prev2_observed_soh_pct,-0.00012728271372361988,0.0003066546823208794
soc_mean_pct,-0.00013150801517785026,0.00022588592491216695
p95_abs_dcurrent_a_per_s,-0.00013768817136918798,0.0003491167575700001
observed_soh_delta_2,-0.0001731413225599887,0.00026400477468650855
voltage_mean_v,-0.00023370404358411535,0.00013560258646048805
observed_soh_span_pct,-0.00024881105316589827,0.0008669836465436991
observed_soh_slope_pct_per_day_1,-0.0002665869389065989,0.00011523880753397168
avg_cell_temp_span_c,-0.00036194753218934397,0.0005997538349671665
event_duration_s,-0.000364027657045618,0.0005833851009494983
rolling_observed_delta_std_5,-0.000372518778071651,0.001311039628886344
cap_est_span_raw,-0.0004800539524487668,0.0004112194400008982
rolling_soc_mean_5,-0.0004992489520442511,0.00037050924873301925
