model,eval_split,n,level_mae,level_rmse,level_r2,delta_mae,delta_rmse,delta_r2
random_forest_with_latent,test,215,0.3672380971894923,0.6405605901162925,0.9843222066321695,0.3672380971894923,0.6405605901162925,-0.22396757490705732
random_forest_with_latent,holdout,94,0.7023865566308191,0.8447985000786024,-0.22909241799009972,0.7023865566308191,0.8447985000786024,-99.75594291223968
random_forest_no_latent,train,774,0.1939933212152031,0.4226721999209936,0.997841227189855,0.1939933212152031,0.4226721999209936,0.9683817010133862
random_forest_no_latent,valid,111,0.04702400109376898,0.06835126797336853,0.9978664067581762,0.04702400109376898,0.06835126797336853,0.1842925467478359
random_forest_no_latent,test,215,0.3295928782096289,0.5899779070596736,0.9867004789011841,0.3295928782096289,0.5899779070596736,-0.038295518050674326
random_forest_no_latent,holdout,94,0.4592420274894235,0.7484014659239313,0.035399394085464664,0.4592420274894235,0.7484014659239313,-78.07399163812886
gam_spline_with_latent,train,774,0.3737992531057161,0.5306149011548551,0.9965978108518962,0.3737992531057161,0.5306149011548551,0.9501700997954785
gam_spline_with_latent,valid,111,0.9771231092450436,1.3888908782426272,0.11904296650373292,0.9771231092450436,1.3888908782426272,-335.80422497193774
gam_spline_with_latent,test,215,2.928047285888639,3.748641638472584,0.4630765714952385,2.928047285888639,3.748641638472584,-40.91768900630031
gam_spline_with_latent,holdout,94,1.7517586952660482,1.9442174652114184,-5.509804582294071,1.7517586952660482,1.9442174652114184,-532.6470140593942
gam_spline_no_latent,train,774,0.3758835178044838,0.5363121387232022,0.9965243596980959,0.3758835178044838,0.5363121387232022,0.9490943031526566
gam_spline_no_latent,valid,111,0.9940429269633817,1.3842213547234328,0.12495665561997593,0.9940429269633817,1.3842213547234328,-333.543325286948
gam_spline_no_latent,test,215,3.2064229062069654,4.214593902932879,0.3213029303459237,3.2064229062069654,4.214593902932879,-51.98597748746703
gam_spline_no_latent,holdout,94,1.6449817014444261,1.828124949133514,-4.755592297886034,1.6449817014444261,1.828124949133514,-470.8197919894765
lstm_sequence_with_latent,train,736,9.866787706059439,12.237355626223808,-0.8675930887611523,9.866787706059439,12.237355626223808,-24.41620798527175
lstm_sequence_with_latent,valid,111,0.7729414441141477,0.9417067502868577,0.5950048306984084,0.7729414441141477,0.9417067502868577,-153.8362507222996
lstm_sequence_with_latent,test,215,3.0628949654398334,4.720298065639666,0.14865938761260633,3.0628949654398334,4.720298065639666,-65.46428360905759
lstm_sequence_with_latent,holdout,56,2.792102485242025,2.8011057756237614,-40.44572821134516,2.792102485242025,2.8011057756237614,-2222.328300381432
gru_sequence_with_latent,train,736,9.439919725223351,11.542253935672289,-0.661454090969839,9.439919725223351,11.542253935672289,-21.610847613535256
gru_sequence_with_latent,valid,111,0.9141765210200541,1.0230454298925054,0.5220215513614753,0.9141765210200541,1.0230454298925054,-181.73894733331466
gru_sequence_with_latent,test,215,3.6968672259625195,5.370345419792477,-0.10196790473985118,3.6968672259625195,5.370345419792477,-85.03079223874809
gru_sequence_with_latent,holdout,56,6.170571816165923,6.182489448233761,-200.90520935749214,6.170571816165923,6.182489448233761,-10830.069577782688
lstm_sequence_no_latent,train,736,9.999526180520126,12.468810779203658,-0.9389078302385263,9.999526180520126,12.468810779203658,-25.386735405143046
lstm_sequence_no_latent,valid,111,0.058625509366711036,0.08077312019651842,0.9970204395885239,0.058625509366711036,0.08077312019651842,-0.13913448328071132
lstm_sequence_no_latent,test,215,0.40516975198293714,0.6681437670444271,0.9829429333027065,0.40516975198293714,0.6681437670444271,-0.33164764139274183
lstm_sequence_no_latent,holdout,56,0.05747163795345373,0.0758755080779993,0.9695894705631397,0.05747163795345373,0.0758755080779993,-0.6313524612663508
gru_sequence_no_latent,train,736,9.697309148235018,12.094053393888158,-0.8241093066303709,9.697309148235018,12.094053393888158,-23.824434082662535
gru_sequence_no_latent,valid,111,0.13618599716467283,0.1673935078524316,0.9872033675286123,0.13618599716467283,0.1673935078524316,-3.8923610549670906
gru_sequence_no_latent,test,215,0.3531891531104405,0.6014405504534555,0.9861786674439675,0.3531891531104405,0.6014405504534555,-0.07903341329290425
gru_sequence_no_latent,holdout,56,0.15058945397567897,0.16596294784981103,0.8545066857013328,0.15058945397567897,0.16596294784981103,-6.804891291739192
physics_hybrid_with_latent,train,774,0.34596167589184434,0.6264409680998697,0.9952580182848272,0.34596167589184434,0.6264409680998697,0.930546931592434
physics_hybrid_with_latent,valid,111,0.06690645374794149,0.10137949701250717,0.9953062631202433,0.06690645374794149,0.10137949701250717,-0.7944920715765758
physics_hybrid_with_latent,test,215,0.37650035068689136,0.662893063701342,0.9832099706836457,0.37650035068689136,0.662893063701342,-0.3107999947954685
physics_hybrid_with_latent,holdout,94,0.06395048448679636,0.09176693434248043,0.9854972380544709,0.06395048448679636,0.09176693434248043,-0.1888767949956629
physics_hybrid_no_latent,train,774,0.34824707399482874,0.6476158191338512,0.994932024950171,0.34824707399482874,0.6476158191338512,0.9257722954313866
physics_hybrid_no_latent,valid,111,0.07186374024739489,0.11369743748569883,0.9940963605066184,0.07186374024739489,0.11369743748569883,-1.2570575504583203
physics_hybrid_no_latent,test,215,0.4535913101418677,0.8918079626595581,0.9696116446387004,0.4535913101418677,0.8918079626595581,-1.3724232578102127
physics_hybrid_no_latent,holdout,94,0.06268711606626348,0.09240718907682637,0.985294161549029,0.06268711606626348,0.09240718907682637,-0.20552417194602146
physics_informed_with_latent,train,774,0.7746212684185005,1.762171861248371,0.9624771259986376,0.7746212684185005,1.762171861248371,0.45042412826551115
physics_informed_with_latent,valid,111,0.22260517644107758,0.2675855450455418,0.9673002995415139,0.22260517644107758,0.2675855450455418,-11.50162817365325
physics_informed_with_latent,test,215,0.5196700935988846,0.7205196424724696,0.9801639061365061,0.5196700935988846,0.7205196424724696,-0.5486066905019567
physics_informed_with_latent,holdout,94,0.2713716856177709,0.34658194891566163,0.7931335077003079,0.2713716856177709,0.34658194891566163,-15.95806449012765
physics_informed_no_latent,train,774,1.0388827568175967,2.178687284815705,0.9426426116340518,1.0388827568175967,2.178687284815705,0.15991944778843314
physics_informed_no_latent,valid,111,0.2535864423262478,0.3115637906691979,0.9556684991959273,0.2535864423262478,0.3115637906691979,-15.948654931445986
physics_informed_no_latent,test,215,0.47089283013784594,0.6989694616301025,0.9813327257406353,0.47089283013784594,0.6989694616301025,-0.45735677651179873
physics_informed_no_latent,holdout,94,0.4789728087369015,0.5627749429983329,0.45455900427697493,0.4789728087369015,0.5627749429983329,-43.7130102038486
