model,eval_split,n,level_mae,level_rmse,level_r2,delta_mae,delta_rmse,delta_r2
naive_zero_delta,train,774,0.874454149150261,2.483999672782226,0.9254405596466885,0.874454149150261,2.483999672782226,-0.0920290760968625
naive_zero_delta,valid,111,0.09117686297249382,0.1184931906764163,0.9935878265156851,0.09117686297249382,0.1184931906764163,-1.4514783793703079
naive_zero_delta,test,215,0.3850705733215434,0.6927334787121856,0.9816643268437825,0.3850705733215434,0.6927334787121856,-0.43146863086955345
naive_zero_delta,holdout,94,0.1105549064388501,0.1387436122177956,0.9668484173857418,0.1105549064388501,0.1387436122177956,-1.7176304372577311
ridge_raw_only,train,774,1.0905721884051254,1.974903040784119,0.9528706849594117,1.0905721884051254,1.974903040784119,0.3097241326253374
ridge_raw_only,valid,111,0.5746454398890352,0.7251544773731398,0.7598516861587437,0.5746454398890352,0.7251544773731398,-90.81261247284739
ridge_raw_only,test,215,0.8913876040050751,1.1374325109032493,0.9505671352230711,0.8913876040050751,1.1374325109032493,-2.859230837030654
ridge_raw_only,holdout,94,0.6488165050835139,0.773800125070583,-0.03118327992164094,0.6488165050835139,0.773800125070583,-83.53216549308972
ridge_raw_plus_latent,train,774,1.0388531594294557,1.9259231410320432,0.9551794198259858,1.0388531594294557,1.9259231410320432,0.343538839272145
ridge_raw_plus_latent,valid,111,0.684161729114579,0.8434576011465437,0.6751035329379221,0.684161729114579,0.8434576011465437,-123.21321202315768
ridge_raw_plus_latent,test,215,1.3883266183914673,1.6263381081500137,0.8989383971554783,1.3883266183914673,1.6263381081500137,-6.889893816539477
ridge_raw_plus_latent,holdout,94,0.8372507165616119,0.9634231220445659,-0.5984991204115131,0.8372507165616119,0.9634231220445659,-130.03838553070065
ridge_raw_only_no_latent,train,774,1.0905721884051254,1.974903040784119,0.9528706849594117,1.0905721884051254,1.974903040784119,0.3097241326253374
ridge_raw_only_no_latent,valid,111,0.5746454398890352,0.7251544773731398,0.7598516861587437,0.5746454398890352,0.7251544773731398,-90.81261247284739
ridge_raw_only_no_latent,test,215,0.8913876040050751,1.1374325109032493,0.9505671352230711,0.8913876040050751,1.1374325109032493,-2.859230837030654
ridge_raw_only_no_latent,holdout,94,0.6488165050835139,0.773800125070583,-0.03118327992164094,0.6488165050835139,0.773800125070583,-83.53216549308972
elastic_with_latent,train,774,1.0807983730243325,2.189163453875898,0.9420896820105247,1.0807983730243325,2.189163453875898,0.1518210068255499
elastic_with_latent,valid,111,0.2274337696509155,0.27594843808022235,0.9652244220472567,0.2274337696509155,0.27594843808022235,-12.295269956403098
elastic_with_latent,test,215,0.41329597464513207,0.5423736011378126,0.9887601221626465,0.41329597464513207,0.5423736011378126,0.12250112652550393
elastic_with_latent,holdout,94,0.35525922482127276,0.4033617005260404,0.7198003490551415,0.35525922482127276,0.4033617005260404,-21.969615320543824
elastic_no_latent,train,774,1.0807864378094454,2.1891394891935776,0.942090949887325,1.0807864378094454,2.1891394891935776,0.151839576685037
elastic_no_latent,valid,111,0.22741553620267002,0.2759376555708998,0.9652271396612447,0.22741553620267002,0.2759376555708998,-12.294230968304683
elastic_no_latent,test,215,0.41329956839204673,0.5423785744081072,0.9887599160345948,0.41329956839204673,0.5423785744081072,0.12248503407896993
elastic_no_latent,holdout,94,0.35530647895120454,0.40342624522930415,0.7197106685015011,0.35530647895120454,0.40342624522930415,-21.976966963602287
ridge_with_latent,train,774,0.9589046652057799,1.4962437350723399,0.9729476958917814,0.9589046652057799,1.4962437350723399,0.6037805203257918
ridge_with_latent,valid,111,0.4937915084950881,0.6679663870597535,0.7962358892342455,0.4937915084950881,0.6679663870597535,-76.90233892700607
ridge_with_latent,test,215,1.4505470303151662,1.711228270680262,0.8881128019951883,1.4505470303151662,1.711228270680262,-7.73504958204753
ridge_with_latent,holdout,94,0.5159009762991608,0.7272885911738752,0.0890557030121264,0.5159009762991608,0.7272885911738752,-73.67546804464935
ridge_no_latent,train,774,1.0043294930123259,1.5622436555880317,0.9705084831623151,1.0043294930123259,1.5622436555880317,0.5680547797523567
ridge_no_latent,valid,111,0.4250617808232887,0.5800455745632044,0.8463464100769942,0.4250617808232887,0.5800455745632044,-57.74427049272568
ridge_no_latent,test,215,1.1898546868396849,1.5582275849295493,0.9072260000554474,1.1898546868396849,1.5582275849295493,-6.2428794704975195
ridge_no_latent,holdout,94,0.5264998997524409,0.6699534417068312,0.2270213183689992,0.5264998997524409,0.6699534417068312,-62.3656141546703
gbdt_with_latent,train,774,0.05182640885983184,0.07702508505672973,0.9999283091145985,0.05182640885983184,0.07702508505672973,0.9989499849921275
gbdt_with_latent,valid,111,0.16539265649866686,0.2120670826310092,0.9794616760414746,0.16539265649866686,0.2120670826310092,-6.852135825081677
gbdt_with_latent,test,215,0.7329590525631074,1.0171702628791042,0.96046772434072,0.7329590525631074,1.0171702628791042,-2.0862904258280794
gbdt_with_latent,holdout,94,0.7349034976823294,0.906530984529167,-0.41528393328871904,0.7349034976823294,0.906530984529167,-115.01915779468818
gbdt_no_latent,train,774,0.05226762129201549,0.08045500711568379,0.99992178217667,0.05226762129201549,0.08045500711568379,0.9988543887006046
gbdt_no_latent,valid,111,0.1191730044472352,0.1612420647616379,0.9881265978463131,0.1191730044472352,0.1612420647616379,-3.5393950647986907
gbdt_no_latent,test,215,0.6810001708856024,0.9924364739978628,0.9623669047968262,0.6810001708856024,0.9924364739978628,-1.938021135460922
gbdt_no_latent,holdout,94,0.4135074307271473,0.7423442200766251,0.050950347969786036,0.4135074307271473,0.7423442200766251,-76.7991883777184
random_forest_with_latent,train,774,0.1962528237162716,0.4294909029885316,0.9977710131315132,0.1962528237162716,0.4294909029885316,0.9673533162388117
random_forest_with_latent,valid,111,0.04652738065625079,0.07234116144765035,0.9976100466149025,0.04652738065625079,0.07234116144765035,0.0862818877871494
