corr_with_next_latent_delta_flight_1_pct,abs_corr
0.3559263431403367,0.3559263431403367
0.34323804043806894,0.34323804043806894
0.337745277258234,0.337745277258234
0.31745824177806187,0.31745824177806187
0.3104334355369835,0.3104334355369835
0.3018378189993532,0.3018378189993532
0.30092305736328145,0.30092305736328145
0.2902256297243013,0.2902256297243013
0.25093128151577854,0.25093128151577854
-0.2128436848307693,0.2128436848307693
-0.20852422646040777,0.20852422646040777
0.20478787304336596,0.20478787304336596
-0.1924087933121364,0.1924087933121364
0.18873581557350386,0.18873581557350386
0.18229278001912466,0.18229278001912466
-0.17838586855301958,0.17838586855301958
-0.17650189415828102,0.17650189415828102
0.17458343305174906,0.17458343305174906
0.1696861319406596,0.1696861319406596
0.16654154135224492,0.16654154135224492
-0.16012793431448102,0.16012793431448102
0.15877515213057125,0.15877515213057125
-0.15849963850898818,0.15849963850898818
-0.15686763500278458,0.15686763500278458
0.15524633735448307,0.15524633735448307
-0.1536281092171795,0.1536281092171795
0.1512774698086195,0.1512774698086195
-0.1492771540352344,0.1492771540352344
-0.14333814436097495,0.14333814436097495
0.138563231970132,0.138563231970132
0.13533059024468697,0.13533059024468697
0.1296160067326527,0.1296160067326527
-0.11989678602595812,0.11989678602595812
0.11644026737866935,0.11644026737866935
-0.11462436276779402,0.11462436276779402
-0.1104996161323544,0.1104996161323544
0.10413276741035402,0.10413276741035402
0.10235762720091185,0.10235762720091185
-0.09743765363467051,0.09743765363467051
0.09599749513981379,0.09599749513981379
0.09163640629490817,0.09163640629490817
0.09057324053254692,0.09057324053254692
-0.08995653759853588,0.08995653759853588
-0.0874477672574173,0.0874477672574173
0.08454212720519061,0.08454212720519061
0.08251541252947722,0.08251541252947722
0.0816294470417389,0.0816294470417389
0.08154000932496189,0.08154000932496189
-0.0712734330017041,0.0712734330017041
0.06317666452364344,0.06317666452364344
0.06175435868432737,0.06175435868432737
-0.05772232474819095,0.05772232474819095
0.05559550615244823,0.05559550615244823
0.0507536475142728,0.0507536475142728
0.043986010845563125,0.043986010845563125
0.042934792004967096,0.042934792004967096
0.042118964498687315,0.042118964498687315
0.04138383095392949,0.04138383095392949
0.04087698750663792,0.04087698750663792
0.04007534138093352,0.04007534138093352
-0.03687874770832232,0.03687874770832232
0.036252173476837166,0.036252173476837166
0.034779462523042204,0.034779462523042204
0.028062272332835096,0.028062272332835096
0.027649909073832173,0.027649909073832173
0.02756442315481315,0.02756442315481315
0.027181899736759683,0.027181899736759683
0.02693799998253643,0.02693799998253643
0.026871535700135993,0.026871535700135993
0.02588217718558503,0.02588217718558503
0.025310055449099304,0.025310055449099304
0.019806543694678377,0.019806543694678377
-0.01964524177852141,0.01964524177852141
0.014958099489154945,0.014958099489154945
0.014078708326016338,0.014078708326016338
-0.013761180307804311,0.013761180307804311
-0.013128424375446208,0.013128424375446208
-0.012392323114500383,0.012392323114500383
-0.011933973894215326,0.011933973894215326
-0.011088399434677149,0.011088399434677149
0.010849624691203364,0.010849624691203364
-0.010773436433619166,0.010773436433619166
-0.01058134343740091,0.01058134343740091
0.010072620835261713,0.010072620835261713
-0.009335403301613641,0.009335403301613641
0.009317655669400514,0.009317655669400514
-0.00893656420062422,0.00893656420062422
-0.008190957906438909,0.008190957906438909
-0.008190957906438909,0.008190957906438909
0.00741705510819735,0.00741705510819735
0.007145510579550711,0.007145510579550711
0.0066744081797530394,0.0066744081797530394
0.006267975028613292,0.006267975028613292
0.0056635099209872385,0.0056635099209872385
-0.004209314496922661,0.004209314496922661
-0.002838407243698118,0.002838407243698118
-0.00209742447188445,0.00209742447188445
0.0020905619603696236,0.0020905619603696236
