feature,coef,abs_coef
rolling_current_abs_max_5,-0.7549326931570909,0.7549326931570909
latent_soh_filter_std_pct,-0.5143086141757237,0.5143086141757237
rolling_latent_filter_delta_mean_5,-0.4392837760985918,0.4392837760985918
rolling_temp_mean_5,0.42412533097892946,0.42412533097892946
rolling_soc_mean_5,0.4134487588058154,0.4134487588058154
avg_cell_temp_mean_c,0.3940304327407013,0.3940304327407013
voltage_max_v,0.3600619291133417,0.3600619291133417
rolling_current_abs_mean_5,0.3388817665833475,0.3388817665833475
voltage_mean_v,0.3066451624155739,0.3066451624155739
cumulative_flight_count,-0.30370980417937377,0.30370980417937377
cumulative_ah,-0.2890473087460069,0.2890473087460069
cumulative_efc,-0.24977562575332624,0.24977562575332624
rolling_flight_frac_5,0.2404899119878052,0.2404899119878052
cumulative_event_count,-0.20737294048368277,0.20737294048368277
flag_rst_coulomb_any,0.20668887238503492,0.20668887238503492
score_soc_edge,-0.2038801319467182,0.2038801319467182
score_gap,0.19544132239078046,0.19544132239078046
soc_edge_stress_proxy,-0.18562868102533497,0.18562868102533497
soc_max_pct,0.17166853533800375,0.17166853533800375
rolling_latent_filter_delta_std_5,-0.15087850383985318,0.15087850383985318
p95_abs_dcurrent_a_per_s,0.1499720022587622,0.1499720022587622
internal_resistance_proxy_ohm,0.14878987906231764,0.14878987906231764
current_abs_mean_a,-0.14377742734067311,0.14377742734067311
time_since_prev_event_days,-0.1408643900643312,0.1408643900643312
throughput_stress_proxy,0.13557299498845451,0.13557299498845451
current_span_a,-0.125885953527196,0.125885953527196
soc_mean_pct,0.12424092939910109,0.12424092939910109
rolling_gap_days_mean_5,0.11992105015012615,0.11992105015012615
cap_est_span_raw,0.1174837770345937,0.1174837770345937
prev_latent_filter_pct,-0.1159432400717666,0.1159432400717666
current_temp_stress_index,0.11520589948741282,0.11520589948741282
rolling_latent_filter_mean_3,-0.1134369088890309,0.1134369088890309
avg_cell_temp_max_c,0.11197358837412355,0.11197358837412355
thermal_severity_proxy,-0.11123670549935885,0.11123670549935885
_filterpy_pred_state_pct,-0.10824673724218872,0.10824673724218872
latent_soh_filter_pct,-0.10752546871497974,0.10752546871497974
latent_soh_filterpy_filter_pct,-0.1075254687149795,0.1075254687149795
arrhenius_temp_proxy,-0.10693142765453727,0.10693142765453727
event_ah,-0.103567551836146,0.103567551836146
flight_event_flag,0.10118987225457807,0.10118987225457807
event_type_flight,0.10118987225457626,0.10118987225457626
observed_soh_delta_1,0.10104098157517771,0.10104098157517771
score_event_type,-0.10062139348275088,0.10062139348275088
rolling_sigma_mean_5,0.0943348162895439,0.0943348162895439
rolling_condition_mean_5,0.09433481628954225,0.09433481628954225
observed_soh_iqr_pct,-0.09399134832745987,0.09399134832745987
duration_stress_index,-0.09281782221128773,0.09281782221128773
event_type_charge,-0.09139531028888388,0.09139531028888388
charge_event_flag,-0.09139531028888188,0.09139531028888188
rolling_soc_span_mean_5,0.08919931228208211,0.08919931228208211
storage_stress_proxy,0.08860120721658898,0.08860120721658898
_filterpy_pred_var_pct2,0.08655147031062525,0.08655147031062525
latent_filter_delta_2,-0.08400578662337965,0.08400578662337965
prev2_latent_filter_pct,-0.08377318604268338,0.08377318604268338
cap_est_delta_raw,0.08263678208748,0.08263678208748
rolling_observed_delta_mean_5,0.07929539756332828,0.07929539756332828
degradation_stress_proxy,-0.07771404841394859,0.07771404841394859
soc_span_pct,0.07766092559630687,0.07766092559630687
p95_abs_current_a,-0.07758527997139746,0.07758527997139746
prev_delta_days,-0.07425156818126079,0.07425156818126079
prev2_observed_soh_pct,0.07403045131046586,0.07403045131046586
n_rows,-0.07287898211649715,0.07287898211649715
observed_soh_pct,0.07189222179737524,0.07189222179737524
current_rms_proxy_a,-0.07175457617127563,0.07175457617127563
observed_soh_slope_pct_per_day_1,-0.06968896044450631,0.06968896044450631
voltage_sag_proxy_v,-0.06667089741638568,0.06667089741638568
delta_days,-0.06583393026014038,0.06583393026014038
observed_soh_span_pct,0.06182516326599156,0.06182516326599156
latent_filter_delta_1,-0.059075496074282925,0.059075496074282925
estimation_reset_risk,0.05884698433596878,0.05884698433596878
instant_stress_index,0.05457561177955678,0.05457561177955678
avg_cell_temp_min_c,0.04983324255810998,0.04983324255810998
score_current,0.04676965152891444,0.04676965152891444
condition_multiplier,0.040571931126173834,0.040571931126173834
measurement_sigma_pct,0.040571931126173376,0.040571931126173376
event_efc,0.04031715357218868,0.04031715357218868
score_didt,0.040306306336238266,0.040306306336238266
soc_stress_index,0.03988040280981055,0.03988040280981055
rolling_temp_span_mean_5,0.03723586950634152,0.03723586950634152
rolling_stress_index_mean_5,0.037032108798051334,0.037032108798051334
prev_observed_soh_pct,0.03701719956215185,0.03701719956215185
coulomb_gap_abs_pct,-0.03677810542939861,0.03677810542939861
score_switch,0.03497873603838338,0.03497873603838338
soc_min_pct,0.0283085690498353,0.0283085690498353
rolling_duration_mean_5,0.026487664987386347,0.026487664987386347
event_duration_s,-0.02628858776579974,0.02628858776579974
rolling_observed_soh_std_3,0.02576221118695977,0.02576221118695977
p95_abs_dtemp_c_per_min,-0.02498647224587934,0.02498647224587934
flag_new_est_batt_cap_any,-0.023987639033667723,0.023987639033667723
observed_soh_delta_2,-0.02329008283549169,0.02329008283549169
rolling_observed_soh_mean_3,0.015884197054296608,0.015884197054296608
rolling_observed_delta_std_5,0.01479170517009333,0.01479170517009333
score_dtemp,-0.013326568896741142,0.013326568896741142
battery_2,-0.010671939704891468,0.010671939704891468
battery_1,0.010671939704891326,0.010671939704891326
battery_id,-0.01067193970489027,0.01067193970489027
kalman_coulomb_gap_mean_pct,0.009302653332070825,0.009302653332070825
score_observation_instability,0.005658043961996675,0.005658043961996675
avg_cell_temp_span_c,0.005081982086343844,0.005081982086343844
event_type_other,-0.004729743533989207,0.004729743533989207
kalman_coulomb_gap_span_pct,0.0020575721761318393,0.0020575721761318393
rolling_stress_index_max_5,0.0009667963994254157,0.0009667963994254157
time_above_40c_proxy_min,0.0,0.0
plane_166,0.0,0.0
