epoch,train_loss,valid_mae
1,6488.955139160156,66.36930084228516
2,6281.496907552083,63.750694274902344
3,5484.084411621094,55.82077407836914
4,4320.3281656901045,47.030174255371094
5,3203.655303955078,37.500709533691406
6,2207.7413584391275,27.50745964050293
7,1385.4794667561848,17.924781799316406
8,781.5187962849935,10.044976234436035
9,399.7175483703613,6.807803630828857
10,198.44813013076782,6.143857002258301
11,112.05568313598633,8.864992141723633
12,80.54594802856445,11.091894149780273
13,70.8189565340678,12.322504997253418
14,69.55529928207397,12.954496383666992
15,68.63379621505737,13.211420059204102
16,68.25504398345947,13.263518333435059
17,68.2001535097758,13.308374404907227
18,67.90822347005208,13.276788711547852
