plane_id,battery_id,n_events,switch_event_count,high_noise_event_count,score_current_p50,score_current_p90,score_current_p95,score_current_max,score_didt_p50,score_didt_p90,score_didt_p95,score_didt_max,score_dtemp_p50,score_dtemp_p90,score_dtemp_p95,score_dtemp_max,score_soc_edge_p50,score_soc_edge_p90,score_soc_edge_p95,score_soc_edge_max,score_observation_instability_p50,score_observation_instability_p90,score_observation_instability_p95,score_observation_instability_max,score_gap_p50,score_gap_p90,score_gap_p95,score_gap_max,score_switch_p50,score_switch_p90,score_switch_p95,score_switch_max,score_event_type_p50,score_event_type_p90,score_event_type_p95,score_event_type_max,score_missing_p50,score_missing_p90,score_missing_p95,score_missing_max,condition_multiplier_p50,condition_multiplier_p90,condition_multiplier_p95,condition_multiplier_max,measurement_sigma_pct_p50,measurement_sigma_pct_p90,measurement_sigma_pct_p95,measurement_sigma_pct_max
192,1,49,39,5,0.61,0.6875,0.6930000000000001,0.7625,0.13388244645093017,0.6861872205147957,0.7024723745464394,0.7215587486789117,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.20000000000000284,1.0,1.0,0.517673835125452,1.2226100247679086,1.3195245212088065,1.8860326578462612,0.5,1.5,1.5,1.5,0.75,0.75,0.75,0.75,0.0,0.0,0.0,0.0,2.205716452474908,2.962479188046671,3.3637507582529027,3.70534244336993,1.2131440488611995,1.6293635534256692,1.8500629170390965,2.0379383438534617
192,2,49,39,5,0.6033333333333334,0.668,0.6745,0.765,0.13360843883888163,0.6856735578429772,0.7027926480835942,0.703685757849472,0.0,0.0,0.0,0.0,1.0,1.0,1.6399999999999948,2.0,0.0,0.20000000000000284,1.0,2.0,0.5082301971569095,1.157432299489102,1.2219459048871661,1.9202495394406367,0.5,1.5,1.5,1.5,0.75,0.75,0.75,0.75,0.0,0.0,0.0,0.0,2.252340666358605,2.963742216383259,3.5240933197293893,4.3145749771416515,1.2387873664972329,1.6300582190107926,1.9382513258511644,2.3730162374279087
