epoch,train_loss,valid_mae
1,6916.905375162761,72.61192321777344
2,6700.369852701823,70.00841522216797
3,5874.521586100261,62.09926223754883
4,4669.877187093099,53.30570983886719
5,3510.085174560547,43.767704010009766
6,2455.6524353027344,33.71043014526367
7,1571.5632578531902,23.64617919921875
8,907.401237487793,14.227726936340332
9,473.403995513916,6.213588714599609
10,234.43914381663004,1.4134571552276611
11,123.47117710113525,4.336023330688477
12,81.99791288375854,6.9357123374938965
13,68.81981452306111,8.51097583770752
14,66.04741207758586,9.16794490814209
15,64.8977762858073,9.589768409729004
16,64.30834690729777,9.733792304992676
17,63.89650853474935,9.687047958374023
18,64.33492835362752,9.683574676513672
