model,eval_split,coverage_rows,n,level_mae,level_rmse,level_r2,delta_mae,delta_rmse,delta_r2
naive_zero_delta,train,752,752,4.3204123282697715,5.283851250995792,0.571101773077866,4.3204123282697715,5.283851250995792,-0.43734716011355745
ridge_raw_only,train,752,752,3.0504294236491503,3.9407052118629577,0.7614381569315809,3.0504294236491503,3.9407052118629577,0.20051852369140055
ridge_raw_plus_latent,train,752,752,1.7236430922288406,2.3657124630433413,0.9140240465989705,1.7236430922288406,2.3657124630433413,0.7118726898317054
elastic_raw_plus_latent_plus_history,train,752,752,3.1426050522311435,4.13019969333626,0.7379433499262267,3.1426050522311435,4.13019969333626,0.12178144340803321
ridge_raw_plus_latent_plus_history,train,752,752,1.4543046481927748,1.9304004713451342,0.9427536350761825,1.4543046481927748,1.9304004713451342,0.8081528556540015
gbdt_raw_plus_latent_plus_history,train,752,752,0.07674987451238369,0.10294710985585082,0.9998371898778085,0.07674987451238369,0.10294710985585082,0.9994543818274814
random_forest_raw_plus_latent_plus_history,train,752,752,0.2848207336270511,0.4047591775961756,0.9974832128119577,0.2848207336270511,0.4047591775961756,0.9915656053341542
gam_spline_raw_plus_latent_plus_history,train,752,752,0.37801593985047,0.5264880709895544,0.9957417597974829,0.37801593985047,0.5264880709895544,0.9857295528916223
lstm_sequence,train,752,752,9.81334699741574,12.701912150963844,-1.4785135316031797,9.81334699741574,12.701912150963844,-7.306129898269829
gru_sequence,train,752,752,10.373631701283497,13.14180651226784,-1.65315866351595,10.373631701283497,13.14180651226784,-7.8914102016739545
physics_hybrid_nn,train,752,752,2.148152787521941,2.734991301696587,0.8850881057647629,2.148152787521941,2.734991301696587,0.6149009847217821
physics_informed_pinn,train,752,752,2.9300506174456884,3.8437633627115777,0.7730310906851747,2.9300506174456884,3.8437633627115777,0.23936939637439236
naive_zero_delta,valid,166,166,2.245566702660955,2.292600895706763,-1.1722482392789901,2.245566702660955,2.292600895706763,-23.62423161375341
ridge_raw_only,valid,166,166,0.8559832159791512,1.0626776357298704,0.5332808507904958,0.8559832159791512,1.0626776357298704,-4.290647827857546
ridge_raw_plus_latent,valid,166,166,2.5845172780992747,2.9491808496266265,-2.594639553259102,2.5845172780992747,2.9491808496266265,-39.74821437387427
elastic_raw_plus_latent_plus_history,valid,166,166,0.4136803226535608,0.5521034628534031,0.8740223564262068,0.4136803226535608,0.5521034628534031,-0.4280608530015897
ridge_raw_plus_latent_plus_history,valid,166,166,2.6303030347935543,2.9568408611633976,-2.6133367716683336,2.6303030347935543,2.9568408611633976,-39.960162818953755
gbdt_raw_plus_latent_plus_history,valid,166,166,2.3413430761228926,2.7075585275249012,-2.0297601208339215,2.3413430761228926,2.7075585275249012,-33.344838495203916
random_forest_raw_plus_latent_plus_history,valid,166,166,3.410475114502871,3.845615681038156,-5.112013409906678,3.410475114502871,3.845615681038156,-68.28473049740565
gam_spline_raw_plus_latent_plus_history,valid,166,166,1.3629694954449887,1.6170932928331414,-0.08074364382146992,1.3629694954449887,1.6170932928331414,-11.251123660426982
lstm_sequence,valid,166,166,1.4134569304005442,1.5524431173444586,0.003943598587408781,1.4134569304005442,1.5524431173444586,-10.291123677875046
gru_sequence,valid,166,166,1.415226786118185,1.6601693660518062,-0.13908814007896808,1.415226786118185,1.6601693660518062,-11.912506813260967
physics_hybrid_nn,valid,166,166,0.49104213004438463,0.6330800181429762,0.8343582726994864,0.49104213004438463,0.6330800181429762,-0.8776860692974295
physics_informed_pinn,valid,166,166,0.800050813692135,1.0225762935248468,0.5678405851325374,0.800050813692135,1.0225762935248468,-3.898884636358453
naive_zero_delta,test,136,136,5.958222323908239,7.472062331281727,-0.17836051870493042,5.958222323908239,7.472062331281727,-1.7460963825367162
ridge_raw_only,test,136,136,4.313664871225077,5.38222949815453,0.3886053487377864,4.313664871225077,5.38222949815453,-0.42481745907330626
ridge_raw_plus_latent,test,136,136,4.450615860240893,4.885012815068465,0.4963502467969133,4.450615860240893,4.885012815068465,-0.17372463128394822
elastic_raw_plus_latent_plus_history,test,136,136,4.446821507184421,6.369064046419335,0.14385279545081786,4.446821507184421,6.369064046419335,-0.995198162201965
ridge_raw_plus_latent_plus_history,test,136,136,4.462300981726096,5.096421042621487,0.45181416262453744,4.462300981726096,5.096421042621487,-0.27751322373655807
gbdt_raw_plus_latent_plus_history,test,136,136,6.688085698364467,7.832540831790772,-0.29479956824141484,6.688085698364467,7.832540831790772,-2.0174503931663117
random_forest_raw_plus_latent_plus_history,test,136,136,8.641697991013586,9.616121740417821,-0.9516283424297576,8.641697991013586,9.616121740417821,-3.5481492685215343
gam_spline_raw_plus_latent_plus_history,test,136,136,2.724734375970882,3.9202659493456307,0.6756392682251299,2.724734375970882,3.9202659493456307,0.24409735558445267
lstm_sequence,test,136,136,7.382826909090169,10.68389812220357,-1.4091103139626817,7.382826909090169,10.68389812220357,-4.6142827371505115
gru_sequence,test,136,136,7.089184637701472,9.423308869401062,-0.8741487748079957,7.089184637701472,9.423308869401062,-3.367587923339613
physics_hybrid_nn,test,136,136,3.822853010314471,5.273319845997104,0.4130982045753637,3.822853010314471,5.273319845997104,-0.36773837186196134
physics_informed_pinn,test,136,136,4.314527507744092,5.6913702587919985,0.31635460794853265,4.314527507744092,5.6913702587919985,-0.593193346390904
naive_zero_delta,holdout,48,48,1.3116917847364997,1.3528701313070237,-35.430391752746566,1.3116917847364997,1.3528701313070237,-15.680823851447915
ridge_raw_only,holdout,48,48,0.8756182597023807,1.1948445214988148,-27.416750726477296,0.8756182597023807,1.1948445214988148,-12.011521163868224
ridge_raw_plus_latent,holdout,48,48,1.4181123521525636,1.585706017401994,-49.049180741779864,1.4181123521525636,1.585706017401994,-21.91662339315819
elastic_raw_plus_latent_plus_history,holdout,48,48,2.557368648481818,2.5726407775672087,-130.73765322297103,2.557368648481818,2.5726407775672087,-59.32031175865233
