epoch,train_loss,valid_mae
1,7072.627054850261,72.30616760253906
2,6988.651692708333,71.4150390625
3,6543.233317057292,66.50199890136719
4,5610.433369954427,59.347679138183594
5,4586.059987386067,51.786109924316406
6,3578.334991455078,43.441375732421875
7,2644.3493855794272,34.63356018066406
8,1835.3338826497395,25.780290603637695
9,1185.6370595296223,17.24955940246582
10,717.6264190673828,9.629679679870605
11,414.0664532979329,3.2280960083007812
12,244.74939346313477,2.175504446029663
13,158.6422669092814,5.474809169769287
14,123.40241877237956,7.8693318367004395
15,109.01644039154053,9.354931831359863
16,104.1913874944051,10.212486267089844
17,103.1257266998291,10.667987823486328
18,102.68989562988281,10.99787425994873
19,102.79321670532227,11.007203102111816
20,102.62212498982747,11.048385620117188
