epoch,train_loss,valid_mae
1,7032.9215087890625,71.43278503417969
2,6868.7075602213545,69.59253692626953
3,6441.692220052083,66.2308349609375
4,5616.041341145833,59.190895080566406
5,4433.5536702473955,49.89482116699219
6,3248.262176513672,39.68234634399414
7,2206.9539998372397,29.32343292236328
8,1374.7011820475261,19.356857299804688
9,785.3010991414388,10.344219207763672
10,419.3585840861003,3.000239133834839
11,229.7538324991862,2.7279052734375
12,146.01824442545572,6.450530052185059
13,115.28114191691081,8.768353462219238
14,105.9352814356486,9.94064712524414
15,103.23476982116699,10.585742950439453
16,103.70034408569336,11.018450736999512
17,102.34920279184978,10.970768928527832
18,102.64778327941895,11.054654121398926
19,97.12029552459717,9.798646926879883
