epoch,train_loss,valid_mae
1,7034.041361490886,71.56043243408203
2,6777.240091959636,68.9976806640625
3,5997.629007975261,61.86140441894531
4,4904.1483154296875,53.71773910522461
5,3785.6168518066406,44.6348876953125
6,2722.5413208007812,34.79067611694336
7,1799.2774556477864,24.745454788208008
8,1085.4227549235027,15.240955352783203
9,603.0252304077148,6.900659561157227
10,320.22481473286945,1.5501312017440796
11,184.47581227620444,4.539576530456543
12,128.00572872161865,7.712700843811035
13,110.28787390391032,9.40015983581543
14,104.17887687683105,10.362456321716309
15,102.5515406926473,10.798450469970703
16,102.56063334147136,11.02721118927002
17,102.69567743937175,11.150835990905762
18,102.30700556437175,10.950132369995117
