,corr_with_next_observed_delta_flight_1_pct,abs_corr
next_observed_soh_flight_1_pct,0.2942657653840748,0.2942657653840748
voltage_max_v,0.19995355460319622,0.19995355460319622
internal_resistance_proxy_ohm,-0.1917335433633465,0.1917335433633465
soc_max_pct,0.18265501383446422,0.18265501383446422
avg_cell_temp_mean_c,0.16381475220402356,0.16381475220402356
rolling_stress_index_mean_5,0.15410267059647734,0.15410267059647734
avg_cell_temp_max_c,0.1518557385256949,0.1518557385256949
soc_mean_pct,0.1483518796716559,0.1483518796716559
rolling_latent_filter_delta_mean_5,-0.1411122131755262,0.1411122131755262
latent_filter_delta_1,-0.13637383380079587,0.13637383380079587
score_current,0.1359939579294995,0.1359939579294995
flag_rst_coulomb_any,0.12465780316365278,0.12465780316365278
voltage_mean_v,0.12020843043360195,0.12020843043360195
rolling_soc_mean_5,0.1183047633719024,0.1183047633719024
rolling_soc_span_mean_5,0.11621458392107736,0.11621458392107736
observed_soh_delta_1,-0.11402478741628802,0.11402478741628802
n_rows,-0.10694716306409216,0.10694716306409216
event_duration_s,-0.106057030027454,0.106057030027454
latent_filter_delta_2,-0.10436164221824909,0.10436164221824909
observed_soh_pct,-0.10193446103371553,0.10193446103371553
current_temp_stress_index,0.0996041193782876,0.0996041193782876
rolling_sigma_mean_5,0.09891741539413682,0.09891741539413682
rolling_condition_mean_5,0.09891741539413668,0.09891741539413668
rolling_temp_mean_5,0.09758791600753394,0.09758791600753394
observed_soh_slope_pct_per_day_1,-0.09260940843230862,0.09260940843230862
rolling_stress_index_max_5,0.08808549664643343,0.08808549664643343
latent_soh_smooth_std_pct,-0.0864800269416641,0.0864800269416641
rolling_observed_soh_mean_3,-0.07885906261625782,0.07885906261625782
prev_observed_soh_pct,-0.07880574777863482,0.07880574777863482
soc_edge_stress_proxy,0.078496569489597,0.078496569489597
prev2_observed_soh_pct,-0.07781290802588536,0.07781290802588536
instant_stress_index,0.07610042261952318,0.07610042261952318
current_rms_proxy_a,0.07522943650732902,0.07522943650732902
duration_stress_index,-0.07485347727083531,0.07485347727083531
p95_abs_current_a,0.07248359228026766,0.07248359228026766
soc_stress_index,0.06585439656997517,0.06585439656997517
soc_min_pct,0.06260244783478965,0.06260244783478965
throughput_stress_proxy,0.06212302096262249,0.06212302096262249
score_soc_edge,0.06187967263641816,0.06187967263641816
score_gap,0.06173488741859421,0.06173488741859421
observed_soh_iqr_pct,-0.0615885184597562,0.0615885184597562
rolling_temp_span_mean_5,0.05764832041776802,0.05764832041776802
current_abs_mean_a,0.054411102450143314,0.054411102450143314
current_span_a,0.052977435725661694,0.052977435725661694
storage_stress_proxy,-0.051227010521951756,0.051227010521951756
rolling_observed_delta_mean_5,-0.05113533191498619,0.05113533191498619
prev_delta_days,-0.05079741889120135,0.05079741889120135
rolling_flight_frac_5,0.05060125196566522,0.05060125196566522
delta_days,-0.050560764944729365,0.050560764944729365
rolling_current_abs_max_5,-0.05013086763711411,0.05013086763711411
cumulative_flight_count,-0.0483807533311498,0.0483807533311498
rolling_gap_days_mean_5,-0.047297572346311545,0.047297572346311545
cumulative_ah,-0.04607527777444843,0.04607527777444843
cumulative_efc,-0.044684888680331374,0.044684888680331374
