epoch,train_loss,valid_mae
1,7207.2910563151045,71.73788452148438
2,6998.866963704427,68.7001953125
3,6213.262064615886,61.75657653808594
4,4853.984944661458,51.701690673828125
5,3557.7103169759116,41.38002395629883
6,2437.933522542318,30.780517578125
7,1530.3742065429688,20.407291412353516
8,881.6163991292318,10.912895202636719
9,470.670358022054,3.051304817199707
10,253.74797439575195,3.048309326171875
11,156.9017604192098,7.0573883056640625
12,123.54165649414062,9.458477020263672
13,113.40965874989827,10.668289184570312
14,109.94585863749187,11.250992774963379
15,109.09311103820801,11.67650032043457
16,103.59602228800456,11.514424324035645
17,100.88328425089519,8.060829162597656
18,79.20010884602864,8.599225044250488
