epoch,train_loss,valid_mae
1,7165.064310709636,71.64802551269531
2,6952.957661946614,70.2461166381836
3,6448.4906005859375,66.48226928710938
4,5356.716247558594,55.79823303222656
5,3903.062571207682,43.658451080322266
6,2570.056137084961,31.171234130859375
7,1492.796516418457,18.885589599609375
8,759.3418629964193,8.068561553955078
9,357.78659693400067,1.6277905702590942
10,183.78855737050375,6.083735942840576
11,128.2141087849935,9.431577682495117
12,112.75705591837566,10.77001667022705
13,108.08518028259277,11.560286521911621
14,103.87567138671875,11.742947578430176
15,99.22312355041504,11.808064460754395
16,88.71484692891438,6.218294143676758
17,56.756434281667076,2.518329381942749
