model,eval_split,n,level_mae,level_rmse,level_r2,delta_mae,delta_rmse,delta_r2
naive_zero_delta,train,774,4.151678844937755,6.652544282418828,0.4939213943508586,4.151678844937755,6.652544282418828,-0.1777193300333293
naive_zero_delta,valid,111,0.9650045471949236,0.9955988226822075,0.5273414429077261,0.9650045471949236,0.9955988226822075,-15.524899655585894
naive_zero_delta,test,169,3.705983177344833,5.399998741995504,0.00023932104731372306,3.705983177344833,5.399998741995504,-0.8903539857570766
naive_zero_delta,holdout,48,1.3863933939443027,1.3899098234408758,-11.586006752083687,1.3863933939443027,1.3899098234408758,-196.88115565480254
ridge_raw_only,train,774,3.793305759721376,5.257390567890374,0.6839302644224754,3.793305759721376,5.257390567890374,0.2644592498615824
ridge_raw_only,valid,111,1.1451333061540034,1.3162918907730188,0.1738038105228744,1.1451333061540034,1.3162918907730188,-27.885141127936002
ridge_raw_only,test,169,2.579054409011736,3.5069543894217072,0.5783336257302576,2.579054409011736,3.5069543894217072,0.20271048057665664
ridge_raw_only,holdout,48,1.0279809942329787,1.343487302903449,-10.759310131774008,1.0279809942329787,1.343487302903449,-183.88357144679185
ridge_raw_plus_latent,train,774,3.326899207670127,4.424132971642558,0.7761800609789956,3.326899207670127,4.424132971642558,0.4791380910208506
ridge_raw_plus_latent,valid,111,2.4234943774239057,2.707197897080011,-2.494771489846007,2.4234943774239057,2.707197897080011,-121.18280473791019
ridge_raw_plus_latent,test,169,3.3787662828368443,3.7074987474066394,0.5287289517755126,3.3787662828368443,3.7074987474066394,0.10891764085349098
ridge_raw_plus_latent,holdout,48,0.9989465798815308,1.3423445269668701,-10.73931360288745,0.9989465798815308,1.3423445269668701,-183.56917973200098
ridge_raw_only_no_latent,train,774,3.793305759721376,5.257390567890374,0.6839302644224754,3.793305759721376,5.257390567890374,0.2644592498615824
ridge_raw_only_no_latent,valid,111,1.1451333061540034,1.3162918907730188,0.1738038105228744,1.1451333061540034,1.3162918907730188,-27.885141127936002
ridge_raw_only_no_latent,test,169,2.579054409011736,3.5069543894217072,0.5783336257302576,2.579054409011736,3.5069543894217072,0.20271048057665664
ridge_raw_only_no_latent,holdout,48,1.0279809942329787,1.343487302903449,-10.759310131774008,1.0279809942329787,1.343487302903449,-183.88357144679185
elastic_with_latent,train,774,3.478188228379448,4.691508201062599,0.7483091719992541,3.478188228379448,4.691508201062599,0.4142784341804838
elastic_with_latent,valid,111,0.6154576999859286,0.7896395226841714,0.7026715062619463,0.6154576999859286,0.7896395226841714,-9.395080021387702
elastic_with_latent,test,169,2.5070088221716653,3.5806131973199844,0.5604345488389364,2.5070088221716653,3.5806131973199844,0.1688667897262358
elastic_with_latent,holdout,48,1.346425237906125,1.4998357693205007,-13.655550126413937,1.346425237906125,1.4998357693205007,-229.41916732577278
elastic_no_latent,train,774,3.5368484643199203,4.79380211767423,0.7372137511252475,3.5368484643199203,4.79380211767423,0.38845775831648144
elastic_no_latent,valid,111,0.5648685724130301,0.7306991647791408,0.7454014077685973,0.5648685724130301,0.7306991647791408,-7.901174274638198
elastic_no_latent,test,169,2.484907610609841,3.611234611937909,0.5528840703804435,2.484907610609841,3.611234611937909,0.15459029601242336
