plane_id,battery_id,flight_id,event_datetime,event_type,observed_soh_pct,observed_soh_iqr_pct,observed_soh_span_pct,flag_new_est_batt_cap_any,flag_rst_coulomb_any,n_rows,event_duration_s,avg_cell_temp_mean_c,avg_cell_temp_min_c,avg_cell_temp_max_c,avg_cell_temp_span_c,current_abs_mean_a,p95_abs_current_a,current_span_a,voltage_mean_v,voltage_max_v,soc_mean_pct,soc_min_pct,soc_max_pct,soc_span_pct,kalman_coulomb_gap_mean_pct,kalman_coulomb_gap_span_pct,cap_est_delta_raw,cap_est_span_raw,p95_abs_dtemp_c_per_min,p95_abs_dcurrent_a_per_s
192,1,11018,2025-06-12 16:15:00,charge,98.0,0.0,0.0,0,0,8233,1646.397653,22.698651767278026,0.0,23.0,23.0,12.261702902951537,23.9,24.7,400.0678367545245,404.2,92.42098870399612,80.0,100.0,20.0,-1.4758423417952145,1.8400000000000034,9562.0,9562.0,0.0,0.5033320582255113
192,1,11019,2025-06-12 17:12:00,flight,98.0,0.0,0.0,0,1,16678,3335.379051,23.508454251109246,0.0,26.0,26.0,20.194094016069073,69.41499999999996,99.5,372.0029380021585,399.5,71.95790862213694,35.0,100.0,65.0,-0.5626681856337691,1.0100000000000193,9562.0,9562.0,0.0,6.514514458989495
192,1,11020,2025-06-12 18:20:00,charge,98.0,0.0,1.0,1,1,9691,1937.9920250000002,26.42286657723661,0.0,28.0,28.0,24.62602414611495,27.3,28.5,377.60232174182227,396.8,58.59384996388402,35.0,81.0,46.0,-0.6931142296976577,0.3100000000000094,9531.0,9562.0,0.0,0.5006146296146636
192,1,10996,2025-06-13 12:20:00,charge,97.0,0.0,0.0,0,0,8674,1734.600215,19.92794558450542,0.0,21.0,21.0,11.241964491584046,24.0,24.7,400.70347014065027,404.2,92.50680193682268,81.0,100.0,19.0,-1.2089059257551307,1.9400000000000261,9531.0,9531.0,0.0,0.504372404385827
192,1,10997,2025-06-13 13:14:00,flight,97.0,0.0,0.0,0,1,13794,2764.788629,19.124401913875598,0.0,21.0,21.0,21.981839930404522,69.5,90.6,369.09503407278527,399.7,69.65977961432507,41.0,100.0,59.0,-0.9107198782079163,1.4800000000000182,9531.0,9531.0,0.0,6.991896405642706
192,1,10998,2025-06-13 14:05:00,charge,97.0,0.0,0.0,1,1,16618,3323.389059,20.81122878806114,0.0,22.0,22.0,18.26335299073294,25.6,26.299999999999997,388.6639547478638,404.2,74.7501504392827,41.0,100.0,59.0,-0.7084859790588518,1.6700000000000017,9522.0,9531.0,0.0,0.5006944632285788
192,1,10999,2025-06-13 15:35:00,flight,97.0,0.0,0.0,0,1,14200,2839.7828959999997,20.793028169014086,19.0,23.0,4.0,17.058021126760565,63.9,98.4,378.61307746478866,399.2,79.74591549295775,53.0,100.0,47.0,-0.5102457746478872,1.0800000000000125,0.0,0.0,0.0,6.029611355723206
192,1,11000,2025-06-13 16:30:00,charge,97.0,0.0,97.0,1,1,8378,1675.392101,22.364526139890188,20.0,24.0,4.0,23.48139174027214,26.0,26.9,388.42618763428027,401.5,71.93112914776796,53.0,91.0,38.0,-0.6148245404631177,1.8100000000000094,0.0,0.0,0.0,0.5004839680051589
192,1,11001,2025-06-13 20:00:00,charge,97.0,0.0,0.0,0,0,10923,2184.3897779999998,24.344593976013915,0.0,25.0,25.0,4.795770392749245,9.5,9.799999999999999,401.3095761237755,404.2,97.78082944246086,91.0,100.0,9.0,-1.1089352741920726,2.260000000000005,9522.0,9522.0,0.0,0.503217953005256
192,1,11002,2025-06-13 21:49:00,flight,97.0,0.0,0.0,0,1,14247,2852.9864159999997,22.16508738681828,0.0,25.0,25.0,17.763711658594794,66.7,98.1,376.3802484733628,401.7,75.47975012283288,52.0,100.0,48.0,-0.29123183828174365,1.1700000000000088,9522.0,9522.0,0.0,6.5052774077998174
192,1,11003,2025-06-13 22:40:00,charge,97.0,0.0,0.0,1,1,6110,1221.7961369999998,21.602454991816693,0.0,23.0,23.0,23.910016366612112,25.9,26.2,383.823240589198,397.0,65.69001636661211,52.0,80.0,28.0,-0.313340425531915,1.0000000000000142,9529.0,9529.0,0.0,0.5002866642616675
192,1,11017,2025-06-14 07:30:00,charge,97.0,0.0,0.0,0,0,9297,1859.1958679999998,22.732064106701085,20.0,24.0,4.0,10.989641819941918,23.9,24.7,400.3566311713456,404.2,92.94923093471012,80.0,100.0,20.0,-1.111881252016778,2.0600000000000165,0.0,0.0,0.0,0.5034929825760823
192,1,11016,2025-06-14 20:30:00,flight,97.0,0.0,97.0,0,1,15097,3019.1853940000005,23.48406968271842,0.0,25.0,25.0,21.892727031860634,71.0,99.8,370.34380340465,400.6,69.40445121547327,36.0,100.0,64.0,-0.38465456713254187,1.0400000000000063,9529.0,9529.0,0.0,7.476384625979967
192,1,11126,2025-07-01 15:09:00,charge,97.0,0.0,97.0,0,1,14490,3531.782048,27.00752242926156,0.0,29.0,29.0,9.09423740510697,30.5,44.8,374.5593512767426,401.1,70.47432712215321,32.0,100.0,68.0,-0.32672187715665896,0.910000000000025,9518.0,9518.0,0.0,3.4862886520672425
192,1,11127,2025-07-01 15:10:00,flight,97.0,0.0,97.0,0,1,411,82.00063800000001,26.934306569343065,0.0,27.0,27.0,0.0,0.0,0.0,349.6,349.6,32.0,32.0,32.0,0.0,-0.5990510948905103,0.0799999999999983,9518.0,9518.0,0.0,0.0
192,1,11128,2025-07-01 16:00:00,charge,97.0,0.0,0.0,1,1,17506,3500.9915220000003,30.67222666514338,0.0,32.0,32.0,20.034034045470126,27.4,28.7,386.0011824517309,404.2,72.40546098480522,32.0,100.0,68.0,-0.5367234091168741,0.36000000000001364,9497.0,9518.0,0.0,0.5004328744362626
192,1,11129,2025-07-01 17:59:00,flight,97.0,0.0,97.0,0,1,17225,3445.5828559999995,29.669085631349784,0.0,32.0,32.0,17.757044992743104,69.5,91.6,374.0759013062409,399.4,72.32383164005806,41.0,100.0,59.0,-0.010725689404934527,0.5100000000000051,9497.0,9497.0,0.0,6.00378238290405
192,1,11130,2025-07-01 19:00:00,charge,97.0,0.0,0.0,1,1,8831,1765.993226,30.582719963764013,0.0,32.0,32.0,24.587430642056393,27.0,28.0,379.66702525195336,397.3,61.754501188993316,41.0,83.0,42.0,0.07488732872834336,0.11000000000001364,9499.0,9499.0,0.0,0.5008227265370065
192,1,11133,2025-07-02 16:01:00,flight,97.0,0.0,97.0,0,1,17520,3503.7794,28.38595890410959,27.0,30.0,3.0,16.023407534246573,63.4,91.0,378.83316210045655,402.9,77.55348173515982,47.0,100.0,53.0,-0.1850633561643838,0.8300000000000125,0.0,0.0,0.0,6.506861486623877
192,1,11134,2025-07-02 17:05:00,charge,97.0,0.0,0.0,1,1,14655,2930.793512,30.89007164790174,0.0,32.0,32.0,18.777318321392016,26.3,27.2,390.3345547594678,404.2,78.5078812691914,47.0,100.0,53.0,-0.03558034800409418,0.0800000000000125,9497.0,9499.0,0.0,0.5011208821361094
192,1,11135,2025-07-02 19:40:00,flight,97.0,0.0,0.0,0,1,16387,3281.7854070000003,30.164337584670776,0.0,32.0,32.0,21.826081650088486,66.9,90.6,369.6987123939708,399.8,67.91255263318484,31.0,100.0,69.0,-0.11063525965704517,0.7300000000000182,9497.0,9497.0,0.0,7.951525535607794
192,1,11136,2025-07-02 20:40:00,charge,97.0,0.0,1.0,1,1,10434,2086.590228,32.004887866589996,29.0,34.0,5.0,24.640387195706342,27.6,28.3,375.44796818094693,395.9,56.347613571017824,31.0,81.0,50.0,-0.13766915852022213,0.060000000000002274,-6.0,6.0,0.0,0.50063831385016
192,1,11132,2025-07-03 03:10:00,charge,97.0,0.0,0.0,0,0,11462,2292.193654,27.807886930727623,0.0,28.0,28.0,8.322797068574422,23.6,24.3,401.21457860757283,404.4,95.44224393648578,83.0,100.0,17.0,-0.16345838422613865,0.38000000000000966,9499.0,9499.0,0.0,0.5013511413258457
192,1,11137,2025-07-03 11:30:00,charge,96.0,0.0,0.0,0,0,11492,2298.197858,23.989383919248173,0.0,27.0,27.0,8.09270797076227,9.5,10.1,396.54074138531143,404.2,88.97319874695441,81.0,98.0,17.0,-0.1752671423599024,0.8800000000000239,9491.0,9491.0,0.0,0.5007172775031239
192,1,11138,2025-07-03 12:15:00,flight,96.0,0.0,0.0,0,1,11942,2388.1894020000004,23.83084910400268,0.0,25.0,25.0,16.694423044716128,84.7,93.4,380.4642187238319,399.6,82.07502930832356,61.0,100.0,39.0,-0.8801632892312842,3.420000000000009,9491.0,9491.0,0.0,6.506962449826269
192,1,11139,2025-07-03 13:00:00,charge,96.0,0.0,0.0,0,1,12186,2436.996367,25.19309043164287,0.0,26.0,26.0,16.489422287871324,25.6,26.5,393.7715739373051,404.2,84.09568357131134,61.0,100.0,39.0,-1.7039471524700478,1.3200000000000074,9491.0,9491.0,0.0,0.500901121118604
192,1,11141,2025-07-03 14:17:00,flight,96.0,0.0,0.0,0,1,17480,3495.781316,25.8954233409611,0.0,28.0,28.0,18.212608695652175,76.6,98.7,377.2930320366132,398.0,78.82036613272311,38.0,100.0,62.0,-1.1797877574370714,1.0100000000000051,9491.0,9491.0,0.0,6.022470006280219
192,1,11140,2025-07-03 15:00:00,charge,96.0,1.0,96.0,1,1,25817,5163.185025999999,27.392338381686486,26.0,29.0,3.0,12.334926598752759,25.0,26.3,378.34777472208236,404.2,65.64356819150173,38.0,100.0,62.0,-1.3581399852810165,0.6000000000000085,-47.0,47.0,0.0,0.5005731562628796
192,1,11152,2025-07-04 10:40:00,charge,95.0,1.0,1.0,1,1,12974,2594.5936500000003,28.38045321412055,0.0,29.0,29.0,24.496855248959452,27.5,28.6,380.24039617696934,401.1,61.29443502389394,29.0,92.0,63.0,0.7161530753815322,0.18000000000002103,9462.0,9462.0,0.0,0.5004539117011
192,1,11151,2025-07-04 12:46:00,flight,95.0,0.0,0.0,0,1,18081,3615.983753,21.94618660472319,0.0,25.0,25.0,21.101780874951608,80.4,98.5,367.33615950445216,398.8,66.26309385542835,25.0,100.0,75.0,-0.7278297660527628,1.20000000000001,9444.0,9444.0,0.0,7.996195812589114
192,1,11150,2025-07-04 12:50:00,charge,95.0,0.0,95.0,1,1,14409,2881.590429,26.2473454091193,23.0,28.0,5.0,20.14693594281352,27.8,29.1,378.1030397668124,397.8,59.503782358248316,25.0,82.0,57.0,-0.04217502949545193,0.35999999999999943,-9.0,9.0,0.0,0.5000775120146784
192,1,11154,2025-07-04 13:50:00,charge,95.0,1.0,1.0,1,1,12974,2594.5936500000003,28.38045321412055,0.0,29.0,29.0,24.496855248959452,27.5,28.6,380.24039617696934,401.1,61.29443502389394,29.0,92.0,63.0,0.7161530753815322,0.18000000000002103,9462.0,9462.0,0.0,0.5004539117011
192,1,11153,2025-07-04 23:36:00,flight,95.0,0.0,0.0,0,1,21509,4301.780859,29.08540610907062,26.0,31.0,5.0,16.214333534799387,73.65999999999985,97.2,371.1260309637826,396.6,67.34990004184294,29.0,98.0,69.0,0.26507926914314944,0.8100000000000094,0.0,0.0,0.0,6.000607562366574
192,1,11242,2025-07-05 00:47:00,charge,95.0,0.0,0.0,0,1,279,55.599632,25.906810035842295,0.0,26.0,26.0,0.0,0.0,0.0,348.15483870967734,348.2,29.0,29.0,29.0,0.0,0.7199999999999989,0.0,9435.0,9435.0,0.0,0.0
192,2,10857,2025-06-03 11:30:00,charge,100.0,0.0,100.0,0,0,20756,4150.975486,19.50737136249759,0.0,21.0,21.0,15.68241472345346,24.4,26.0,391.4260454808248,403.9,77.67633455386394,0.0,100.0,100.0,0.7577804008479476,1.9100000000000108,9611.0,9611.0,0.0,0.5010127973727163
192,2,10858,2025-06-03 11:39:00,flight,100.0,0.0,100.0,0,1,14444,2888.577814,20.77873165328164,18.0,23.0,5.0,18.39236361118804,66.6,91.89999999999999,376.9004846302963,403.1,77.86935751869288,0.0,100.0,100.0,-0.09284270285239533,1.0800000000000125,0.0,0.0,0.0,6.504549934445779
192,2,10859,2025-06-03 12:30:00,charge,99.0,1.0,1.0,1,1,14601,2919.991011,22.800561605369495,0.0,23.0,23.0,17.713752482706663,25.5,26.2,392.02151907403595,403.7,80.39504143551811,50.0,100.0,50.0,-1.0403095678378194,1.8800000000000168,9598.0,9611.0,0.0,0.5011628230408318
192,2,10860,2025-06-03 13:41:00,flight,99.0,0.0,0.0,0,1,18898,3779.5742480000004,23.68864430098423,0.0,25.0,25.0,19.126166790136523,65.2,107.60000000000001,368.1199544925389,398.8,66.21187427240977,30.0,100.0,70.0,-0.039857127738384686,0.3499999999999943,9598.0,9598.0,0.0,5.006172617331237
192,2,10861,2025-06-03 14:30:00,flight,99.0,0.0,0.0,1,1,10917,2183.188599,27.178254099111477,0.0,29.0,29.0,25.158166162865257,26.9,27.3,376.2008060822571,397.5,56.50984702757168,30.0,83.0,53.0,-0.1262050013740039,0.2600000000000051,9591.0,9598.0,0.0,0.5009568275405814
