model,eval_split,coverage_rows,n,level_mae,level_rmse,level_r2,delta_mae,delta_rmse,delta_r2
naive_zero_delta,train,752,752,6.59618097667594,8.248235842096488,-0.2535912050424243,6.59618097667594,8.248235842096488,-0.38066209025719244
ridge_raw_only,train,752,752,2.8773356761064925,3.6362217120106943,0.7563679007065727,2.8773356761064925,3.6362217120106943,0.7316720138820474
ridge_raw_plus_latent,train,752,752,2.895787717533418,3.988051645790896,0.7069408107908708,2.895787717533418,3.988051645790896,0.6772347228386455
elastic_raw_plus_latent_plus_history,train,752,752,4.674084858246017,6.355919459007816,0.255627077753815,4.674084858246017,6.355919459007816,0.18017335266444223
ridge_raw_plus_latent_plus_history,train,752,752,2.5724856246111285,3.4923094580849727,0.7752709394321337,2.5724856246111285,3.4923094580849727,0.7524911683672308
gbdt_raw_plus_latent_plus_history,train,752,752,0.25312973383059173,0.37539172742486393,0.9974034111278058,0.25312973383059173,0.37539172742486393,0.9971402066276456
random_forest_raw_plus_latent_plus_history,train,752,752,0.24741187626778463,0.39687601785655324,0.9970976919329934,0.24741187626778463,0.39687601785655324,0.9968034980572251
gam_spline_raw_plus_latent_plus_history,train,752,752,1.3327517057980163,1.9148272983514647,0.9324394748625489,1.3327517057980163,1.9148272983514647,0.925591169210548
lstm_sequence,train,752,752,8.572236987036199,11.182052202000204,-1.3039700369102714,8.572236987036199,11.182052202000204,-1.5375130858092008
gru_sequence,train,752,752,8.443291382242972,11.048213406435751,-1.2491473309966423,8.443291382242972,11.048213406435751,-1.4771332495150356
physics_hybrid_nn,train,752,752,1.9843973258051015,2.997931625392511,0.8343935516839628,1.9843973258051015,2.997931625392511,0.8176067731072253
physics_informed_pinn,train,752,752,3.481491636410955,5.1759443047993114,0.5063569976332449,3.481491636410955,5.1759443047993114,0.4563186334212874
naive_zero_delta,valid,165,165,4.6952524956737145,5.892827195603975,-0.6779271295537908,4.6952524956737145,5.892827195603975,-1.7385936558571573
ridge_raw_only,valid,165,165,2.430056943572088,2.8482426349337624,0.6080057916149089,2.430056943572088,2.8482426349337624,0.3602148548002575
ridge_raw_plus_latent,valid,165,165,2.577737044585271,3.6627500742151904,0.35175338741166984,2.577737044585271,3.6627500742151904,-0.05802214494105762
elastic_raw_plus_latent_plus_history,valid,165,165,2.3860896968069323,4.275387903149924,0.11676406027917074,2.3860896968069323,4.275387903149924,-0.44155505834614694
ridge_raw_plus_latent_plus_history,valid,165,165,2.6360192031934226,3.817396946252192,0.2958578728572083,2.6360192031934226,3.817396946252192,-0.1492508394734755
gbdt_raw_plus_latent_plus_history,valid,165,165,5.0372640873934404,6.747247941215522,-1.1997788559701061,5.0372640873934404,6.747247941215522,-2.5903230319963204
random_forest_raw_plus_latent_plus_history,valid,165,165,5.960742609935413,7.750694769914381,-1.9027320821343858,5.960742609935413,7.750694769914381,-3.737633431614067
gam_spline_raw_plus_latent_plus_history,valid,165,165,2.9398826930606763,4.607855016855321,-0.025943149853687286,2.9398826930606763,4.607855016855321,-0.6744716453846129
lstm_sequence,valid,165,165,3.516451021926498,5.15209202040669,-0.2826049359532272,3.516451021926498,5.15209202040669,-1.0933768092221428
gru_sequence,valid,165,165,3.548732377350859,5.224039350210061,-0.31867740143870704,3.548732377350859,5.224039350210061,-1.1522517289905192
physics_hybrid_nn,valid,165,165,2.376340192134558,3.732820792748836,0.326713408526238,2.376340192134558,3.732820792748836,-0.09889062254692149
physics_informed_pinn,valid,165,165,2.3606698185796806,3.7302697447956934,0.3276333559699153,2.3606698185796806,3.7302697447956934,-0.09738914957553768
naive_zero_delta,test,1,1,16.92440887067223,16.92440887067223,,16.92440887067223,16.92440887067223,
ridge_raw_only,test,1,1,6.608776400807905,6.608776400807905,,6.608776400807905,6.608776400807905,
ridge_raw_plus_latent,test,1,1,13.190607582412973,13.190607582412973,,13.190607582412973,13.190607582412973,
elastic_raw_plus_latent_plus_history,test,1,1,14.522135722197227,14.522135722197227,,14.522135722197227,14.522135722197227,
ridge_raw_plus_latent_plus_history,test,1,1,12.314500382210248,12.314500382210248,,12.314500382210248,12.314500382210248,
gbdt_raw_plus_latent_plus_history,test,1,1,19.172172680995963,19.172172680995963,,19.172172680995963,19.172172680995963,
random_forest_raw_plus_latent_plus_history,test,1,1,19.582568431321484,19.582568431321484,,19.582568431321484,19.582568431321484,
gam_spline_raw_plus_latent_plus_history,test,1,1,13.975156933500308,13.975156933500308,,13.975156933500308,13.975156933500308,
lstm_sequence,test,1,1,14.853996804245703,14.853996804245703,,14.853996804245703,14.853996804245703,
gru_sequence,test,1,1,15.027977517136328,15.027977517136328,,15.027977517136328,15.027977517136328,
physics_hybrid_nn,test,1,1,12.241501381882422,12.241501381882422,,12.241501381882422,12.241501381882422,
physics_informed_pinn,test,1,1,12.614822915085547,12.614822915085547,,12.614822915085547,12.614822915085547,
