plane_id,battery_id,flight_id,event_datetime,event_type,delta_observed_soh_pct,delta_latent_soh_pct,observed_soh_pct,latent_soh_smooth_pct,residual_pct,standardized_residual,score_current,score_didt,score_dtemp,score_soc_edge,score_observation_instability,score_gap,score_switch,score_event_type,condition_multiplier,measurement_sigma_pct,flag_new_est_batt_cap_any,flag_rst_coulomb_any,kalman_coulomb_gap_mean_pct,kalman_coulomb_gap_span_pct,p95_abs_current_a,p95_abs_dcurrent_a_per_s,soc_min_pct,soc_max_pct
166,1,5899,2024-05-01 17:00:00,charge,29.0,-0.016684407017677927,100.0,74.80081983535294,25.19918016464706,20.21170328958031,0.6,0.22757060683931543,0.0,0.9,0.0,1.9693714890873952,0.0,0.75,2.2668396894619445,1.2467618292040696,0,0,1.421857445436965,3.3700000000000045,24.0,0.9993933682764916,81.0,99.0
166,1,6363,2024-06-10 19:00:00,charge,21.0,-0.010501161210115129,92.0,71.18980349033299,20.81019650966701,7.764568290727481,0.615,0.13328703889914062,0.0,2.0,2.0,1.8739418767975322,1.5,0.75,4.8729973785989165,2.6801485582294045,1,1,-1.794709383987693,3.029999999999987,24.6,0.5004954905359155,0.0,100.0
166,1,5036,2023-10-23 17:00:00,charge,12.0,-0.0019366827162627942,93.0,86.1425355681775,6.857464431822507,5.20612974219429,0.1325,0.13333583145233988,0.0,0.0,0.0,0.7510247117695064,1.5,0.75,2.3948917461117873,1.3171904603614832,1,1,-0.6051235588475189,1.2600000000000051,5.3,0.5007184057321783,29.0,61.0
166,1,12722,2025-12-02 17:35:00,charge,10.0,-0.04940346132241302,50.0,62.94379025412212,-12.94379025412212,-7.853455087979389,0.0925,0.35976596114574055,0.0,1.0,0.0,2.021691186216037,1.5,0.75,2.996663740323107,1.6481650571777091,1,1,-0.10845593108018575,7.75,3.7,1.9901260420244347,44.0,100.0
166,1,5921,2024-05-05 02:50:00,charge,7.0,-0.016949946795264736,93.0,74.63949557269056,18.360504427309436,13.59851980564234,0.64,0.13333476141293465,0.0,1.0,0.0,1.605153901943726,0.5,0.75,2.4548800751482913,1.3501840413315602,0,1,0.2507695097185959,3.1100000000000136,25.6,0.5007135167612814,64.0,100.0
166,1,5004,2023-10-16 16:30:00,charge,6.0,-0.001302111590391064,92.0,86.71024252574891,5.28975747425109,5.494915828447864,0.24,0.13323935100119338,0.0,0.6,0.0,1.1233412763626478,0.0,0.75,1.7502981233092716,0.9626639678200994,0,0,2.141706381813202,1.3900000000000148,9.6,0.500277654098109,91.0,96.0
166,1,5298,2023-12-08 16:44:00,other,6.0,-0.06964731654289835,80.0,82.00006583504445,-2.0000658350444525,-1.3500196796398047,0.605,0.5586100225447929,0.0,0.9,0.0,2.2756936152279272,0.5,0.25,2.693652093586295,1.4815086514724622,0,1,-1.3784680761396362,4.110000000000014,72.6,4.477784591383741,28.0,99.0
166,1,5363,2023-12-15 17:05:00,charge,6.0,-0.06055511917655565,83.0,81.46403944329747,1.535960556702534,0.49900112824759646,0.615,0.13331775286705028,0.0,0.6,3.0,2.318881228728512,1.5,0.75,5.596491469765374,3.0780703083709557,1,1,3.8694061436425513,3.0900000000000034,24.6,0.5006358074759709,28.0,96.0
166,1,4974,2023-10-10 17:54:00,charge,5.0,-0.0008636166023734404,88.0,87.10609107144066,0.8939089285593411,0.30205170889133415,0.31,0.1332967725775225,0.0,0.8,3.0,2.0083716790823414,1.5,0.75,5.380830212755711,2.9594566170156416,1,1,0.6418583954116949,3.760000000000005,12.4,0.5005399574817065,36.0,98.0
166,1,5368,2023-12-16 21:15:00,charge,5.0,-0.003265181333077294,87.0,81.37696505337576,5.623034946624244,1.9135284331397193,0.5575,0.1332859422369677,0.0,1.0,3.0,1.369293273577862,1.5,0.75,5.3428523589681465,2.938568797432481,1,1,0.22146636788929533,2.6500000000000057,22.3,0.500490480671041,28.0,100.0
166,1,5030,2023-10-23 21:45:00,charge,4.0,-0.0038034725525619706,84.0,86.12559599516611,-2.1255959951661083,-0.7089377041560888,0.615,0.13336439971136854,0.0,0.9,3.0,1.6852606888080595,1.5,0.75,5.451423966526965,2.998283181589831,1,1,0.3513034440402514,3.230000000000018,24.6,0.5008489389517637,28.0,99.0
166,1,5379,2023-12-19 18:30:00,other,4.0,-0.19474583421303748,87.0,81.15985528138175,5.840144718618248,3.927239744809705,0.62,0.6388118946759113,0.0,1.0,0.0,2.12756217498404,0.5,0.25,2.7037934103655763,1.487086375701067,0,1,-1.7628108749201714,3.5500000000000114,74.4,5.992772717932703,28.0,100.0
166,1,5784,2024-04-08 16:14:00,flight,4.0,-0.05386359455719969,70.0,75.46401081859169,-5.464010818591689,-3.7556593715082918,0.58,0.6540997837241912,0.0,0.9,0.0,2.1952845657999567,0.5,0.0,2.645225283229663,1.454873905776315,0,1,-0.9764228289997824,4.740000000000009,69.6,6.325939954164846,44.0,99.0
166,1,5796,2024-04-10 15:30:00,charge,4.0,-0.0016016604183306526,71.0,75.36646542877125,-4.366465428771249,-1.5144129569800575,0.67,0.1332863808999232,0.0,0.9,3.0,0.8966643987962901,1.5,0.75,5.2423138719988565,2.883272629599371,1,1,-0.25832199398142086,1.690000000000012,26.8,0.5004924846062413,37.0,99.0
166,1,6265,2024-06-03 09:55:00,charge,4.0,-0.010850393570294159,72.0,71.75581101860807,0.2441889813919289,0.12809973434714664,0.655,0.13353150192879135,0.0,1.0,1.0,0.2832678306704085,1.5,0.75,3.465892949972639,1.9062411224849516,1,1,0.016339153352001277,0.5600000000000165,26.2,0.5016126847819646,50.0,100.0
166,1,6377,2024-06-11 15:56:00,flight,4.0,-0.009448270134029713,72.0,71.12656058613044,0.873439413869562,0.6089671787986969,0.6408333333333334,0.7730725249602813,0.0,0.9,0.0,1.8105530159254084,0.5,0.0,2.6078115814284013,1.4342963697856208,0,1,-1.6027650796270319,2.980000000000004,76.9,9.523771474358274,32.0,99.0
166,1,4977,2023-10-11 12:30:00,charge,3.0,-0.0031714192461009816,86.0,87.0493963703281,-1.0493963703280969,-0.34634661891296464,0.6,0.13328539391268424,0.0,0.8,3.0,1.95199622961637,1.5,0.75,5.508913026449985,3.029902164547492,1,1,1.0849811480818172,3.470000000000013,24.0,0.500487975775954,35.0,98.0
166,1,5012,2023-10-17 10:50:00,charge,3.0,-0.04314701612395311,95.0,86.65880603550875,8.341193964491254,7.432886678431743,0.0725,0.13316892393665483,0.0,0.8,0.0,2.2694938476887314,0.0,0.75,2.040365723881281,1.1222011481347047,0,0,-4.147469238443632,2.8800000000000097,2.9,0.4999560038819297,92.0,98.0
166,1,5040,2023-10-24 15:15:00,charge,3.0,-0.003664125289716935,89.0,86.0642833525243,2.935716647475701,0.9915924842781368,0.65,0.13327028938031746,0.0,1.0,3.0,1.3487184373777494,1.5,0.75,5.382923646965452,2.960608005830999,1,1,-1.2185921868887275,2.210000000000008,26.0,0.5004189757908362,29.0,100.0
