epoch,train_loss,train_data_loss,train_degradation_loss,train_residual_loss,train_smoothness_loss,valid_mae,mean_calendar_sensitivity,mean_cycle_sensitivity,mean_thermal_sensitivity,mean_resistance_sensitivity,mean_history_sensitivity
1,52.7764778137207,40.50578821622408,35.05903346721943,0.0013866508827329828,8.872584658092819e-07,0.2939809387788439,0.016128500923514366,0.017766281962394714,0.020378300920128822,0.018333720043301582,0.018985094502568245
2,49.250330393130966,37.799403795829186,32.71669264940115,0.004181989540274327,6.760632913938025e-06,0.298288126325372,0.017936427146196365,0.021370019763708115,0.024743082001805305,0.021740958094596863,0.023243894800543785
3,44.827047898219185,34.52604473554171,29.429097102238583,0.04096719199934831,0.00025293006910942495,0.3057319082626275,0.02590092271566391,0.038589827716350555,0.04472126439213753,0.03652201220393181,0.045561712235212326
4,34.92266742999737,27.21521230844351,22.003736936129055,0.3073721115405743,0.001778267789632082,0.3912895344637614,0.044148512184619904,0.07011550664901733,0.07922926545143127,0.061397258192300797,0.09054050594568253
5,28.303233806903545,22.73284281217135,15.885792154532213,0.5181918327624981,0.0009520320454612374,0.4328353455155283,0.05176496505737305,0.06790680438280106,0.07101371139287949,0.05670942738652229,0.07683864235877991
6,23.99316670344426,19.12765334202693,13.863611001234789,0.6624833253713754,0.0014053814811632037,0.474499858605378,0.0658048689365387,0.07402828335762024,0.07750404626131058,0.06407442688941956,0.08932419866323471
7,21.69292919452374,17.428294842059795,12.144477880918062,0.7033343498523419,0.001590481959283352,0.5677209071807376,0.06927050650119781,0.06639380753040314,0.07454869151115417,0.0653437152504921,0.09953422099351883
8,18.333035689133865,14.909962489054752,9.722183741056002,1.0154368648162255,0.0013174207415431738,0.5153236504593592,0.06506330519914627,0.05940687283873558,0.06869380921125412,0.06154836714267731,0.09938909113407135
9,17.163191428551308,14.24832241351788,8.266321622408354,1.0828317495492787,0.0015936687123030424,0.48245129120156005,0.0631176233291626,0.05629292502999306,0.06672417372465134,0.06374941021203995,0.10983463376760483
10,14.852173438439003,12.315352769998404,7.174549744679378,1.2864108727528498,0.0017062812112271786,0.5764852622014663,0.060447096824645996,0.0520964041352272,0.0642736405134201,0.06374453753232956,0.11803512275218964
11,13.198052736429068,10.923456558814415,6.411367434721726,1.5308804695422833,0.0023335532750934362,0.6600581626924091,0.057626985013484955,0.04770698770880699,0.06159592047333717,0.06315440684556961,0.12353283166885376
