model,eval_split,coverage_rows,n,level_mae,level_rmse,level_r2,delta_mae,delta_rmse,delta_r2
naive_zero_delta,train,752,752,4.226296143090592,6.741707867598581,0.4649243106165485,4.226296143090592,6.741707867598581,-0.17678207818024272
ridge_raw_only,train,752,752,3.8636449548450575,5.326106322906333,0.6660395604646894,3.8636449548450575,5.326106322906333,0.26552697522253654
ridge_raw_plus_latent,train,752,752,3.3894046805050615,4.481288377126661,0.7635816702337059,3.3894046805050615,4.481288377126661,0.48004953515481874
elastic_raw_plus_latent_plus_history,train,752,752,3.9207221796868055,5.193138267607504,0.6825062853900474,3.9207221796868055,5.193138267607504,0.3017419391294438
ridge_raw_plus_latent_plus_history,train,752,752,2.9352590879882015,3.862583780692988,0.8243568628737084,2.9352590879882015,3.862583780692988,0.6137112935111283
gbdt_raw_plus_latent_plus_history,train,752,752,0.0890553220996463,0.12012209421779568,0.9998301282540404,0.0890553220996463,0.12012209421779568,0.9996264042074781
random_forest_raw_plus_latent_plus_history,train,752,752,0.2741548044431486,0.43357436197515076,0.9977868923078589,0.2741548044431486,0.43357436197515076,0.9951327531396624
gam_spline_raw_plus_latent_plus_history,train,752,752,0.7073022186904288,0.9315378048583879,0.9897841071379324,0.7073022186904288,0.9315378048583879,0.9775323755662625
lstm_sequence,train,752,752,8.823217727543055,11.25944956474243,-0.49248398645382885,8.823217727543055,11.25944956474243,-2.282392457885022
gru_sequence,train,752,752,8.736291980325941,11.133337924393087,-0.45923804057557605,8.736291980325941,11.133337924393087,-2.209275263331185
physics_hybrid_nn,train,752,752,3.992536870459483,6.491982199924072,0.5038305722091012,3.992536870459483,6.491982199924072,-0.09121625584982862
physics_informed_pinn,train,752,752,3.7534265296773928,5.593856483662723,0.6316183404137043,3.7534265296773928,5.593856483662723,0.18982502189370642
naive_zero_delta,valid,166,166,0.896559885380793,0.9265106513712815,0.6516885011914886,0.896559885380793,0.9265106513712815,-14.721335164773079
ridge_raw_only,valid,166,166,1.155146960007101,1.3658742258160321,0.24301303873590796,1.155146960007101,1.3658742258160321,-33.16724906902521
ridge_raw_plus_latent,valid,166,166,2.850541441045752,3.1298191411868848,-2.9747101487936556,2.850541441045752,3.1298191411868848,-178.40191651945307
elastic_raw_plus_latent_plus_history,valid,166,166,0.6806258780470166,0.8196113119320486,0.7274269796002356,0.6806258780470166,0.8196113119320486,-11.302814650787841
ridge_raw_plus_latent_plus_history,valid,166,166,3.166995357129537,3.3796938672923025,-3.6347008390887003,3.166995357129537,3.3796938672923025,-208.19115656249468
gbdt_raw_plus_latent_plus_history,valid,166,166,2.0830069661699566,2.4817130678565635,-1.4990222006981448,2.0830069661699566,2.4817130678565635,-111.79548833667245
random_forest_raw_plus_latent_plus_history,valid,166,166,2.158035875227209,2.5333493152088855,-1.60409686020924,2.158035875227209,2.5333493152088855,-116.53812228688409
gam_spline_raw_plus_latent_plus_history,valid,166,166,2.2821475742022597,2.652768001319853,-1.8553905624008054,2.2821475742022597,2.652768001319853,-127.88047684728349
lstm_sequence,valid,166,166,2.305621833648767,2.76935016236719,-2.111879157371666,2.305621833648767,2.76935016236719,-139.45730730298848
gru_sequence,valid,166,166,2.4834428581236176,2.9322400746030914,-2.4887193096695035,2.4834428581236176,2.9322400746030914,-156.46630745970012
physics_hybrid_nn,valid,166,166,0.2943746798809476,0.3704006379037878,0.9443313831237203,0.2943746798809476,0.3704006379037878,-1.5126502773096182
physics_informed_pinn,valid,166,166,0.7232161578721381,0.8631660057135667,0.6976878267266666,0.7232161578721381,0.8631660057135667,-12.645116559972982
naive_zero_delta,test,114,114,5.12805018190089,6.553132867204397,-0.4326921333508691,5.12805018190089,6.553132867204397,-1.579710991178691
ridge_raw_only,test,114,114,3.256277164428939,4.147621237009499,0.42607768879164365,3.256277164428939,4.147621237009499,-0.03340673117542958
ridge_raw_plus_latent,test,114,114,3.2178026182446096,3.639946672523645,0.5579768947199994,3.2178026182446096,3.639946672523645,0.20409148867260962
elastic_raw_plus_latent_plus_history,test,114,114,3.7296496524655995,4.9248587618720245,0.19082493885525675,3.7296496524655995,4.9248587618720245,-0.45700374171843516
ridge_raw_plus_latent_plus_history,test,114,114,3.7562852887138387,4.428471718406679,0.3457214535504195,3.7562852887138387,4.428471718406679,-0.17809647884416968
gbdt_raw_plus_latent_plus_history,test,114,114,7.944722958152545,9.164402976223432,-1.8019687322386742,7.944722958152545,9.164402976223432,-4.045235725968011
random_forest_raw_plus_latent_plus_history,test,114,114,7.47022883803574,8.439292902199742,-1.376112776718613,7.47022883803574,8.439292902199742,-3.27843784696761
gam_spline_raw_plus_latent_plus_history,test,114,114,9.633853221479917,10.914418737753472,-2.974258874120769,9.633853221479917,10.914418737753472,-6.156065885124781
lstm_sequence,test,114,114,8.421217984808953,9.6441824330206,-2.1030284923006635,8.421217984808953,9.6441824330206,-4.587325093218924
gru_sequence,test,114,114,8.206866970019155,9.421570110032958,-1.9614301781445143,8.206866970019155,9.421570110032958,-4.33236262161894
physics_hybrid_nn,test,114,114,4.512841559309346,6.071889752585472,-0.22999312547785178,4.512841559309346,6.071889752585472,-1.214730374381392
physics_informed_pinn,test,114,114,3.797728079423967,5.131731931476522,0.12141688420247942,3.797728079423967,5.131731931476522,-0.5819801531162707
naive_zero_delta,holdout,26,26,1.407507769174815,1.4109388968187984,-47.07373264663056,1.407507769174815,1.4109388968187984,-204.85893264788834
ridge_raw_only,holdout,26,26,0.7340718405616701,0.89568183127427,-18.373092888285928,0.7340718405616701,0.89568183127427,-81.95848906482739
ridge_raw_plus_latent,holdout,26,26,0.7392579667408916,0.9023402524723522,-18.662199295813835,0.7392579667408916,0.9023402524723522,-83.19648605817157
elastic_raw_plus_latent_plus_history,holdout,26,26,1.1479567319651283,1.218020476163963,-34.82618877167761,1.1479567319651283,1.218020476163963,-152.4131130526273
ridge_raw_plus_latent_plus_history,holdout,26,26,1.3682746522629177,1.5349459253008941,-55.89545723308643,1.3682746522629177,1.5349459253008941,-242.63488029127822
gbdt_raw_plus_latent_plus_history,holdout,26,26,1.3544364443655583,1.3726936007513395,-44.50285530508182,1.3544364443655583,1.3726936007513395,-193.85005032560088
random_forest_raw_plus_latent_plus_history,holdout,26,26,0.3629128005597676,0.4113941397702766,-3.087028190149515,0.3629128005597676,0.4113941397702766,-16.50126762800848
gam_spline_raw_plus_latent_plus_history,holdout,26,26,8.652240030972703,8.84501154074873,-1888.2448156870148,8.652240030972703,8.84501154074873,-8089.0296244241035
lstm_sequence,holdout,26,26,20.533974629373727,20.53495914993046,-10182.079112766885,20.533974629373727,20.53495914993046,-43604.47188278551
gru_sequence,holdout,26,26,20.324453849250535,20.32560559474272,-9975.50488565746,20.324453849250535,20.32560559474272,-42719.8900630651
physics_hybrid_nn,holdout,26,26,0.659094828634083,0.6669449503340057,-9.741660172723495,0.659094828634083,0.6669449503340057,-44.997399750031185
physics_informed_pinn,holdout,26,26,0.5204743539873402,0.6344577763387143,-8.720685242815275,0.5204743539873402,0.6344577763387143,-40.62543198800866
