epoch,train_loss,valid_mae
1,7006.2556559244795,74.35749816894531
2,6844.8721923828125,73.65582275390625
3,6397.5034586588545,72.76654052734375
4,5743.9737548828125,71.65377807617188
5,4975.435323079427,70.205078125
6,3607.6971842447915,42.57283020019531
7,2189.372116088867,30.845237731933594
8,1268.9058583577473,19.72003936767578
9,654.7616704305013,10.09110164642334
10,316.0599479675293,2.6131632328033447
11,161.92547734578451,2.483442544937134
12,106.48206567764282,5.717156410217285
13,89.20469029744466,7.438513278961182
14,84.15427446365356,8.18356704711914
15,81.20575888951619,8.30539608001709
16,75.9887596766154,7.51311731338501
17,71.042542775472,7.325135231018066
18,67.9623794555664,7.193530082702637
19,63.91276343663534,6.747814655303955
