,corr_with_next_latent_delta_flight_10_pct,abs_corr
rolling_temp_mean_5,0.42337044522358785,0.42337044522358785
avg_cell_temp_mean_c,0.399623678756169,0.399623678756169
next_latent_soh_causal_flight_10_pct,0.38917258200215354,0.38917258200215354
avg_cell_temp_max_c,0.3817409055023377,0.3817409055023377
internal_resistance_proxy_ohm,-0.26760378280953234,0.26760378280953234
current_temp_stress_index,0.2671027133123032,0.2671027133123032
latent_filter_delta_1,0.25918709352840175,0.25918709352840175
rolling_duration_mean_5,-0.2294284043275569,0.2294284043275569
score_current,0.22914085808234758,0.22914085808234758
latent_filter_delta_2,0.2285562884766277,0.2285562884766277
rolling_latent_filter_delta_mean_5,0.20560475618068985,0.20560475618068985
rolling_gap_days_mean_5,-0.18413059841061785,0.18413059841061785
rolling_current_abs_mean_5,0.17404588643343746,0.17404588643343746
rolling_latent_filter_delta_std_5,-0.17400992132687218,0.17400992132687218
n_rows,-0.1735498587759261,0.1735498587759261
rolling_flight_frac_5,0.16961023209764234,0.16961023209764234
event_duration_s,-0.16086218849881664,0.16086218849881664
storage_stress_proxy,-0.1588734624062688,0.1588734624062688
prev2_latent_filter_pct,-0.1571547746904144,0.1571547746904144
rolling_latent_filter_mean_3,-0.15595062906251064,0.15595062906251064
rolling_observed_delta_mean_5,0.1529944869281151,0.1529944869281151
delta_days,-0.15175309802115441,0.15175309802115441
soc_edge_stress_proxy,0.15095306583144552,0.15095306583144552
prev_latent_filter_pct,-0.15072383773862638,0.15072383773862638
prev_delta_days,-0.15040414802485705,0.15040414802485705
_filterpy_pred_state_pct,-0.1497101296062677,0.1497101296062677
rolling_stress_index_mean_5,0.1436488417623474,0.1436488417623474
latent_soh_filterpy_filter_pct,-0.1434131447971895,0.1434131447971895
latent_soh_filter_pct,-0.1434131447971895,0.1434131447971895
duration_stress_index,-0.13997730373568992,0.13997730373568992
current_abs_mean_a,0.13508843093100298,0.13508843093100298
rolling_temp_span_mean_5,0.13309013125764427,0.13309013125764427
rolling_observed_delta_std_5,-0.13096351987725244,0.13096351987725244
thermal_severity_proxy,0.127459545498764,0.127459545498764
time_since_prev_event_days,-0.12118525582513581,0.12118525582513581
arrhenius_temp_proxy,0.12090319979335457,0.12090319979335457
score_soc_edge,0.11753048630058227,0.11753048630058227
voltage_max_v,0.11290211430275894,0.11290211430275894
degradation_stress_proxy,0.10821405962632676,0.10821405962632676
soc_mean_pct,0.1075511314392702,0.1075511314392702
instant_stress_index,0.10289522230031736,0.10289522230031736
soc_max_pct,0.10283638928859629,0.10283638928859629
avg_cell_temp_min_c,0.09807870314521062,0.09807870314521062
voltage_mean_v,0.09782463190230242,0.09782463190230242
current_rms_proxy_a,0.09585446405017635,0.09585446405017635
