epoch,train_loss,valid_mae
1,6985.172607421875,73.8128662109375
2,6730.44580078125,70.80640411376953
3,5855.945699055989,62.972145080566406
4,4627.041737874349,53.538108825683594
5,3376.741383870443,43.053382873535156
6,2269.1226857503257,31.95310401916504
7,1345.8984069824219,20.990907669067383
8,711.8529637654623,11.122005462646484
9,344.26024373372394,3.228377342224121
10,171.19841480255127,2.305621862411499
11,107.80288696289062,5.66288948059082
12,89.66968886057536,7.421948432922363
13,85.09790261586507,8.185851097106934
14,84.53631814320882,8.566607475280762
15,83.93989912668864,8.700450897216797
16,83.99016125996907,8.63857364654541
17,83.60226758321126,8.61485767364502
18,82.90685733159383,8.590222358703613
